瘤痢,瘤痢疙,老矫,乞闭扁柯(∑C),老碍荐樊(mm),乞闭 浅加(m/s),乞闭 惑措嚼档(%)
236,何咯,2018-01-01,-2.1,,.4,74.9
236,何咯,2018-01-02,-2.2,,.4,79.6
236,何咯,2018-01-03,-1.8,,1.7,55.9
236,何咯,2018-01-04,-2.2,,1.2,52.5
236,何咯,2018-01-05,-1.2,,1.2,64.4
236,何咯,2018-01-06,-2.2,,.7,73.6
236,何咯,2018-01-07,-1.6,0,.9,71.1
236,何咯,2018-01-08,1.6,4.5,1.3,85.8
236,何咯,2018-01-09,-1.4,9.5,1.4,89.5
236,何咯,2018-01-10,-5.2,1,1.9,74.8
236,何咯,2018-01-11,-10.7,,1.3,75.9
236,何咯,2018-01-12,-9.6,,.7,73.1
236,何咯,2018-01-13,-3,,.6,77.6
236,何咯,2018-01-14,-2.7,,.3,85
236,何咯,2018-01-15,3.3,,.6,80.4
236,何咯,2018-01-16,2.4,2.5,.9,91.5
236,何咯,2018-01-17,4.6,7,1.3,92.3
236,何咯,2018-01-18,3,.2,1.1,78.9
236,何咯,2018-01-19,-.6,,.7,67.3
236,何咯,2018-01-20,-.3,,.6,79
236,何咯,2018-01-21,.7,,.8,68
236,何咯,2018-01-22,3.2,.3,2.1,58.8
236,何咯,2018-01-23,-6.4,,3.3,48.9
236,何咯,2018-01-24,-10.7,,2.1,48.1
236,何咯,2018-01-25,-10.1,,2.3,50.1
236,何咯,2018-01-26,-10.6,,2.2,53.9
236,何咯,2018-01-27,-7.8,,1.3,44.8
236,何咯,2018-01-28,-2.9,,2,46.1
236,何咯,2018-01-29,-6.7,,1.5,59.3
236,何咯,2018-01-30,-5.7,,.9,67.6
236,何咯,2018-01-31,-.8,,.8,54.5
236,何咯,2018-02-01,-3,,1.2,50.5
236,何咯,2018-02-02,-3.5,,.8,55
236,何咯,2018-02-03,-4.3,,3.2,50.6
236,何咯,2018-02-04,-6.5,,2.6,47.9
236,何咯,2018-02-05,-7.6,,2.2,53
236,何咯,2018-02-06,-7.8,,2.3,53.4
236,何咯,2018-02-07,-7.1,,1,57.1
236,何咯,2018-02-08,-4.4,,1,53.9
236,何咯,2018-02-09,.4,,1,56.6
236,何咯,2018-02-10,-.4,,2.1,54.8
236,何咯,2018-02-11,-3.7,.1,2.4,67.6
236,何咯,2018-02-12,-5,1.5,1.3,85
236,何咯,2018-02-13,-2.4,1,1.4,71.3
236,何咯,2018-02-14,2.7,,1.4,74.9
236,何咯,2018-02-15,.9,,1.6,39.5
236,何咯,2018-02-16,-.3,,1,50.8
236,何咯,2018-02-17,-1.1,,1.8,37.4
236,何咯,2018-02-18,.2,,1,38.3
236,何咯,2018-02-19,2.1,,1.2,49.1
236,何咯,2018-02-20,1.6,,1.1,51.8
236,何咯,2018-02-21,-.2,,1.6,34
236,何咯,2018-02-22,-.9,,1.2,63.5
236,何咯,2018-02-23,4.9,5,2.1,78.8
236,何咯,2018-02-24,5.3,,1.4,57.3
236,何咯,2018-02-25,3.3,,1.3,39
