瘤痢,瘤痢疙,老矫,乞闭扁柯(∑C),老碍荐樊(mm),乞闭 浅加(m/s),乞闭 惑措嚼档(%)
156,堡林,2017-01-01,4.5,,.7,80.6
156,堡林,2017-01-02,7.2,0,1,81.6
156,堡林,2017-01-03,5.7,,1,68.3
156,堡林,2017-01-04,5,,.8,77.1
156,堡林,2017-01-05,6.8,0,1.6,71.3
156,堡林,2017-01-06,8.2,0,1.6,65.9
156,堡林,2017-01-07,6.6,0,.9,71.4
156,堡林,2017-01-08,8.7,1.2,1.8,73.8
156,堡林,2017-01-09,5.1,0,1.9,65.6
156,堡林,2017-01-10,2.8,,1.9,57.4
156,堡林,2017-01-11,.1,0,2.3,53.4
156,堡林,2017-01-12,2.3,.1,1.1,76.3
156,堡林,2017-01-13,-.1,.1,1.5,71.3
156,堡林,2017-01-14,-3,.3,2.7,59.9
156,堡林,2017-01-15,-3,,2.1,50.8
156,堡林,2017-01-16,-.6,,1.4,48.5
156,堡林,2017-01-17,.3,,.7,48.9
156,堡林,2017-01-18,2.3,,2.3,55.8
156,堡林,2017-01-19,2.2,,1.4,66.3
156,堡林,2017-01-20,-.3,2.5,2.2,77.1
156,堡林,2017-01-21,-.5,.8,1.4,78.8
156,堡林,2017-01-22,-1.7,1,1.8,80.6
156,堡林,2017-01-23,-3.6,.1,1.9,69.8
156,堡林,2017-01-24,-2,,1.5,65.8
156,堡林,2017-01-25,-1.3,,1.4,64.4
156,堡林,2017-01-26,.8,,1.3,57.6
156,堡林,2017-01-27,2,.6,1.9,56.6
156,堡林,2017-01-28,3.4,,1.2,43.8
156,堡林,2017-01-29,5.3,4.6,.7,88.1
156,堡林,2017-01-30,-.2,.4,2.5,62.5
156,堡林,2017-01-31,-1.4,,1.6,51.9
156,堡林,2017-02-01,-.1,,1.7,45.3
156,堡林,2017-02-02,.2,,1.5,43.6
156,堡林,2017-02-03,3,,1.1,58.1
156,堡林,2017-02-04,6.7,.3,1.1,59.1
156,堡林,2017-02-05,5.2,1.1,1.5,86.3
156,堡林,2017-02-06,1.7,0,1.9,55
156,堡林,2017-02-07,1.7,,1.3,50.9
156,堡林,2017-02-08,1.9,0,1.1,58.9
156,堡林,2017-02-09,-1.4,1.3,2.3,72.3
156,堡林,2017-02-10,-3.5,3.7,1.5,82.6
156,堡林,2017-02-11,-1.7,.2,1.2,76.1
156,堡林,2017-02-12,1.1,0,1.1,63.4
156,堡林,2017-02-13,2.7,,1.3,72.5
156,堡林,2017-02-14,3.5,,1.5,55
156,堡林,2017-02-15,4.4,,1,53
156,堡林,2017-02-16,8.2,6.1,1.6,80.1
