瘤痢,瘤痢疙,老矫,乞闭扁柯(∑C),老碍荐樊(mm),乞闭 浅加(m/s),乞闭 惑措嚼档(%)
156,堡林,2018-01-01,2.3,,1.6,52.6
156,堡林,2018-01-02,2.2,,.9,67
156,堡林,2018-01-03,.2,,1.7,52.6
156,堡林,2018-01-04,-.6,,1.3,54.5
156,堡林,2018-01-05,1.4,,1.3,58.9
156,堡林,2018-01-06,2.3,,1.4,55.5
156,堡林,2018-01-07,2.6,2.7,1,70.4
156,堡林,2018-01-08,3.6,2.1,1.2,91.9
156,堡林,2018-01-09,-.1,3,2,88.4
156,堡林,2018-01-10,-3.1,7.3,1.2,95.5
156,堡林,2018-01-11,-6,.9,1.5,81.8
156,堡林,2018-01-12,-6.4,0,1.7,70.3
156,堡林,2018-01-13,-1.9,0,.6,77.6
156,堡林,2018-01-14,1.3,,.7,81.8
156,堡林,2018-01-15,5.3,,.8,84.8
156,堡林,2018-01-16,4.8,16.1,1.4,98
156,堡林,2018-01-17,5.6,5.6,.9,91.3
156,堡林,2018-01-18,5.1,,1.1,75.4
156,堡林,2018-01-19,2.4,,1.2,56.6
156,堡林,2018-01-20,2.9,,.7,64.6
156,堡林,2018-01-21,3.7,,.9,62.3
156,堡林,2018-01-22,5.3,1.1,2.1,60.1
156,堡林,2018-01-23,-4.1,0,2.5,59.9
156,堡林,2018-01-24,-8,0,3.3,46
156,堡林,2018-01-25,-7.5,,2.6,48.3
156,堡林,2018-01-26,-7.9,,2.3,55
156,堡林,2018-01-27,-4.6,,1.6,37.9
156,堡林,2018-01-28,-1.1,0,2.2,44.5
156,堡林,2018-01-29,-3.9,0,2.1,58.5
156,堡林,2018-01-30,-2.8,0,1.4,53.5
156,堡林,2018-01-31,-.4,,.6,61.1
156,堡林,2018-02-01,-.1,,1.4,47.4
156,堡林,2018-02-02,-.9,,1.2,38.8
156,堡林,2018-02-03,-3.4,.1,1.8,69.3
156,堡林,2018-02-04,-5.9,.7,2,73.6
156,堡林,2018-02-05,-5.6,.2,1.8,66.3
156,堡林,2018-02-06,-6.5,.2,1.9,67.6
156,堡林,2018-02-07,-4.2,.2,1.5,55.5
156,堡林,2018-02-08,-.2,,1.1,42.9
156,堡林,2018-02-09,3.8,,1.2,55.8
156,堡林,2018-02-10,2.2,,1.7,59.9
156,堡林,2018-02-11,-1.9,1.8,1.5,79
156,堡林,2018-02-12,-2.9,2.1,1.7,78.9
