瘤痢,瘤痢疙,老矫,乞闭扁柯(∑C),老碍荐樊(mm),乞闭 浅加(m/s),乞闭 惑措嚼档(%)
156,堡林,2020-01-01,-.3,,1.5,58
156,堡林,2020-01-02,2.6,,.8,69
156,堡林,2020-01-03,3.8,,.9,71.5
156,堡林,2020-01-04,3.4,,1.1,73.1
156,堡林,2020-01-05,4.9,,.8,54.1
156,堡林,2020-01-06,7.1,15.5,.9,82.4
156,堡林,2020-01-07,13.1,32,2.6,97.6
156,堡林,2020-01-08,5,2.8,2.9,83.9
156,堡林,2020-01-09,3.2,,1.7,66.1
156,堡林,2020-01-10,2.8,,1.4,61.5
156,堡林,2020-01-11,3.6,,1.5,59.6
156,堡林,2020-01-12,3.4,,1.3,62.1
156,堡林,2020-01-13,2.3,,1.8,59
156,堡林,2020-01-14,2,,2,54.1
156,堡林,2020-01-15,.9,,1.6,61.8
156,堡林,2020-01-16,2.3,,1.7,44.6
156,堡林,2020-01-17,2.6,,1.2,39.1
156,堡林,2020-01-18,2.2,,1.1,56.5
156,堡林,2020-01-19,3,0,.5,75.6
156,堡林,2020-01-20,4,,1.2,63.1
156,堡林,2020-01-21,3.6,,1.9,38.8
156,堡林,2020-01-22,5.4,9.2,1.3,82.5
156,堡林,2020-01-23,7.5,1.1,1.1,85.1
156,堡林,2020-01-24,7.1,,1.2,57.8
156,堡林,2020-01-25,7.4,,.4,71.5
156,堡林,2020-01-26,8.2,,1.7,68.1
156,堡林,2020-01-27,6,14.3,2,94.5
156,堡林,2020-01-28,7.3,,1,81.9
156,堡林,2020-01-29,6.6,0,1,84.9
156,堡林,2020-01-30,5.9,,1.2,73.1
156,堡林,2020-01-31,4.3,0,1.1,68.5
156,堡林,2020-02-01,3.9,,.7,74.3
156,堡林,2020-02-02,4,,.9,66.1
156,堡林,2020-02-03,2,0,1.3,65.8
156,堡林,2020-02-04,2.1,0,1.5,49.4
156,堡林,2020-02-05,-1.7,0,2.4,44.5
156,堡林,2020-02-06,-2.2,,1.8,32.6
