瘤痢,瘤痢疙,老矫,乞闭扁柯(∑C),老碍荐樊(mm),乞闭 浅加(m/s),乞闭 惑措嚼档(%)
156,堡林,2021-01-01,-.6,0,.9,83.1
156,堡林,2021-01-02,-.3,.5,1.7,67.8
156,堡林,2021-01-03,-.6,,2.1,54.6
156,堡林,2021-01-04,1.2,,.7,71.8
156,堡林,2021-01-05,-.2,0,1.9,64.9
156,堡林,2021-01-06,-2.4,1.2,1.7,65.9
156,堡林,2021-01-07,-8.4,2,2.3,69.1
156,堡林,2021-01-08,-9.9,,2.5,55.8
156,堡林,2021-01-09,-7.6,0,1.9,52.6
156,堡林,2021-01-10,-5.1,0,.8,74.3
156,堡林,2021-01-11,-2.1,,.7,78.6
156,堡林,2021-01-12,-.5,0,.8,80.4
156,堡林,2021-01-13,4.3,,1.2,77.5
156,堡林,2021-01-14,6.6,,.8,76.8
156,堡林,2021-01-15,7.9,,1.7,83.9
156,堡林,2021-01-16,.3,,2.5,60.9
156,堡林,2021-01-17,-1.5,0,1.9,60.4
156,堡林,2021-01-18,.6,4,1.7,77.1
156,堡林,2021-01-19,-1.3,,1.7,46
156,堡林,2021-01-20,3.2,,.7,51.1
156,堡林,2021-01-21,7.6,6.8,.8,81.4
156,堡林,2021-01-22,9.4,2.9,.4,97.9
156,堡林,2021-01-23,9.3,4,2.2,96.8
156,堡林,2021-01-24,8.8,,1.6,70.5
156,堡林,2021-01-25,8.8,,.9,66.8
156,堡林,2021-01-26,6.5,8.7,1.6,90.6
156,堡林,2021-01-27,5.1,,2.4,41.8
156,堡林,2021-01-28,.7,1,1.6,71.8
156,堡林,2021-01-29,-3.2,0,1.6,63.8
156,堡林,2021-01-30,1.8,.1,.8,74
156,堡林,2021-01-31,6.2,1.8,1.4,77.6
156,堡林,2021-02-01,8.3,11.6,1.7,90.6
156,堡林,2021-02-02,-1,,2.3,45.6
156,堡林,2021-02-03,.3,0,1.5,50.3
156,堡林,2021-02-04,1.6,1.1,1.3,49.1
156,堡林,2021-02-05,2.8,,1,41
156,堡林,2021-02-06,5.7,,.9,71.4
156,堡林,2021-02-07,7.4,,1.1,65.8
156,堡林,2021-02-08,.3,,1.9,44.8
156,堡林,2021-02-09,1.7,,1.4,40.1
156,堡林,2021-02-10,4,,.8,58.1
156,堡林,2021-02-11,6.4,,1,63.6
156,堡林,2021-02-12,9.3,,.7,47
156,堡林,2021-02-13,10.6,,.7,41
156,堡林,2021-02-14,10.9,0,.6,55.1
156,堡林,2021-02-15,3.9,.6,1.8,65.9
156,堡林,2021-02-16,.4,.9,2.2,60.5
156,堡林,2021-02-17,-4.5,1.5,1.6,83.4
156,堡林,2021-02-18,-2.2,.2,1.7,69.1
156,堡林,2021-02-19,3.8,,1.4,65.4
156,堡林,2021-02-20,10.6,,1.9,74.8
156,堡林,2021-02-21,13,,2.1,65
156,堡林,2021-02-22,10.5,,1.3,62.1
156,堡林,2021-02-23,3.6,,1.6,38.5
156,堡林,2021-02-24,3.9,,.5,42
156,堡林,2021-02-25,4.7,14.8,2.3,86.1
156,堡林,2021-02-26,9.7,0,3.4,59.1
156,堡林,2021-02-27,9.4,,2.7,46
156,堡林,2021-02-28,8.9,.4,1.3,70.9
156,堡林,2021-03-01,11.5,39.7,2.7,95.9
156,堡林,2021-03-02,4.7,,1.7,74.8
156,堡林,2021-03-03,6.2,,1,64.9
156,堡林,2021-03-04,6.9,8.9,1.8,85.8
156,堡林,2021-03-05,10.7,,1.1,71.5
156,堡林,2021-03-06,10.4,,1.5,67.6
156,堡林,2021-03-07,8.7,,1.1,69.9
156,堡林,2021-03-08,8.6,,1.5,66.1
156,堡林,2021-03-09,8.6,,1.1,48.6
156,堡林,2021-03-10,10.6,,1.5,45.1
156,堡林,2021-03-11,11.8,1.6,.9,58.5
156,堡林,2021-03-12,9.2,16.2,2.5,93.9
156,堡林,2021-03-13,9.6,,1,74.8
156,堡林,2021-03-14,9.8,,1.1,67.5
156,堡林,2021-03-15,12.3,2.4,1.5,69.3
156,堡林,2021-03-16,11.3,3.5,1.1,64.8
156,堡林,2021-03-17,9.7,,1.2,53.6
156,堡林,2021-03-18,11.7,,1.1,62.4
156,堡林,2021-03-19,13.9,,1.2,60.3
156,堡林,2021-03-20,9.7,11.1,1.5,94.6
156,堡林,2021-03-21,6.8,,2.2,63
156,堡林,2021-03-22,7.5,,1.9,47.8
156,堡林,2021-03-23,10.1,,2,61.4
156,堡林,2021-03-24,11.8,,1.3,56.3
156,堡林,2021-03-25,13.3,,.9,59.9
156,堡林,2021-03-26,14.8,,1.5,46.9
156,堡林,2021-03-27,14.7,38.5,2.3,83.6
156,堡林,2021-03-28,12.4,.5,2.7,85.6
156,堡林,2021-03-29,13.1,,1.5,53
156,堡林,2021-03-30,14,,1.6,33
156,堡林,2021-03-31,15.3,,.9,43.6
156,堡林,2021-04-01,16.7,,2.5,36.6
156,堡林,2021-04-02,18.7,0,1.7,44.3
156,堡林,2021-04-03,16.8,11.6,2.5,87.8
156,堡林,2021-04-04,11,3.3,1,97.9
156,堡林,2021-04-05,12.4,,1.1,56.3
156,堡林,2021-04-06,12.4,,.8,52.4
156,堡林,2021-04-07,14.1,,.9,44
156,堡林,2021-04-08,12.9,,1.1,40.9
156,堡林,2021-04-09,13.3,,1.2,41
156,堡林,2021-04-10,13.6,,1,54.9
156,堡林,2021-04-11,15.6,,1.4,38.9
156,堡林,2021-04-12,13.9,16.9,1.9,78.3
156,堡林,2021-04-13,10,.3,1.9,76.4
156,堡林,2021-04-14,9.4,,2,41.3
156,堡林,2021-04-15,11.8,,1.6,36.6
156,堡林,2021-04-16,13.1,0,.8,67.5
156,堡林,2021-04-17,11.3,,1.7,55.6
156,堡林,2021-04-18,11,,1.6,49.4
156,堡林,2021-04-19,12.8,,.8,53.4
156,堡林,2021-04-20,15.9,,.9,48.9
156,堡林,2021-04-21,19.2,,1.1,37.9
156,堡林,2021-04-22,19.7,,1,36.5
156,堡林,2021-04-23,21.3,,2.2,28.4
156,堡林,2021-04-24,19.1,,1.2,33.5
156,堡林,2021-04-25,17.8,,1.3,51.1
156,堡林,2021-04-26,16.5,,1.3,50.6
156,堡林,2021-04-27,16.6,0,1.4,53.8
156,堡林,2021-04-28,17.9,,1.2,53.8
156,堡林,2021-04-29,17.4,1.8,2,47.5
156,堡林,2021-04-30,14.7,.3,2.3,59.8
156,堡林,2021-05-01,10.6,12.8,1,78.8
156,堡林,2021-05-02,12.3,,.8,69.5
156,堡林,2021-05-03,15.6,,1.3,61.9
156,堡林,2021-05-04,17.4,13.6,2.4,87.1
156,堡林,2021-05-05,15,0,1.1,57.1
156,堡林,2021-05-06,16,,1.3,43.6
156,堡林,2021-05-07,16.3,,1.9,49.9
156,堡林,2021-05-08,16.2,,2.1,58.9
156,堡林,2021-05-09,17.5,,1,43.8
156,堡林,2021-05-10,18.3,0,1.6,39.8
156,堡林,2021-05-11,19.4,,1.6,55.8
156,堡林,2021-05-12,22.2,,1.9,48.5
156,堡林,2021-05-13,22.5,,1.2,62.8
156,堡林,2021-05-14,23,0,1.5,66.8
156,堡林,2021-05-15,21.6,30.2,1.3,96.1
156,堡林,2021-05-16,20.8,59.6,2.3,99
156,堡林,2021-05-17,15.9,1.4,1.3,98.1
156,堡林,2021-05-18,18.1,,.8,82.1
156,堡林,2021-05-19,21.2,,1,63.3
156,堡林,2021-05-20,16.5,11.2,1.5,93.4
156,堡林,2021-05-21,16.4,.2,2.1,82.1
156,堡林,2021-05-22,19.3,,.9,67.3
156,堡林,2021-05-23,22,0,.9,66.4
156,堡林,2021-05-24,19.9,.4,1.1,68.9
156,堡林,2021-05-25,17.6,0,1.5,62.1
156,堡林,2021-05-26,18.3,,2,59.8
156,堡林,2021-05-27,16.8,0,1.2,84.9
156,堡林,2021-05-28,17.9,10,2,80.6
156,堡林,2021-05-29,19.4,,1,68.8
156,堡林,2021-05-30,22.1,0,1.5,49.1
156,堡林,2021-05-31,23.7,,1.2,43
156,堡林,2021-06-01,23.5,,.9,51.3
156,堡林,2021-06-02,23.4,,1.4,61
156,堡林,2021-06-03,19.8,22.7,.9,92.6
156,堡林,2021-06-04,20,1.4,1,67.1
156,堡林,2021-06-05,20.9,,2.1,81.1
156,堡林,2021-06-06,22.8,0,2,61.6
156,堡林,2021-06-07,24.1,,.9,56.3
156,堡林,2021-06-08,25.5,,1,57.5
156,堡林,2021-06-09,26,,1.2,61.5
156,堡林,2021-06-10,23.6,9.7,2,70.8
156,堡林,2021-06-11,24.3,27.4,1.1,84.4
156,堡林,2021-06-12,25.1,,1.1,83.4
156,堡林,2021-06-13,23.9,,1.2,83.8
156,堡林,2021-06-14,23.4,,1.5,82.3
156,堡林,2021-06-15,20.9,21.2,2.3,93.8
156,堡林,2021-06-16,23.4,,2.9,76.9
156,堡林,2021-06-17,22.4,.9,.6,82.9
156,堡林,2021-06-18,21.3,4.1,.7,97.4
156,堡林,2021-06-19,23.1,,.6,80
156,堡林,2021-06-20,24,,1.4,64.8
156,堡林,2021-06-21,25.1,,1.1,55.4
156,堡林,2021-06-22,24.3,,1.5,70
156,堡林,2021-06-23,23,.2,2,81.1
156,堡林,2021-06-24,23,0,1.1,79.6
156,堡林,2021-06-25,23.4,6.4,.9,81.1
156,堡林,2021-06-26,23.9,.3,1.2,79.3
156,堡林,2021-06-27,24.7,.9,.9,76.4
156,堡林,2021-06-28,22.8,18.8,.8,91.3
156,堡林,2021-06-29,23.2,1.1,.8,88.3
156,堡林,2021-06-30,23.9,3,.9,84.6
156,堡林,2021-07-01,25.7,,1,77.6
156,堡林,2021-07-02,26.1,0,1,81.8
156,堡林,2021-07-03,23.7,27,1.6,93.9
156,堡林,2021-07-04,23.1,1.6,3,96.6
156,堡林,2021-07-05,21.9,29.1,1.1,98.6
156,堡林,2021-07-06,23.1,119.5,.9,99
156,堡林,2021-07-07,25.2,17.9,1.7,99
156,堡林,2021-07-08,25.6,.9,1.3,96.9
