瘤痢,瘤痢疙,老矫,乞闭扁柯(∑C),老碍荐樊(mm),乞闭 浅加(m/s),乞闭 惑措嚼档(%)
143,措备,2021-01-01,-1.8,0,1.9,66.4
143,措备,2021-01-02,-.9,0,3.1,50.9
143,措备,2021-01-03,-1.3,,4,42.5
143,措备,2021-01-04,-.3,,1.4,51.8
143,措备,2021-01-05,-1.1,,3.2,47.9
143,措备,2021-01-06,-4,,2.7,47.6
143,措备,2021-01-07,-8.7,.2,5.3,40.3
143,措备,2021-01-08,-10.4,,4.6,41.3
143,措备,2021-01-09,-8,,4.2,45.1
143,措备,2021-01-10,-4.7,,2.3,51.4
143,措备,2021-01-11,-4.2,,1.2,62.8
143,措备,2021-01-12,-1.5,,1.3,60
143,措备,2021-01-13,3.6,,1.4,57
143,措备,2021-01-14,4.4,,1.2,51.1
143,措备,2021-01-15,8.3,,2,55.6
143,措备,2021-01-16,1.7,,3.9,47.8
143,措备,2021-01-17,-2.8,,3.4,42.5
143,措备,2021-01-18,-1.9,0,2.4,60
143,措备,2021-01-19,-2.6,,1.7,43
143,措备,2021-01-20,-.8,,.9,53.3
143,措备,2021-01-21,4.5,1,.7,71.8
143,措备,2021-01-22,8.2,.3,1,94
143,措备,2021-01-23,9.3,.1,3.3,86.3
143,措备,2021-01-24,8,0,1.6,78
143,措备,2021-01-25,7.4,,2.2,78
143,措备,2021-01-26,6.1,10.3,1.6,92.5
143,措备,2021-01-27,5.8,,2.7,58
143,措备,2021-01-28,1.2,0,4.1,67
143,措备,2021-01-29,-4.4,,5.6,46.9
143,措备,2021-01-30,.9,,2.1,55.6
143,措备,2021-01-31,4.5,,1.2,62.5
143,措备,2021-02-01,7.1,9.5,1.4,90.3
143,措备,2021-02-02,-.4,,5.1,43.4
143,措备,2021-02-03,-1,,2.4,48.1
143,措备,2021-02-04,1.4,0,3.1,51.4
143,措备,2021-02-05,1.5,,1.1,54.5
143,措备,2021-02-06,5.2,,1.1,62
143,措备,2021-02-07,6.6,,2.2,62.4
143,措备,2021-02-08,.4,,4.6,42.5
143,措备,2021-02-09,1.6,,3.5,42
143,措备,2021-02-10,3.9,,1.9,56.1
143,措备,2021-02-11,5.8,,1.2,65
143,措备,2021-02-12,7.7,,1,60.6
143,措备,2021-02-13,8.6,,1,55.6
143,措备,2021-02-14,7.7,4.3,1,82.8
