瘤痢,瘤痢疙,老矫,乞闭扁柯(∑C),老碍荐樊(mm),乞闭 浅加(m/s),乞闭 惑措嚼档(%)
143,措备,2018-01-01,1.3,,3.1,36.1
143,措备,2018-01-02,1.5,,2.3,50.6
143,措备,2018-01-03,.3,,2.9,30
143,措备,2018-01-04,.6,,1.7,38.5
143,措备,2018-01-05,2.1,,2.5,36.5
143,措备,2018-01-06,1.1,,2.5,42
143,措备,2018-01-07,-.5,0,.7,54
143,措备,2018-01-08,2.2,1.5,1.8,80.6
143,措备,2018-01-09,-.1,.1,4.9,56
143,措备,2018-01-10,-2.9,.5,4,55
143,措备,2018-01-11,-6.6,,4.6,45.4
143,措备,2018-01-12,-6.6,,3.1,38.9
143,措备,2018-01-13,-2.5,0,1.1,56
143,措备,2018-01-14,-.8,,.8,68.8
143,措备,2018-01-15,4.3,,1.1,61.3
143,措备,2018-01-16,3.4,9.5,.9,82.5
143,措备,2018-01-17,4.5,9.5,1.3,92.8
143,措备,2018-01-18,5.8,,1.9,62.8
143,措备,2018-01-19,2.5,,1.7,46
143,措备,2018-01-20,1.8,,1.2,57.1
143,措备,2018-01-21,2.4,,.8,55.4
143,措备,2018-01-22,4.5,0,1.7,52.1
143,措备,2018-01-23,-4.7,,5.5,35.3
143,措备,2018-01-24,-9.4,,5.2,29.1
143,措备,2018-01-25,-8.7,,4,31.9
143,措备,2018-01-26,-8.9,,3.9,31
143,措备,2018-01-27,-5.6,,1.1,34.1
143,措备,2018-01-28,-1.1,,3.5,27.9
143,措备,2018-01-29,-4.9,,4.7,34.9
143,措备,2018-01-30,-3.5,,2.6,40.4
143,措备,2018-01-31,-.3,,1.6,44
143,措备,2018-02-01,-.2,,1.5,33.9
143,措备,2018-02-02,-1.5,,1.4,36.9
143,措备,2018-02-03,-3.2,,3.9,39.5
143,措备,2018-02-04,-6.4,,4.7,35.4
143,措备,2018-02-05,-6.2,,4.6,32.6
143,措备,2018-02-06,-6.7,,3.6,37
143,措备,2018-02-07,-5.3,,2.8,31.9
143,措备,2018-02-08,-3.1,,.8,35.8
143,措备,2018-02-09,2.3,,1,42.3
143,措备,2018-02-10,3.3,,3,41.5
143,措备,2018-02-11,-2.3,0,4.3,39.3
143,措备,2018-02-12,-2.7,.2,3.9,53.3
143,措备,2018-02-13,.7,0,3,43.5
143,措备,2018-02-14,6.6,,2.2,46.8
143,措备,2018-02-15,5,,2.3,27.8
143,措备,2018-02-16,3,,2,33.3
143,措备,2018-02-17,1.3,,3.8,21.8
143,措备,2018-02-18,2.1,,2.1,22.6
143,措备,2018-02-19,4.8,,1.3,29.6
143,措备,2018-02-20,4.3,,2,34.8
143,措备,2018-02-21,2.8,,2.7,21.4
143,措备,2018-02-22,2.2,,1.4,29.8
143,措备,2018-02-23,4.3,0,1.1,48.9
143,措备,2018-02-24,6.4,,2,53.5
143,措备,2018-02-25,6.3,.4,1.4,58.5
143,措备,2018-02-26,4.9,,1.7,48.3
143,措备,2018-02-27,7,,1.2,51.9
143,措备,2018-02-28,7.4,24.5,4,80.4
143,措备,2018-03-01,5.1,0,5.9,47.1
143,措备,2018-03-02,3.5,,2.4,33.3
143,措备,2018-03-03,8.2,,1,47.3
143,措备,2018-03-04,12.7,15.5,1.6,72.4
143,措备,2018-03-05,5.3,7,4.2,81.3
143,措备,2018-03-06,5.2,,2.7,59.9
143,措备,2018-03-07,4.7,9,2.4,72.4
143,措备,2018-03-08,2,14,1.4,94.9
143,措备,2018-03-09,2.9,,2.1,82.5
143,措备,2018-03-10,6.9,,1.9,60.6
143,措备,2018-03-11,8.6,,1.7,46.1
143,措备,2018-03-12,9.8,,1,54
143,措备,2018-03-13,13.3,,1.6,58.9
143,措备,2018-03-14,16,,1.5,60
143,措备,2018-03-15,14.8,15.5,.9,88.8
143,措备,2018-03-16,4,1,5,64.9
143,措备,2018-03-17,5.5,,1.2,56.1
143,措备,2018-03-18,9.1,1.5,.9,68.8
143,措备,2018-03-19,8.1,23,3.6,92.4
143,措备,2018-03-20,5.2,,5.3,52.1
143,措备,2018-03-21,1.7,12,1.5,93.3
143,措备,2018-03-22,6,.2,2.6,60.5
143,措备,2018-03-23,7.9,,1.2,54.9
143,措备,2018-03-24,11.7,,2.4,47.1
143,措备,2018-03-25,13.9,,2,41.6
143,措备,2018-03-26,15.3,,2.4,36.8
143,措备,2018-03-27,16.3,,1.7,44.4
143,措备,2018-03-28,18.2,,2,37.8
143,措备,2018-03-29,15.1,,2.8,54.4
143,措备,2018-03-30,12.9,,4,50.3
143,措备,2018-03-31,15.2,,1.6,48.8
143,措备,2018-04-01,17.5,,1.1,52.4
143,措备,2018-04-02,19.7,,1.6,61
143,措备,2018-04-03,20.2,,1.6,60
143,措备,2018-04-04,10.5,18.5,4.6,84
143,措备,2018-04-05,8.2,8,3.3,84.1
143,措备,2018-04-06,9.5,19.5,4,63.1
143,措备,2018-04-07,6.2,,5.9,35
143,措备,2018-04-08,8.9,,2.9,41.6
143,措备,2018-04-09,13.5,,2,39.9
143,措备,2018-04-10,15.5,,2.2,52
143,措备,2018-04-11,19,1.5,3.7,41.8
143,措备,2018-04-12,16.4,,2.9,24.4
143,措备,2018-04-13,12.8,0,3.5,38.5
143,措备,2018-04-14,10.5,18.5,2.9,81.5
