瘤痢,瘤痢疙,老矫,乞闭扁柯(∑C),老碍荐樊(mm),乞闭 浅加(m/s),乞闭 惑措嚼档(%)
143,措备,2019-01-01,-.6,,3.8,49.3
143,措备,2019-01-02,-.5,,2.7,39.3
143,措备,2019-01-03,0,,2.3,30.1
143,措备,2019-01-04,.9,,1.7,38
143,措备,2019-01-05,2.4,,2,38.3
143,措备,2019-01-06,.6,,1.4,29.9
143,措备,2019-01-07,1.2,,2.2,38.3
143,措备,2019-01-08,1.2,,3.7,38
143,措备,2019-01-09,-1.3,,1.7,33.6
143,措备,2019-01-10,1.7,,3.1,41.5
143,措备,2019-01-11,3,,1.3,54.6
143,措备,2019-01-12,3.1,3.5,.8,88.1
143,措备,2019-01-13,1.8,,.8,79.1
143,措备,2019-01-14,2,,.9,63
143,措备,2019-01-15,2.6,0,3.1,51.8
143,措备,2019-01-16,-1.9,,3.8,34.9
143,措备,2019-01-17,1.5,,3.3,47
143,措备,2019-01-18,2.5,,1.6,45.6
143,措备,2019-01-19,4.5,0,.9,46.1
143,措备,2019-01-20,3.4,.5,4.3,39.3
143,措备,2019-01-21,1.9,,3.5,38.5
143,措备,2019-01-22,3.9,,1.7,45.9
143,措备,2019-01-23,4.2,,2.2,41.1
143,措备,2019-01-24,2.8,,1.6,29.3
143,措备,2019-01-25,1.1,,2.7,35.9
143,措备,2019-01-26,-.3,,3.4,25.1
143,措备,2019-01-27,.7,,1.6,34.5
143,措备,2019-01-28,3.1,,2.9,35.8
143,措备,2019-01-29,1.6,,1,39.9
143,措备,2019-01-30,5.2,,1.9,34.1
143,措备,2019-01-31,1.4,5.5,3.1,66.1
143,措备,2019-02-01,0,,3.6,44.8
143,措备,2019-02-02,3,,1.8,51
143,措备,2019-02-03,5,6,1.4,85.5
143,措备,2019-02-04,4.1,,4.1,28.9
143,措备,2019-02-05,3.3,,.7,41.3
143,措备,2019-02-06,6.6,,1,40
143,措备,2019-02-07,3.9,,3,41
143,措备,2019-02-08,-.1,,2.1,26.6
143,措备,2019-02-09,.2,,3.5,22.5
143,措备,2019-02-10,1,,1.6,29.3
143,措备,2019-02-11,.6,,3.6,27.8
143,措备,2019-02-12,1.5,,1.5,37.4
143,措备,2019-02-13,2.6,,3.1,28.3
143,措备,2019-02-14,2.1,,2.2,52.1
143,措备,2019-02-15,4.1,,2.3,54.4
143,措备,2019-02-16,1,0,3.7,45.9
143,措备,2019-02-17,1.8,,3.2,31.6
143,措备,2019-02-18,4.9,0,1.4,27.3
143,措备,2019-02-19,3.6,19.5,1.6,87
143,措备,2019-02-20,3.8,,3.2,57.4
143,措备,2019-02-21,3.7,,.8,60.1
143,措备,2019-02-22,6,,1,54.3
143,措备,2019-02-23,5.6,,2.1,65
143,措备,2019-02-24,6.9,,1.4,56.1
143,措备,2019-02-25,9.2,,1.4,48.5
143,措备,2019-02-26,8.1,,1.6,51.8
143,措备,2019-02-27,9.1,.2,1.5,67.9
143,措备,2019-02-28,9,.5,1.4,60.9
143,措备,2019-03-01,8.4,,1.7,43.3
143,措备,2019-03-02,8,,1.7,57.9
143,措备,2019-03-03,10,,2.1,53
143,措备,2019-03-04,10.9,,1.5,49.8
143,措备,2019-03-05,10.1,,1.2,52.6
143,措备,2019-03-06,11.2,0,1.4,49.8
143,措备,2019-03-07,8.7,.2,2.3,55.5
143,措备,2019-03-08,8.5,,1,52.5
143,措备,2019-03-09,10.9,,1.2,46
143,措备,2019-03-10,8.5,7.5,1.5,76
143,措备,2019-03-11,8.2,.5,2,69.3
143,措备,2019-03-12,8.4,.5,4,55.8
143,措备,2019-03-13,5.3,,5,30
143,措备,2019-03-14,6.8,,1.6,30.1
143,措备,2019-03-15,6.8,1,2.4,52
143,措备,2019-03-16,7.6,,2.5,48.4
143,措备,2019-03-17,8.5,,2.3,42.9
143,措备,2019-03-18,9,,1.4,49.6
143,措备,2019-03-19,13.5,,1.6,43.6
143,措备,2019-03-20,12.6,6,1.5,61.4
143,措备,2019-03-21,13.5,0,4.4,61.8
143,措备,2019-03-22,7.2,,3.5,40.4
143,措备,2019-03-23,6,.5,3.7,42.9
143,措备,2019-03-24,6.6,,2.4,39.4
143,措备,2019-03-25,9.3,,1.8,41.5
143,措备,2019-03-26,11.7,,2.2,44
143,措备,2019-03-27,15,,2.2,35.1
143,措备,2019-03-28,12.1,,3,61.6
143,措备,2019-03-29,12.5,,1.9,60.3
143,措备,2019-03-30,9.2,4.5,3.7,60.4
143,措备,2019-03-31,6.7,,4.4,39.6
143,措备,2019-04-01,7.1,,3.6,34.6
143,措备,2019-04-02,8.1,,2.3,34.1
143,措备,2019-04-03,9.8,,2.3,26.3
143,措备,2019-04-04,13.1,,2.9,21.9
143,措备,2019-04-05,15.2,,3,26.5
143,措备,2019-04-06,15.6,,1.8,25.6
143,措备,2019-04-07,13.1,.2,2.1,57.1
143,措备,2019-04-08,13.1,,3.6,44
143,措备,2019-04-09,9.1,19,4.2,59.3
143,措备,2019-04-10,7.9,9,2,78.5
143,措备,2019-04-11,10.5,,1.1,64.1
143,措备,2019-04-12,12.8,,1.8,49.8
143,措备,2019-04-13,13.3,,1.7,45.3
143,措备,2019-04-14,12.5,0,2.6,44.4
143,措备,2019-04-15,14.2,,2.1,28.3
143,措备,2019-04-16,17,,,26.1
143,措备,2019-04-17,18,,1.4,33.8
143,措备,2019-04-18,19,,2,45.4
143,措备,2019-04-19,12,,3.9,59.3
143,措备,2019-04-20,17.1,,1.7,48.6
143,措备,2019-04-21,19.4,,2,52.6
143,措备,2019-04-22,17.5,,3.2,59.9
143,措备,2019-04-23,16,5.5,1.5,73
143,措备,2019-04-24,18.1,3.5,1.3,86.4
143,措备,2019-04-25,14.1,.2,4,67.8
143,措备,2019-04-26,10.1,10.5,1.6,89.1
