지점,지점명,일시,평균기온(°C),일강수량(mm),평균 풍속(m/s),평균 상대습도(%)
98,동두천,2018-01-01,-3.1,,1.1,47.3
98,동두천,2018-01-02,-3.5,,1.8,46
98,동두천,2018-01-03,-5.4,,1.5,42.9
98,동두천,2018-01-04,-6.1,,1.1,51.5
98,동두천,2018-01-05,-4.7,,1.3,54.1
98,동두천,2018-01-06,-4.9,,.9,52.6
98,동두천,2018-01-07,-3.3,,1,53.6
98,동두천,2018-01-08,.6,.6,2,52.8
98,동두천,2018-01-09,-5,,3.2,50.4
98,동두천,2018-01-10,-8.1,,2.7,50.9
98,동두천,2018-01-11,-11.9,,2.4,48.9
98,동두천,2018-01-12,-11.6,,1.1,43.5
98,동두천,2018-01-13,-5.8,,.8,60.5
98,동두천,2018-01-14,-.2,,1.8,64.1
98,동두천,2018-01-15,3.5,.6,1.4,65
98,동두천,2018-01-16,1.2,,1.2,70
98,동두천,2018-01-17,2.9,,1.3,71.5
98,동두천,2018-01-18,.6,,1.1,60
98,동두천,2018-01-19,-.3,,1.2,45.9
98,동두천,2018-01-20,.6,,1.3,59.6
98,동두천,2018-01-21,-1.5,,.9,45.5
98,동두천,2018-01-22,-1.6,5.8,1.5,59.3
98,동두천,2018-01-23,-13,,3.7,42.5
98,동두천,2018-01-24,-15.1,,3.1,33.5
98,동두천,2018-01-25,-15,,2.1,38.3
98,동두천,2018-01-26,-15.8,,2.1,36.6
98,동두천,2018-01-27,-12.1,,1.1,47.4
98,동두천,2018-01-28,-7.4,,2,41
98,동두천,2018-01-29,-10,,2.4,42
98,동두천,2018-01-30,-6.8,0,1.2,61.3
98,동두천,2018-01-31,-3.6,,1.1,52.4
98,동두천,2018-02-01,-6.1,,1.2,46.5
98,동두천,2018-02-02,-4.1,,1.1,48.4
98,동두천,2018-02-03,-7.5,.9,3.1,50
98,동두천,2018-02-04,-10.4,,2.1,46.5
98,동두천,2018-02-05,-10.6,,2.4,41
98,동두천,2018-02-06,-10.9,,2.2,39.9
98,동두천,2018-02-07,-9.9,,.9,41.1
98,동두천,2018-02-08,-6.2,,1.1,44.4
98,동두천,2018-02-09,-1.3,,1.3,46.9
98,동두천,2018-02-10,-1.3,,3,44.5
98,동두천,2018-02-11,-6.5,0,3,38
98,동두천,2018-02-12,-6.6,,2.5,39.8
98,동두천,2018-02-13,-1.5,,2.7,52.9
98,동두천,2018-02-14,3.6,,3.8,45.6
98,동두천,2018-02-15,-1.1,,1.8,25.5
98,동두천,2018-02-16,-2.4,,2.1,39.9
98,동두천,2018-02-17,-3.1,,2.4,23.4
98,동두천,2018-02-18,-1,,1.1,25
98,동두천,2018-02-19,1.4,,1,42.6
98,동두천,2018-02-20,0,,2,41.1
98,동두천,2018-02-21,-1.5,,2,28.8
98,동두천,2018-02-22,1.2,.1,2.8,51
98,동두천,2018-02-23,3.5,7.3,1.9,78.4
98,동두천,2018-02-24,1.9,,1.6,47.3
98,동두천,2018-02-25,1.1,,1.6,43.5
98,동두천,2018-02-26,1.6,,1.4,46.6
98,동두천,2018-02-27,2.2,,.7,52.6
98,동두천,2018-02-28,3.3,22.4,1.4,71.4
98,동두천,2018-03-01,-.7,1.7,4.2,61.1
98,동두천,2018-03-02,-1.6,,1.5,42.8
98,동두천,2018-03-03,7.3,,1.7,39.3
98,동두천,2018-03-04,8.3,13.5,1.2,83.8
98,동두천,2018-03-05,4,6.8,2.3,66
98,동두천,2018-03-06,3.1,,1.5,54.5
98,동두천,2018-03-07,5.3,.5,1.7,52.5
98,동두천,2018-03-08,4.3,4.5,1.9,74.6
