瘤痢,瘤痢疙,老矫,乞闭扁柯(∑C),老碍荐樊(mm),乞闭 浅加(m/s),乞闭 惑措嚼档(%)
184,力林,2020-01-01,5.2,,2.5,62.9
184,力林,2020-01-02,8.1,,1.9,66.8
184,力林,2020-01-03,8.8,,2.3,66.9
184,力林,2020-01-04,7.9,,2.2,66.5
184,力林,2020-01-05,8.5,,2,61.9
184,力林,2020-01-06,14.5,.3,2.3,62.5
184,力林,2020-01-07,19.2,12.4,7,69.8
184,力林,2020-01-08,8.1,1.4,7.2,68.9
184,力林,2020-01-09,7.3,,3.1,65.5
184,力林,2020-01-10,8,,1.9,63
184,力林,2020-01-11,8,,3.2,60.4
184,力林,2020-01-12,7.5,0,5.3,59.1
184,力林,2020-01-13,7.1,0,4,56.6
184,力林,2020-01-14,4.8,4.6,2.4,73.5
184,力林,2020-01-15,5.6,0,3.5,61.8
184,力林,2020-01-16,6.3,,1.9,55.8
184,力林,2020-01-17,6.9,,3.1,52
184,力林,2020-01-18,7,,4,58
184,力林,2020-01-19,8.6,0,4,58
184,力林,2020-01-20,8.4,,4.6,50.3
184,力林,2020-01-21,7.4,,2.7,57.8
184,力林,2020-01-22,11.4,25.8,1,85.1
184,力林,2020-01-23,11.2,.7,2.3,87.3
184,力林,2020-01-24,11.3,,2.5,64.5
184,力林,2020-01-25,11.9,1,3.2,77.9
184,力林,2020-01-26,11.6,10.1,4,74
184,力林,2020-01-27,9.8,60.3,6.6,84.1
184,力林,2020-01-28,9.9,0,3.3,73.4
184,力林,2020-01-29,9.6,0,4.2,67.8
184,力林,2020-01-30,8.3,.1,5.3,61.8
184,力林,2020-01-31,7.2,0,3.9,56.9
184,力林,2020-02-01,8.2,,2.6,60.3
184,力林,2020-02-02,7.7,,2.5,61.8
184,力林,2020-02-03,6.9,0,3,65
184,力林,2020-02-04,5.6,,1.7,60.3
184,力林,2020-02-05,3.4,.7,3.9,63.6
184,力林,2020-02-06,3.3,,2.4,53.8
184,力林,2020-02-07,6.4,,2.4,60.5
184,力林,2020-02-08,6.9,0,5.1,58.8
184,力林,2020-02-09,6.6,0,4.2,57.4
184,力林,2020-02-10,10.6,,3.5,66.4
184,力林,2020-02-11,11.2,0,1.7,57.9
184,力林,2020-02-12,13.3,1.1,3.5,83.5
184,力林,2020-02-13,12.3,,2.1,74.6
184,力林,2020-02-14,13.6,,1.7,75.8
184,力林,2020-02-15,16.2,.8,2.7,75.8
184,力林,2020-02-16,5.4,7,7.2,74.4
184,力林,2020-02-17,2.6,2,8.9,71.6
184,力林,2020-02-18,4.9,.1,5,57.9
184,力林,2020-02-19,6.6,,1.8,58.6
184,力林,2020-02-20,10,,2.3,59.5
184,力林,2020-02-21,12.4,0,2.4,56.9
184,力林,2020-02-22,10.8,0,5.1,58.3
184,力林,2020-02-23,7.8,,2.6,55.9
184,力林,2020-02-24,11.5,,1.8,52.1
184,力林,2020-02-25,16.6,.1,5.1,79.8
184,力林,2020-02-26,11.4,.1,2.6,82
184,力林,2020-02-27,10,,2.7,63.8
184,力林,2020-02-28,10.4,3.7,3.3,75.4
184,力林,2020-02-29,11.6,14.2,2.3,94
184,力林,2020-03-01,11.2,4.2,2.9,86.1
184,力林,2020-03-02,8,0,3.3,61.9
184,力林,2020-03-03,10.7,0,1.7,70.3
184,力林,2020-03-04,8,,4.9,58.6
184,力林,2020-03-05,6.1,,3.8,55.3
184,力林,2020-03-06,7.4,,1.7,65.3
184,力林,2020-03-07,10.3,8.1,2.3,84.3
184,力林,2020-03-08,12,,2.9,70.6
184,力林,2020-03-09,13.1,25.3,2.7,80.9
184,力林,2020-03-10,9.6,21.5,6.2,79.9
184,力林,2020-03-11,8.4,,4.7,49.1
184,力林,2020-03-12,9.4,,2,58.9
184,力林,2020-03-13,11.2,,2.7,56.8
184,力林,2020-03-14,8.4,,4.8,48.6
184,力林,2020-03-15,11.1,,6.5,50.8
184,力林,2020-03-16,7.3,,3.7,53.5
184,力林,2020-03-17,13,,3.6,51.8
184,力林,2020-03-18,14,,1.8,69.9
184,力林,2020-03-19,13.9,,4.7,46.3
184,力林,2020-03-20,12,,2.9,37.4
184,力林,2020-03-21,17.4,,2.2,45
184,力林,2020-03-22,14.4,1,2.3,71.3
184,力林,2020-03-23,12.7,,2.8,51.6
184,力林,2020-03-24,12.6,,2.7,62.8
184,力林,2020-03-25,16.3,0,2.5,56.4
184,力林,2020-03-26,17.9,17,1.9,85.5
184,力林,2020-03-27,12,0,3.8,82.5
184,力林,2020-03-28,9,3.9,2.3,61.6
184,力林,2020-03-29,11.2,,2.5,67.8
184,力林,2020-03-30,13.5,,2.3,65.3
184,力林,2020-03-31,13.9,.6,2.7,66.8
184,力林,2020-04-01,11.6,3.4,3.7,62.8
184,力林,2020-04-02,11.8,,2.1,57.4
184,力林,2020-04-03,12.8,,2.1,49.4
184,力林,2020-04-04,11.6,,3.6,53.4
184,力林,2020-04-05,9.7,,3.2,49.6
184,力林,2020-04-06,10.7,,2.4,56.8
184,力林,2020-04-07,13.4,,2.8,45.5
184,力林,2020-04-08,12.9,,2.4,46.5
184,力林,2020-04-09,12.1,,2.2,42.8
184,力林,2020-04-10,12.9,,1.9,59.9
184,力林,2020-04-11,12.3,23.9,3.6,80.1
184,力林,2020-04-12,9.8,25.4,4.5,81.5
184,力林,2020-04-13,11.6,,4.5,60.4
184,力林,2020-04-14,13.2,,2.1,44.1
184,力林,2020-04-15,13.4,,1.8,52.5
184,力林,2020-04-16,15.9,,3,58
184,力林,2020-04-17,16,9.7,3.4,72.8
184,力林,2020-04-18,12.9,,3.2,74.5
184,力林,2020-04-19,13.3,19.5,4.5,85.4
184,力林,2020-04-20,13.8,.4,4.1,74.1
184,力林,2020-04-21,12.8,0,3.9,42.3
184,力林,2020-04-22,11.1,,5.7,47.1
184,力林,2020-04-23,11.1,,5.1,50.6
184,力林,2020-04-24,13.1,,3.8,43.6
184,力林,2020-04-25,18.3,,6.1,39.9
184,力林,2020-04-26,14.2,,2.3,53.3
184,力林,2020-04-27,14.3,,2.6,53.1
184,力林,2020-04-28,15.2,,2.7,37.6
184,力林,2020-04-29,15.9,,2.2,39.9
184,力林,2020-04-30,19,,2.4,58.9
184,力林,2020-05-01,20.5,,2.1,71.4
184,力林,2020-05-02,19.2,3.2,1.1,83.1
184,力林,2020-05-03,19.2,.9,1.9,88.8
184,力林,2020-05-04,18.5,0,2.2,83.6
184,力林,2020-05-05,17.6,,2.9,86
184,力林,2020-05-06,19.5,,3.2,72.6
184,力林,2020-05-07,17.8,,4.2,65.1
184,力林,2020-05-08,20.9,.2,3.3,65
184,力林,2020-05-09,21.3,3.4,5.2,71.8
184,力林,2020-05-10,16,,3.9,81.9
