瘤痢,瘤痢疙,老矫,乞闭扁柯(∑C),老碍荐樊(mm),乞闭 浅加(m/s),乞闭 惑措嚼档(%)
184,力林,2021-01-01,5.5,0,3.8,54.4
184,力林,2021-01-02,5.9,0,4.3,56.4
184,力林,2021-01-03,4.5,,2.5,57
184,力林,2021-01-04,5.9,,1.7,57.8
184,力林,2021-01-05,5.6,0,4,66
184,力林,2021-01-06,4,.6,5.3,60.8
184,力林,2021-01-07,-1.1,7.9,7.5,76.5
184,力林,2021-01-08,-1.1,6.1,7.2,74.9
184,力林,2021-01-09,1.2,.9,6.7,71.4
184,力林,2021-01-10,3.6,0,4.4,62.9
184,力林,2021-01-11,3.4,10.8,2.3,79
184,力林,2021-01-12,4.7,1.2,3.8,62.3
184,力林,2021-01-13,10,,4.4,48.9
184,力林,2021-01-14,10.8,,2.5,62.5
184,力林,2021-01-15,12.1,,3.6,67.9
184,力林,2021-01-16,5.1,,4.7,64.6
184,力林,2021-01-17,3.1,2,5,69
184,力林,2021-01-18,6.6,0,6,50.6
184,力林,2021-01-19,4,,2.3,53.3
184,力林,2021-01-20,9.2,,2.2,58.3
184,力林,2021-01-21,12.6,.5,1.7,66.8
184,力林,2021-01-22,12.7,8.2,1.7,91.4
184,力林,2021-01-23,12.5,57.8,4,90
184,力林,2021-01-24,11.8,.2,3.9,64.3
184,力林,2021-01-25,12.6,,3.5,66.9
184,力林,2021-01-26,10.4,19.7,3.4,84.6
184,力林,2021-01-27,7.6,,2.3,52.8
184,力林,2021-01-28,6.2,.5,5.9,60.3
184,力林,2021-01-29,2.5,.2,5.2,58.4
184,力林,2021-01-30,7.8,,3.6,54.5
184,力林,2021-01-31,10.7,0,1.8,59.9
184,力林,2021-02-01,11.6,22.4,3.6,80.8
184,力林,2021-02-02,4.2,,4.4,57.1
184,力林,2021-02-03,5.8,,2.7,49.5
184,力林,2021-02-04,6.4,.1,3.4,56.3
184,力林,2021-02-05,7.1,0,1.6,57.6
184,力林,2021-02-06,10.6,,3.4,70.4
184,力林,2021-02-07,11,,2.9,68.8
184,力林,2021-02-08,4.1,,3.7,57.3
184,力林,2021-02-09,4.8,,2.4,59.4
184,力林,2021-02-10,7,,1.7,64.6
184,力林,2021-02-11,9.7,,2,69.8
184,力林,2021-02-12,12.2,,1.6,57
184,力林,2021-02-13,13,,2,56
184,力林,2021-02-14,13.3,2.4,1.4,80.1
184,力林,2021-02-15,7.5,0,5.5,70.4
184,力林,2021-02-16,5.7,0,5.2,58.5
184,力林,2021-02-17,1.3,.9,8.2,61.8
184,力林,2021-02-18,2.5,1.9,7.2,68.3
184,力林,2021-02-19,8.5,,4,51.5
184,力林,2021-02-20,15.6,,6.1,45.1
184,力林,2021-02-21,18.9,,6.4,39.3
184,力林,2021-02-22,15.3,,4.5,47.8
184,力林,2021-02-23,7.5,,2.3,52
184,力林,2021-02-24,9.9,,2.5,62
184,力林,2021-02-25,11.6,19.6,3.6,71.3
184,力林,2021-02-26,11.2,5.4,6.7,74
184,力林,2021-02-27,11.4,,5.7,63.1
184,力林,2021-02-28,14.4,.1,4,72.5
184,力林,2021-03-01,15.5,11.2,4,78.3
184,力林,2021-03-02,7.5,0,4.3,67.4
