瘤痢,瘤痢疙,老矫,乞闭扁柯(∑C),老碍荐樊(mm),乞闭 浅加(m/s),乞闭 惑措嚼档(%)
184,力林,2019-01-01,5.6,0,5.3,61.1
184,力林,2019-01-02,5.1,,4,60.9
184,力林,2019-01-03,5.1,,2.6,60.1
184,力林,2019-01-04,5.8,1.6,2.1,77.5
184,力林,2019-01-05,7,0,3,66.8
184,力林,2019-01-06,5.7,,2.6,64.4
184,力林,2019-01-07,5.9,,2.2,65.5
184,力林,2019-01-08,6.6,0,4.3,62.5
184,力林,2019-01-09,4.5,0,3.2,55.5
184,力林,2019-01-10,6.9,0,3,65.1
184,力林,2019-01-11,7.9,1.7,2.3,70.9
184,力林,2019-01-12,8.9,2,2.7,72.8
184,力林,2019-01-13,7.9,,3.5,65.6
184,力林,2019-01-14,7.3,,2,66.1
184,力林,2019-01-15,7,,4.1,61
184,力林,2019-01-16,3.1,,4.2,63.5
184,力林,2019-01-17,5.6,0,4.3,56.4
184,力林,2019-01-18,6.4,,1.9,63.4
184,力林,2019-01-19,8.9,1,2.3,73.8
184,力林,2019-01-20,6.7,0,5.6,66.4
184,力林,2019-01-21,6.2,,4.4,59
184,力林,2019-01-22,8.3,,3.3,57.4
184,力林,2019-01-23,8.6,,3.5,56.4
184,力林,2019-01-24,6.2,,2,56.1
184,力林,2019-01-25,5.7,,4.1,60.4
184,力林,2019-01-26,4.3,,5.6,56.1
184,力林,2019-01-27,5.6,,2.4,62
184,力林,2019-01-28,7.7,,4.4,57.1
184,力林,2019-01-29,6.3,,2,63.6
184,力林,2019-01-30,8.2,0,1.6,68.9
184,力林,2019-01-31,4.9,17.9,5.2,76.3
184,力林,2019-02-01,5,0,4.8,57.5
184,力林,2019-02-02,9.3,,2.2,58.3
184,力林,2019-02-03,13.3,9.8,5.5,83.5
184,力林,2019-02-04,6.9,,3.4,49.9
184,力林,2019-02-05,9.3,,2.7,57
184,力林,2019-02-06,11.8,,1.8,63.5
184,力林,2019-02-07,6.5,3.8,3.5,70.5
184,力林,2019-02-08,3.4,,2.8,55.3
184,力林,2019-02-09,3,0,4.3,60.4
184,力林,2019-02-10,3.1,,3.1,56.1
184,力林,2019-02-11,3.7,0,4.4,61.5
184,力林,2019-02-12,5.7,,2.3,55.3
184,力林,2019-02-13,6.8,,3.3,51.3
184,力林,2019-02-14,5.6,,2.2,58.3
184,力林,2019-02-15,6.4,0,2.4,71.4
184,力林,2019-02-16,4.2,,4.7,63.1
184,力林,2019-02-17,4.4,,3.1,58.5
184,力林,2019-02-18,7.1,2.1,2.1,68.3
184,力林,2019-02-19,9.3,15.9,4.1,87
184,力林,2019-02-20,6.9,,2.5,68.3
184,力林,2019-02-21,7.1,,2.4,62
184,力林,2019-02-22,8.3,1.6,2,71
184,力林,2019-02-23,9.3,,2.4,62.3
184,力林,2019-02-24,11,,2.5,54.8
184,力林,2019-02-25,9.4,,2.6,56.4
184,力林,2019-02-26,8.9,,1.8,52.8
184,力林,2019-02-27,10.9,4.6,2.3,74.9
184,力林,2019-02-28,10.4,.1,3.1,66.5
184,力林,2019-03-01,9.4,,2.1,59.3
184,力林,2019-03-02,11,.4,2.1,66.9
184,力林,2019-03-03,11.8,5.9,3,73.4
184,力林,2019-03-04,10,2,3.5,72.5
184,力林,2019-03-05,10.7,0,2,59.9
184,力林,2019-03-06,10.4,11.3,3.5,78.5
184,力林,2019-03-07,8.3,,4.6,71.8
184,力林,2019-03-08,8.5,,1.7,61
184,力林,2019-03-09,11.6,9,2.5,63.1
184,力林,2019-03-10,10.7,22.1,4.1,91.4
184,力林,2019-03-11,10,1.2,4.2,72.5
184,力林,2019-03-12,10.7,,5.4,58.3
184,力林,2019-03-13,8.4,,4.9,47.1
184,力林,2019-03-14,10,,3,45.5
184,力林,2019-03-15,10.2,0,5.1,59.1
184,力林,2019-03-16,10.1,,4.1,52.3
184,力林,2019-03-17,11.2,,2.8,57.1
184,力林,2019-03-18,10.7,1.9,1.9,60.5
184,力林,2019-03-19,12.3,,2.3,67.3
184,力林,2019-03-20,16.3,1.7,4,62.6
184,力林,2019-03-21,10.7,,4.9,81.1
184,力林,2019-03-22,7.8,,3.7,59.3
184,力林,2019-03-23,8.5,,4.8,50.5
184,力林,2019-03-24,7.5,,2.8,52.3
184,力林,2019-03-25,9.9,,2.2,52.9
184,力林,2019-03-26,14.2,,3.6,65.6
184,力林,2019-03-27,16.4,,2.8,46.8
184,力林,2019-03-28,14.6,,2.5,79.6
184,力林,2019-03-29,13.9,,2,65.6
184,力林,2019-03-30,11,0,4.7,60.1
184,力林,2019-03-31,8.4,,6.5,42.8
184,力林,2019-04-01,10.5,,4.6,47.9
184,力林,2019-04-02,10.6,,3,55.5
184,力林,2019-04-03,10.5,,2.5,39.3
184,力林,2019-04-04,11.3,,3,45.9
184,力林,2019-04-05,14.5,,4,67
184,力林,2019-04-06,15,,2.1,71.9
184,力林,2019-04-07,16.4,2.7,2.4,71.3
184,力林,2019-04-08,14.8,,1.6,66.4
184,力林,2019-04-09,15,6,5.2,73.5
184,力林,2019-04-10,10.4,6.7,4,87.3
184,力林,2019-04-11,11.6,0,2.4,76
184,力林,2019-04-12,12.7,0,2.2,57.8
184,力林,2019-04-13,13.7,,2,50.5
184,力林,2019-04-14,13.6,,2.5,67
184,力林,2019-04-15,13,,2.1,42.8
184,力林,2019-04-16,16.8,,2,47.9
184,力林,2019-04-17,15.8,,2.9,71.9
184,力林,2019-04-18,16.7,,2.2,69
184,力林,2019-04-19,16.8,,3.1,78.3
184,力林,2019-04-20,17.1,,3.1,76.8
184,力林,2019-04-21,18.5,,1.7,68.1
184,力林,2019-04-22,19.3,,3.4,70.4
184,力林,2019-04-23,19.1,18.7,3.7,80.9
184,力林,2019-04-24,18,,3.6,87.6
184,力林,2019-04-25,15.8,,2.2,91.3
184,力林,2019-04-26,12.2,.3,4.3,73.6
184,力林,2019-04-27,14,,3.8,64.1
184,力林,2019-04-28,15,.1,2.9,64.4
184,力林,2019-04-29,16.1,10.5,3.7,94.6
184,力林,2019-04-30,15.6,1.4,2.3,91.6
184,力林,2019-05-01,14.7,,3.5,74.6
184,力林,2019-05-02,17.2,,3.2,40.9
184,力林,2019-05-03,18.9,,2.6,49
184,力林,2019-05-04,19.2,,1.4,48
184,力林,2019-05-05,19,,2,51.9
184,力林,2019-05-06,15.9,,3.2,53.5
184,力林,2019-05-07,15.6,,2.6,48.4
184,力林,2019-05-08,16.3,,1.8,42.5
184,力林,2019-05-09,17.4,,2,43.3
184,力林,2019-05-10,17.6,,1.8,49.6
184,力林,2019-05-11,18.5,,2.1,42.8
184,力林,2019-05-12,18.7,,2,60.9
184,力林,2019-05-13,20.1,0,2.2,73.6
184,力林,2019-05-14,20.5,0,2.7,80
184,力林,2019-05-15,21.2,,2.9,67.5
184,力林,2019-05-16,23.2,,2.4,58.4
184,力林,2019-05-17,21.2,12,3.6,73.1
184,力林,2019-05-18,20.6,19.6,5.6,91.6
184,力林,2019-05-19,21.4,0,4.6,84.1
184,力林,2019-05-20,17.3,.8,4,66.6
184,力林,2019-05-21,19.2,,3.5,41.1
184,力林,2019-05-22,23.4,,4.1,30.5
184,力林,2019-05-23,26.2,,4.7,28.3
184,力林,2019-05-24,28.4,,4.9,17.9
184,力林,2019-05-25,23.3,,2.6,51.6
184,力林,2019-05-26,23.1,0,2.1,61.5
184,力林,2019-05-27,20.7,9.8,4.5,84.1
184,力林,2019-05-28,18.9,,2.6,55.9
184,力林,2019-05-29,22.3,,2.8,46.3
184,力林,2019-05-30,21.7,0,1.8,51.3
184,力林,2019-05-31,17.9,.6,2.9,73.9
184,力林,2019-06-01,19,,2,77.1
184,力林,2019-06-02,20.1,,1.8,70.1
184,力林,2019-06-03,20.9,,1.7,62.3
184,力林,2019-06-04,22.8,,2.7,73.4
184,力林,2019-06-05,22.5,,1.7,74.9
184,力林,2019-06-06,23.6,13.3,3.2,82.6
184,力林,2019-06-07,19.6,,6.1,88.8
184,力林,2019-06-08,19.9,.2,2.7,86.6
184,力林,2019-06-09,20.2,,3.1,74.8
184,力林,2019-06-10,20.2,,3.2,71.3
184,力林,2019-06-11,20.2,0,2.7,71.5
184,力林,2019-06-12,19.9,,2.1,78.5
184,力林,2019-06-13,21.9,,2.6,70.3
184,力林,2019-06-14,19.4,43.5,2.9,95.3
184,力林,2019-06-15,20.1,.3,3.7,86.8
184,力林,2019-06-16,20.6,,3.5,78.1
184,力林,2019-06-17,20.8,,1.7,76.4
184,力林,2019-06-18,21.6,1,1.6,82
184,力林,2019-06-19,21.7,,2.5,82.9
184,力林,2019-06-20,22,,1.5,83.4
184,力林,2019-06-21,22.6,,1.8,79.1
184,力林,2019-06-22,22.1,,2.9,83.5
184,力林,2019-06-23,21.1,,2.8,79.1
184,力林,2019-06-24,21.6,,2.2,74.9
184,力林,2019-06-25,24.2,,3.3,60.9
184,力林,2019-06-26,22.1,85.1,2.3,97.6
184,力林,2019-06-27,23.1,0,2.9,92.5
184,力林,2019-06-28,23.5,,1.8,80.4
184,力林,2019-06-29,25.2,2,3.5,84
184,力林,2019-06-30,23.4,.4,2.5,88
184,力林,2019-07-01,23.4,1.9,1.4,90.3
184,力林,2019-07-02,23.3,,1.8,84.9
184,力林,2019-07-03,22.6,,2,86.1
184,力林,2019-07-04,22.3,,1.7,82.3
184,力林,2019-07-05,23.9,,2.3,68.1
184,力林,2019-07-06,23.8,,3.2,78.6
184,力林,2019-07-07,23.3,0,4,78.9
184,力林,2019-07-08,21.8,3.7,3.1,88.5
184,力林,2019-07-09,22,2.2,2.8,87.4
184,力林,2019-07-10,21.4,104.7,3.7,97.3
184,力林,2019-07-11,23.2,1.2,4,88.4
184,力林,2019-07-12,23.3,.4,2.2,86.8
184,力林,2019-07-13,21.6,13.4,2.2,91.8
184,力林,2019-07-14,24.2,,1.8,85.3
184,力林,2019-07-15,24.2,,2.1,87.3
184,力林,2019-07-16,24.8,,3.2,79.1
184,力林,2019-07-17,25,6.8,2.9,84.4
184,力林,2019-07-18,24.2,21.3,2.5,97
184,力林,2019-07-19,24.1,187.7,3.8,99.4
184,力林,2019-07-20,25.7,43.8,5.4,88.4
184,力林,2019-07-21,27.3,,3.9,80.6
184,力林,2019-07-22,27.1,108.3,2.1,89.6
184,力林,2019-07-23,27.6,,2.3,82.5
184,力林,2019-07-24,27.9,,2.3,80.4
184,力林,2019-07-25,27.9,,2.2,85.8
184,力林,2019-07-26,27.8,,1.9,86.8
184,力林,2019-07-27,28.1,14.7,1.6,87.6
184,力林,2019-07-28,29.3,,2.4,75.8
184,力林,2019-07-29,28.7,,2.1,73.5
184,力林,2019-07-30,30.4,,2.4,70
