瘤痢,瘤痢疙,老矫,乞闭扁柯(∑C),老碍荐樊(mm),乞闭 浅加(m/s),乞闭 惑措嚼档(%)
146,傈林,2021-01-01,-1.6,0,1.6,70.8
146,傈林,2021-01-02,-1.3,0,2,57.8
146,傈林,2021-01-03,-2.1,,1,56
146,傈林,2021-01-04,-.2,,.9,64
146,傈林,2021-01-05,-1.4,0,2.4,61.9
146,傈林,2021-01-06,-3.7,3.2,1.4,60.9
146,傈林,2021-01-07,-10.5,3.2,3.2,62.3
146,傈林,2021-01-08,-12.4,,1.1,60.5
146,傈林,2021-01-09,-10,0,1.2,59.3
146,傈林,2021-01-10,-6.2,,.9,64.5
146,傈林,2021-01-11,-4,,.6,67.3
146,傈林,2021-01-12,-.6,.5,1.3,70.4
146,傈林,2021-01-13,5.8,,2.1,64.3
146,傈林,2021-01-14,5.5,,.9,67.1
146,傈林,2021-01-15,7.9,,2.5,75.3
146,傈林,2021-01-16,-1.5,,3,63.8
146,傈林,2021-01-17,-2.6,0,1.7,57.6
146,傈林,2021-01-18,-.4,4,2.6,74.9
146,傈林,2021-01-19,-3.8,,1.3,51.4
146,傈林,2021-01-20,2,,1.2,47.1
146,傈林,2021-01-21,8.1,8.3,1.1,75.8
146,傈林,2021-01-22,8.4,1.7,.5,93.6
146,傈林,2021-01-23,9.8,,.9,77.9
146,傈林,2021-01-24,8.9,,.9,62.4
146,傈林,2021-01-25,8.1,,1.2,64.4
146,傈林,2021-01-26,5.6,5.4,1.2,85.6
146,傈林,2021-01-27,3.8,,2.5,52.1
146,傈林,2021-01-28,-.5,2.2,3.2,65.8
146,傈林,2021-01-29,-4.5,,2.4,56.4
146,傈林,2021-01-30,2.1,0,2.4,68.9
146,傈林,2021-01-31,6.5,.2,1.9,63.4
146,傈林,2021-02-01,8.3,2.2,2.3,82.9
146,傈林,2021-02-02,-1.9,.1,2.7,46.9
146,傈林,2021-02-03,-.7,0,1.2,49.6
146,傈林,2021-02-04,-.1,2,1.6,55.9
146,傈林,2021-02-05,2.2,,1.2,50.6
146,傈林,2021-02-06,5.5,0,1.3,66
146,傈林,2021-02-07,5.5,0,1.7,75.1
146,傈林,2021-02-08,-1.1,,2.6,50.8
146,傈林,2021-02-09,0,,1.1,49.6
146,傈林,2021-02-10,2.6,,1.4,65.9
146,傈林,2021-02-11,5.7,,1.1,67.4
146,傈林,2021-02-12,7.6,,1.1,54
146,傈林,2021-02-13,8.3,,1,48.4
146,傈林,2021-02-14,10.2,.6,.9,57.1
146,傈林,2021-02-15,2.6,.5,4.1,70.3
146,傈林,2021-02-16,-1.2,1.6,2.8,58.4
146,傈林,2021-02-17,-5.9,.9,3.3,68.5
146,傈林,2021-02-18,-3.8,,2.5,59.5
146,傈林,2021-02-19,3.5,,2.1,60.4
146,傈林,2021-02-20,10.3,,2.2,66.4
146,傈林,2021-02-21,15.9,,3.2,44.6
146,傈林,2021-02-22,10,,2.4,62.1
146,傈林,2021-02-23,2.1,,1.7,42
146,傈林,2021-02-24,4,,.8,43
146,傈林,2021-02-25,4.6,4.3,1,68.4
146,傈林,2021-02-26,9.9,,1.7,52.3
146,傈林,2021-02-27,9.5,,1.9,42.3
146,傈林,2021-02-28,7.2,1.5,.8,71.1
146,傈林,2021-03-01,11.2,42.5,2.5,86.8
146,傈林,2021-03-02,3.6,0,2.3,76.9
146,傈林,2021-03-03,4.9,,1.3,60.5
146,傈林,2021-03-04,7.2,7.5,1.4,73.5
146,傈林,2021-03-05,8.5,,1.1,79.9
146,傈林,2021-03-06,7.3,,1.1,84
146,傈林,2021-03-07,8,,1.6,69.6
146,傈林,2021-03-08,7.4,,1.4,69.1
146,傈林,2021-03-09,7,,1.4,64.5
146,傈林,2021-03-10,8.7,,1.3,58
146,傈林,2021-03-11,11,0,1.2,55.5
146,傈林,2021-03-12,8.8,14,2,83.4
146,傈林,2021-03-13,8.4,,1.6,76.1
146,傈林,2021-03-14,8.4,,1.5,75.1
146,傈林,2021-03-15,12,.2,1.4,62
146,傈林,2021-03-16,9.7,5.2,2.3,65.4
146,傈林,2021-03-17,7.6,,1.3,61.4
146,傈林,2021-03-18,10.8,,1.6,59.3
146,傈林,2021-03-19,13.1,,1.4,57.4
146,傈林,2021-03-20,8.9,5.1,1.4,88.8
146,傈林,2021-03-21,6.1,,3.7,68.4
146,傈林,2021-03-22,6.6,,2.9,57.3
146,傈林,2021-03-23,9.6,,2.3,56.3
146,傈林,2021-03-24,11.5,,1.8,52.8
146,傈林,2021-03-25,11.3,,1.5,67
146,傈林,2021-03-26,12.6,,1.1,64.1
146,傈林,2021-03-27,14.5,20.4,1.9,72.5
146,傈林,2021-03-28,10.6,.8,2.2,89.6
146,傈林,2021-03-29,11.6,0,2,65.3
146,傈林,2021-03-30,12.3,,1.5,49.5
146,傈林,2021-03-31,14.2,,1.4,43.9
146,傈林,2021-04-01,16.8,,2.6,33.5
146,傈林,2021-04-02,19.6,,1.8,39.5
146,傈林,2021-04-03,16.6,10.9,1.9,80.5
146,傈林,2021-04-04,11.4,6.3,1.6,87.4
146,傈林,2021-04-05,11.6,,1.7,57.3
146,傈林,2021-04-06,12,,1.8,55
146,傈林,2021-04-07,12.7,,1.8,56
146,傈林,2021-04-08,11.9,,1.9,53.8
146,傈林,2021-04-09,12.6,,1.7,48.1
146,傈林,2021-04-10,13.3,,1.7,55.1
146,傈林,2021-04-11,15.6,,1.4,49.9
146,傈林,2021-04-12,13.9,15,1.9,67.9
146,傈林,2021-04-13,9.3,1.3,3.6,77.9
146,傈林,2021-04-14,8.3,,2,53.5
146,傈林,2021-04-15,10.8,,1.4,48.6
146,傈林,2021-04-16,12,.1,1.6,69.8
146,傈林,2021-04-17,10,,2.9,66.1
146,傈林,2021-04-18,10.4,,2.8,60.6
146,傈林,2021-04-19,12.1,,1.9,54
146,傈林,2021-04-20,14.5,,1.5,49.9
146,傈林,2021-04-21,18.5,,1.3,43.9
146,傈林,2021-04-22,21,0,1.6,34.9
146,傈林,2021-04-23,21.4,0,2.6,30
146,傈林,2021-04-24,19,,1.5,36.4
146,傈林,2021-04-25,17.7,,1.6,54.4
146,傈林,2021-04-26,16.7,,1.3,48.8
146,傈林,2021-04-27,16.6,,1.2,50.9
146,傈林,2021-04-28,16.9,.1,1.3,56.9
146,傈林,2021-04-29,16.6,1.2,2.2,52.3
146,傈林,2021-04-30,12.9,0,3.1,68.5
146,傈林,2021-05-01,10.3,4.6,2.9,78.6
146,傈林,2021-05-02,11.6,.4,2,71.1
146,傈林,2021-05-03,14.4,,1.4,61.1
146,傈林,2021-05-04,17.6,7.9,2.8,74.5
146,傈林,2021-05-05,14,.2,3,59.6
146,傈林,2021-05-06,16.7,,1.7,42.4
146,傈林,2021-05-07,15.4,.2,2.8,51
146,傈林,2021-05-08,16.1,,2.9,57.8
146,傈林,2021-05-09,16.2,,1.9,50.9
146,傈林,2021-05-10,13.6,3.3,1.6,75.4
146,傈林,2021-05-11,16.9,62.7,1.4,78
146,傈林,2021-05-12,21.6,,1.4,53.1
146,傈林,2021-05-13,21.6,,1.2,64.5
146,傈林,2021-05-14,22.3,0,1.1,68.3
146,傈林,2021-05-15,22.9,5.8,1.4,80.1
146,傈林,2021-05-16,21.1,35.4,1.7,93.4
146,傈林,2021-05-17,15.6,4.4,1.6,92.1
146,傈林,2021-05-18,17.9,.2,1.3,78
146,傈林,2021-05-19,20.6,,1.2,61.6
146,傈林,2021-05-20,17.3,5.9,1.5,81.1
146,傈林,2021-05-21,15.3,1.2,3,84.5
146,傈林,2021-05-22,18.6,,1.6,69.4
146,傈林,2021-05-23,20.8,0,1.2,64.8
146,傈林,2021-05-24,18.8,0,2.1,65.3
146,傈林,2021-05-25,16,2,2.5,65.8
146,傈林,2021-05-26,18.9,,1.7,53.1
146,傈林,2021-05-27,16.5,.6,2,80.3
146,傈林,2021-05-28,17.7,34.6,3,73.5
146,傈林,2021-05-29,18.6,,1.8,64.4
146,傈林,2021-05-30,21.7,0,1.3,58.8
146,傈林,2021-05-31,21.2,12.8,1.7,60
146,傈林,2021-06-01,22.8,,1.4,54
146,傈林,2021-06-02,24.4,,1.4,54.1
146,傈林,2021-06-03,19.1,27,1.2,87
146,傈林,2021-06-04,18.7,.3,1.7,68.4
146,傈林,2021-06-05,21.3,,2.1,68.8
146,傈林,2021-06-06,23.4,0,1.5,60.6
146,傈林,2021-06-07,24.3,,1.2,53.3
146,傈林,2021-06-08,25.2,,1.1,62.1
146,傈林,2021-06-09,26.7,,1.2,58.6
146,傈林,2021-06-10,24.6,2.9,2.3,62.5
146,傈林,2021-06-11,23.1,44,1.5,80.5
146,傈林,2021-06-12,23.8,,1.2,78.1
146,傈林,2021-06-13,21.5,,1.2,85.4
146,傈林,2021-06-14,22.3,,1.3,84.9
146,傈林,2021-06-15,20.9,6.1,1,88.1
146,傈林,2021-06-16,23.1,,1.7,70.8
146,傈林,2021-06-17,21.7,2,1,78.6
146,傈林,2021-06-18,21.3,9.2,1.3,87.5
146,傈林,2021-06-19,22.3,,1.3,74.8
146,傈林,2021-06-20,24.3,,1.6,60.9
146,傈林,2021-06-21,23.9,,1.6,63.6
146,傈林,2021-06-22,23.4,0,1.5,66.6
146,傈林,2021-06-23,22.2,0,1.6,76.8
146,傈林,2021-06-24,22.7,,1.3,73.9
146,傈林,2021-06-25,23.5,7,1.5,73.8
146,傈林,2021-06-26,23.6,2.3,1,73.9
146,傈林,2021-06-27,25,,1.3,66
146,傈林,2021-06-28,23,43.3,1,81.6
146,傈林,2021-06-29,23.5,1.2,1.2,81.4
146,傈林,2021-06-30,24.9,0,1.1,72.4
146,傈林,2021-07-01,25.8,22.4,1,75.5
146,傈林,2021-07-02,26.1,1.6,1,76.6
