瘤痢,瘤痢疙,老矫,乞闭扁柯(∑C),老碍荐樊(mm),乞闭 浅加(m/s),乞闭 惑措嚼档(%)
146,傈林,2018-01-01,1,,1.2,58.9
146,傈林,2018-01-02,.7,0,1.6,74.6
146,傈林,2018-01-03,-1.7,,1.6,57.9
146,傈林,2018-01-04,-2.1,,1.3,59.3
146,傈林,2018-01-05,-.2,,1.5,64.1
146,傈林,2018-01-06,-.1,,1.2,69.1
146,傈林,2018-01-07,.1,0,.9,73.8
146,傈林,2018-01-08,1.7,4,1.4,89.5
146,傈林,2018-01-09,-1.1,5,2.6,89.1
146,傈林,2018-01-10,-4.3,5.3,2.1,84
146,傈林,2018-01-11,-7.9,.1,1.3,71.8
146,傈林,2018-01-12,-8.1,,1.4,67.3
146,傈林,2018-01-13,-1.2,0,1.4,69.1
146,傈林,2018-01-14,2.4,,1.8,68.4
146,傈林,2018-01-15,5.6,,1.4,80.4
146,傈林,2018-01-16,4.9,5,1.1,86.5
146,傈林,2018-01-17,4.7,6.7,1.3,93.8
146,傈林,2018-01-18,4.4,0,1.3,85.5
146,傈林,2018-01-19,.7,,1.1,72.1
146,傈林,2018-01-20,1.7,,1.2,73.9
146,傈林,2018-01-21,1.8,,1.1,73.1
146,傈林,2018-01-22,4.1,2.3,2.5,65.9
146,傈林,2018-01-23,-5.6,,3.7,53.1
146,傈林,2018-01-24,-10.2,0,3.3,47
146,傈林,2018-01-25,-9.6,,2.6,50
146,傈林,2018-01-26,-10.1,,2.7,54.9
146,傈林,2018-01-27,-7.3,,1.3,49
146,傈林,2018-01-28,-2.7,0,2.2,47
146,傈林,2018-01-29,-5.1,0,2,50.4
146,傈林,2018-01-30,-4.1,,1.5,55.1
146,傈林,2018-01-31,-.1,,1.4,60
146,傈林,2018-02-01,-1.4,,1.5,49.5
146,傈林,2018-02-02,-2.1,,1.3,50.5
146,傈林,2018-02-03,-4.2,0,3.2,55.4
146,傈林,2018-02-04,-6.7,,2.5,48.8
146,傈林,2018-02-05,-6.2,,2.4,49.9
146,傈林,2018-02-06,-6.9,.1,2.3,51.4
146,傈林,2018-02-07,-5.8,,1.5,54.6
146,傈林,2018-02-08,-2,,1.4,46.1
146,傈林,2018-02-09,3.1,,1.5,53.1
146,傈林,2018-02-10,.7,,2.8,60.4
146,傈林,2018-02-11,-3,.6,2.4,74.1
146,傈林,2018-02-12,-4,.7,2.5,81.5
146,傈林,2018-02-13,0,.3,1.9,64
146,傈林,2018-02-14,5.7,,3,70.5
146,傈林,2018-02-15,1.2,,1.8,54.3
146,傈林,2018-02-16,.6,,1.3,58.8
146,傈林,2018-02-17,-.3,,2.3,41.6
146,傈林,2018-02-18,1.5,,1.1,31.5
146,傈林,2018-02-19,4,,1.2,49.4
146,傈林,2018-02-20,2.7,,1.7,56.3
146,傈林,2018-02-21,.7,,1.8,34.5
146,傈林,2018-02-22,.8,,1.7,48.9
146,傈林,2018-02-23,6.6,,2.3,62.1
146,傈林,2018-02-24,5,,1.4,64.9
146,傈林,2018-02-25,3.4,,1.5,49.1
146,傈林,2018-02-26,3.9,,1.3,45.4
146,傈林,2018-02-27,7.8,,1.6,40.9
146,傈林,2018-02-28,6.4,19.8,2.4,74.6
146,傈林,2018-03-01,1.6,.3,4.1,75.3
146,傈林,2018-03-02,1.3,,1.4,55.4
146,傈林,2018-03-03,9.7,,1.4,50.8
146,傈林,2018-03-04,15.8,16.6,1.9,74.4
146,傈林,2018-03-05,8.4,20.6,2.6,87.5
146,傈林,2018-03-06,6.3,,1.6,70
146,傈林,2018-03-07,7.1,5,1.6,69.9
146,傈林,2018-03-08,2.8,10.3,2.6,94.9
146,傈林,2018-03-09,3.1,,1.3,80.9
146,傈林,2018-03-10,4.4,,1.5,76.5
146,傈林,2018-03-11,6.9,,1.4,73
146,傈林,2018-03-12,8.9,,1.6,67.1
146,傈林,2018-03-13,15,,2.5,55.9
146,傈林,2018-03-14,17.3,,1.9,59.9
146,傈林,2018-03-15,12.8,12.1,2.2,96.1
146,傈林,2018-03-16,8.1,.3,2,77
146,傈林,2018-03-17,7.7,,1.6,72
146,傈林,2018-03-18,8.5,10.1,.9,88.4
146,傈林,2018-03-19,10.9,15.7,1.5,91.5
146,傈林,2018-03-20,8,0,3.3,49.6
146,傈林,2018-03-21,1.6,7,2.7,95.4
146,傈林,2018-03-22,4.6,0,1.9,76.8
146,傈林,2018-03-23,6.1,,1.4,71.4
146,傈林,2018-03-24,8.2,,1.5,71.6
146,傈林,2018-03-25,9.6,,1.3,83.3
146,傈林,2018-03-26,11.4,,1.3,76.5
146,傈林,2018-03-27,13.8,,1.9,68.1
146,傈林,2018-03-28,14.9,,2.1,70.4
146,傈林,2018-03-29,15,,1.4,80.9
146,傈林,2018-03-30,14.8,,1.5,77.4
146,傈林,2018-03-31,15.8,,1.7,60.1
146,傈林,2018-04-01,16.9,0,1.6,71.1
146,傈林,2018-04-02,18.5,,1.9,73.4
146,傈林,2018-04-03,19.1,,1.6,74.1
146,傈林,2018-04-04,14.1,5.7,1.6,95.3
146,傈林,2018-04-05,11.2,20.2,1.9,95.5
146,傈林,2018-04-06,7.4,24.1,3.5,83.3
146,傈林,2018-04-07,5,1.9,4.5,57.1
146,傈林,2018-04-08,8.7,0,3.5,63.1
146,傈林,2018-04-09,12.5,,1.5,58.1
146,傈林,2018-04-10,18.6,0,3.5,49.4
146,傈林,2018-04-11,14.7,1.1,3.1,67.9
146,傈林,2018-04-12,12.5,,1.8,50.6
146,傈林,2018-04-13,14.3,0,1,45.8
146,傈林,2018-04-14,9,20.5,2.2,93.1
146,傈林,2018-04-15,8.8,,2.6,78.9
146,傈林,2018-04-16,10.3,,1.5,68.3
146,傈林,2018-04-17,13.2,,1.8,62.3
146,傈林,2018-04-18,12.1,,1.6,60.6
146,傈林,2018-04-19,14.2,,1.4,50.3
146,傈林,2018-04-20,17.8,,1.4,56.4
146,傈林,2018-04-21,18.6,,1.7,61.1
146,傈林,2018-04-22,19.1,2.5,2.2,84.1
146,傈林,2018-04-23,14.5,20.4,2.5,98
146,傈林,2018-04-24,13.3,2.3,1.4,91.9
146,傈林,2018-04-25,14.9,,1.5,58
146,傈林,2018-04-26,14.6,,1.5,61.3
146,傈林,2018-04-27,14.7,,1.5,68.4
146,傈林,2018-04-28,15.3,,1.6,63.8
146,傈林,2018-04-29,16.3,,1.5,57.5
146,傈林,2018-04-30,20.3,,1.5,72.3
146,傈林,2018-05-01,21.4,0,1.6,77.1
146,傈林,2018-05-02,16.2,35.2,2.6,93.3
146,傈林,2018-05-03,11.6,0,3.6,75.8
