지점,지점명,일시,평균기온(°C),일강수량(mm),평균 풍속(m/s),평균 상대습도(%)
168,여수,2021-01-01,.8,0,3.7,61
168,여수,2021-01-02,1.3,0,4.6,53.8
168,여수,2021-01-03,1.4,,5.4,39.1
168,여수,2021-01-04,3.1,,2.1,50.8
168,여수,2021-01-05,2.1,,5.6,49.1
168,여수,2021-01-06,-1.3,0,4.4,53.6
168,여수,2021-01-07,-6.5,.1,6.4,48
168,여수,2021-01-08,-7.4,,4,45.6
168,여수,2021-01-09,-4.9,,5.1,47.1
168,여수,2021-01-10,-1.9,,3.7,59.6
168,여수,2021-01-11,.2,,2.7,61.9
168,여수,2021-01-12,1.7,,4,58.6
168,여수,2021-01-13,6.4,,3.4,61.9
168,여수,2021-01-14,7.5,,2.2,67.1
168,여수,2021-01-15,10.2,,3.9,72.3
168,여수,2021-01-16,2,,8.1,47.8
168,여수,2021-01-17,-.8,,5.2,47.9
168,여수,2021-01-18,1.6,0,5,59.1
168,여수,2021-01-19,.3,,3.4,48.1
168,여수,2021-01-20,4.5,,3.1,54.1
168,여수,2021-01-21,8,2.6,2.1,79
168,여수,2021-01-22,9.2,1.9,2.6,96.8
168,여수,2021-01-23,10.2,.4,6.2,78.4
168,여수,2021-01-24,9.3,0,5.4,60.8
168,여수,2021-01-25,8.9,,4.6,65
168,여수,2021-01-26,7.4,10.1,4,82.5
168,여수,2021-01-27,6,,2.6,51.1
168,여수,2021-01-28,2.9,.1,6.4,55.6
168,여수,2021-01-29,-2.5,.1,7.7,43
168,여수,2021-01-30,3.4,,3.3,60.5
168,여수,2021-01-31,7.1,2,2.2,71.4
168,여수,2021-02-01,9.4,17.8,4.6,82.5
168,여수,2021-02-02,.6,,7.4,36.3
168,여수,2021-02-03,1.3,,4,42.8
168,여수,2021-02-04,4.2,.1,5.5,41
168,여수,2021-02-05,3.7,,2.3,43.1
168,여수,2021-02-06,7.8,,2.6,69.8
168,여수,2021-02-07,9.3,,4.2,54.8
168,여수,2021-02-08,1.6,,7.8,34
168,여수,2021-02-09,1.9,,3,43.4
168,여수,2021-02-10,6.1,,2.9,43.6
168,여수,2021-02-11,7.1,,2.6,54.8
168,여수,2021-02-12,9,,1.4,60
168,여수,2021-02-13,10.3,,1.4,48.4
168,여수,2021-02-14,11.2,4,1.4,74.9
168,여수,2021-02-15,6,,8.3,64.6
168,여수,2021-02-16,1.5,0,6.9,50.5
168,여수,2021-02-17,-3.6,.2,7.3,58.4
168,여수,2021-02-18,-2.3,0,7.7,55.8
168,여수,2021-02-19,5,,5.9,53
168,여수,2021-02-20,10.4,,3.8,73.3
168,여수,2021-02-21,12.4,,3.7,69
168,여수,2021-02-22,13.2,,4.7,64
168,여수,2021-02-23,7.5,,4.8,27.3
168,여수,2021-02-24,6.7,,2.9,35.5
168,여수,2021-02-25,7.1,9.2,5.2,76.3
168,여수,2021-02-26,8.9,5.3,7.5,66
168,여수,2021-02-27,8.1,,8.6,54.8
168,여수,2021-02-28,8.3,.1,6.4,70
168,여수,2021-03-01,12.1,23.8,5.8,90.1
168,여수,2021-03-02,6.9,,5.1,68
168,여수,2021-03-03,6,,3,62.1
168,여수,2021-03-04,7.3,14.1,5.4,79.9
168,여수,2021-03-05,11.3,.5,3.2,74.6
168,여수,2021-03-06,9.3,,4.4,68.6
168,여수,2021-03-07,6.8,,3.9,69
168,여수,2021-03-08,8.8,,2.3,70.5
168,여수,2021-03-09,9.8,,2.8,63.4
168,여수,2021-03-10,10.3,,3.8,54.9
168,여수,2021-03-11,10.7,1.6,2.6,65.3
168,여수,2021-03-12,9.8,18.9,6,82.1
168,여수,2021-03-13,10.4,,3.1,64.5
168,여수,2021-03-14,11.7,,2.6,57.9
168,여수,2021-03-15,12.3,,1,69
168,여수,2021-03-16,15,4.8,5,56.1
168,여수,2021-03-17,11.2,,2.4,54.5
168,여수,2021-03-18,11.6,,3.3,70.9
168,여수,2021-03-19,12,,5.1,64.4
168,여수,2021-03-20,10.1,11.9,4.8,89.9
168,여수,2021-03-21,8.2,,8.2,54.4
168,여수,2021-03-22,8,,6.3,39.6
168,여수,2021-03-23,10.7,,4.7,58.5
168,여수,2021-03-24,11.9,,1.6,60.8
168,여수,2021-03-25,13.7,,2.6,60.3
168,여수,2021-03-26,14.5,,1.7,52.5
168,여수,2021-03-27,14,29.8,4.6,86.6
168,여수,2021-03-28,14.7,.6,6,69.9
168,여수,2021-03-29,14.6,,4.8,52.4
168,여수,2021-03-30,13.9,,2.5,35.8
168,여수,2021-03-31,13.9,,2.3,59.1
168,여수,2021-04-01,15,,7.3,43.4
168,여수,2021-04-02,16,,6.3,57.9
168,여수,2021-04-03,15.3,50,2.4,92.1
168,여수,2021-04-04,11.9,6,3.6,93.8
168,여수,2021-04-05,11,,3.7,53.9
168,여수,2021-04-06,13.3,,3,51.8
168,여수,2021-04-07,15.4,,3.2,40.3
168,여수,2021-04-08,15.5,,3.7,41.4
168,여수,2021-04-09,12.8,,4.3,56.4
168,여수,2021-04-10,11.6,,4.6,59.4
168,여수,2021-04-11,13.8,,3.4,52.4
168,여수,2021-04-12,13.5,26.8,4.9,83.1
168,여수,2021-04-13,13.3,1.1,6.5,65
168,여수,2021-04-14,10.9,,4.7,42.6
168,여수,2021-04-15,11.6,,2,46.8
168,여수,2021-04-16,14.1,0,2.5,70.3
168,여수,2021-04-17,13.6,,5.5,47.1
168,여수,2021-04-18,12.5,,7.2,37
168,여수,2021-04-19,15.9,,5.6,29.3
168,여수,2021-04-20,16.8,,2.6,35.3
168,여수,2021-04-21,18.1,,1.7,45.6
168,여수,2021-04-22,18.6,,2.3,46.9
168,여수,2021-04-23,19,0,5.6,38.6
168,여수,2021-04-24,16.3,,3.7,59
168,여수,2021-04-25,15.6,,2.9,68.1
168,여수,2021-04-26,14,,4.5,56.8
168,여수,2021-04-27,14.6,,1.7,67.5
168,여수,2021-04-28,17.3,,2.5,75.4
168,여수,2021-04-29,17,0,4.1,68.8
168,여수,2021-04-30,16.3,11.4,6.9,49.9
168,여수,2021-05-01,11.8,17.8,5.6,67.6
168,여수,2021-05-02,13.5,,4.8,58.6
168,여수,2021-05-03,14.7,,3.2,71.3
168,여수,2021-05-04,16.8,31.3,3.9,89.5
168,여수,2021-05-05,17.7,,6.1,41.6
168,여수,2021-05-06,16.3,,2.4,40.5
168,여수,2021-05-07,17.4,,4,58.9
168,여수,2021-05-08,16.4,,4.6,54.6
168,여수,2021-05-09,18.2,,3.4,46.5
168,여수,2021-05-10,17.5,0,3.7,48.3
168,여수,2021-05-11,17.5,,7,54.8
168,여수,2021-05-12,19.7,,6.6,55.3
168,여수,2021-05-13,20.5,,2.2,69.6
168,여수,2021-05-14,20.3,0,2.1,79.4
168,여수,2021-05-15,19.6,22.2,2.1,97.4
