지점,지점명,일시,평균기온(°C),일강수량(mm),평균 풍속(m/s),평균 상대습도(%)
133,대전,2021-01-01,-4.6,2.1,.5,88.8
133,대전,2021-01-02,-3.5,0,1.2,67.5
133,대전,2021-01-03,-4.1,,.8,63.8
133,대전,2021-01-04,-2.8,,.7,67.6
133,대전,2021-01-05,-2.8,.1,1.8,61.1
133,대전,2021-01-06,-5.3,2.2,1.3,66.5
133,대전,2021-01-07,-11.2,1.5,2.9,57.8
133,대전,2021-01-08,-13.5,,1.2,57.8
133,대전,2021-01-09,-11.4,,1.1,65.5
133,대전,2021-01-10,-8,,.9,63.6
133,대전,2021-01-11,-6,,.6,70.8
133,대전,2021-01-12,-1.4,1.3,1,77.6
133,대전,2021-01-13,3.7,0,1.1,81
133,대전,2021-01-14,3.3,,.9,58.1
133,대전,2021-01-15,6.1,,1.7,69.5
133,대전,2021-01-16,-1.1,,2.5,58.6
133,대전,2021-01-17,-3.3,0,1.6,61.9
133,대전,2021-01-18,-1.5,3.3,2.3,74.6
133,대전,2021-01-19,-4.8,0,1.1,45.6
133,대전,2021-01-20,-.6,,.7,52.4
133,대전,2021-01-21,4.9,4.6,.6,72.8
133,대전,2021-01-22,7.4,2.9,.6,94.6
133,대전,2021-01-23,8,,1.9,82.4
133,대전,2021-01-24,8.2,,1.6,66.6
133,대전,2021-01-25,8.3,,2,64.5
133,대전,2021-01-26,6.2,4,1.4,84.1
133,대전,2021-01-27,2.9,,1.5,52.3
133,대전,2021-01-28,-1.6,1.6,2.6,66
133,대전,2021-01-29,-6,0,1.9,55.4
133,대전,2021-01-30,.2,0,1.2,61
133,대전,2021-01-31,3.8,,.9,63.3
133,대전,2021-02-01,7.3,8.1,1.7,82
133,대전,2021-02-02,-2.4,0,2.5,46.9
133,대전,2021-02-03,-1.4,.1,1.6,56
133,대전,2021-02-04,-.5,.5,1.8,49.3
133,대전,2021-02-05,1.2,,1.1,54.3
133,대전,2021-02-06,6,0,1.7,78.6
133,대전,2021-02-07,5.8,0,1.5,65.5
133,대전,2021-02-08,-1.7,,2.4,46.8
133,대전,2021-02-09,0,,1.3,51.8
133,대전,2021-02-10,2.6,,.9,68.9
133,대전,2021-02-11,5.3,,.8,68
133,대전,2021-02-12,6.9,,.8,56
133,대전,2021-02-13,7.6,,.7,47.8
133,대전,2021-02-14,9.1,1,.8,66
133,대전,2021-02-15,3,.5,2.6,65.6
133,대전,2021-02-16,-2.7,3.4,1.7,66.8
133,대전,2021-02-17,-6.1,.1,3.4,56.1
133,대전,2021-02-18,-4.3,.4,2,61.6
133,대전,2021-02-19,2.6,,1.7,66.3
133,대전,2021-02-20,11.2,,2.2,64.9
133,대전,2021-02-21,14.3,,2,53.3
133,대전,2021-02-22,11.7,,2.2,46.9
133,대전,2021-02-23,1.9,,1.7,38.3
133,대전,2021-02-24,4.5,,.8,34.3
133,대전,2021-02-25,4.7,0,.8,59
133,대전,2021-02-26,8.9,,2.5,49.8
133,대전,2021-02-27,8.7,,4.3,52.5
133,대전,2021-02-28,7.4,0,1.5,69.6
133,대전,2021-03-01,8.2,50.8,1.5,95.3
133,대전,2021-03-02,3,.2,1.6,81
133,대전,2021-03-03,4.3,,.8,67.4
133,대전,2021-03-04,5.7,3,.7,79.5
133,대전,2021-03-05,8.5,,1.1,75.8
133,대전,2021-03-06,7.5,,2.7,74.5
133,대전,2021-03-07,6.7,,2.3,71.5
133,대전,2021-03-08,8,,1,65
133,대전,2021-03-09,7.5,,1.1,58.3
133,대전,2021-03-10,9.6,,1.3,50.9
133,대전,2021-03-11,11,,1.1,49.1
133,대전,2021-03-12,8.3,12.2,1.3,88
133,대전,2021-03-13,9,,.9,75.1
133,대전,2021-03-14,9.4,,1.1,72
133,대전,2021-03-15,11.8,0,1.4,64
133,대전,2021-03-16,11.1,0,2.2,50.4
133,대전,2021-03-17,10,,1,49.3
133,대전,2021-03-18,12.5,,1.2,55.5
133,대전,2021-03-19,13.7,,3.6,55.9
133,대전,2021-03-20,9,6.7,1.7,87.9
133,대전,2021-03-21,6.4,0,2.5,67.3
133,대전,2021-03-22,7.1,,2.2,51.5
133,대전,2021-03-23,9.9,,2.2,63.1
133,대전,2021-03-24,10.8,,1.3,53.5
133,대전,2021-03-25,13,,1.2,58.3
133,대전,2021-03-26,14.4,,1,50.3
133,대전,2021-03-27,12.2,20.5,1.3,78
