지점,지점명,일시,평균기온(°C),일강수량(mm),평균 풍속(m/s),평균 상대습도(%)
133,대전,2017-01-01,3.5,,.7,81.5
133,대전,2017-01-02,4.7,,1.5,83
133,대전,2017-01-03,3.3,,1.4,77.1
133,대전,2017-01-04,4.2,,1,70.5
133,대전,2017-01-05,4.3,,1.9,71.3
133,대전,2017-01-06,6.7,,2.2,66
133,대전,2017-01-07,4.3,,.8,74.8
133,대전,2017-01-08,8.8,0,1.3,64.8
133,대전,2017-01-09,4.3,0,2.3,62.3
133,대전,2017-01-10,-.5,,1.9,63.1
133,대전,2017-01-11,-3.1,0,1.7,62.5
133,대전,2017-01-12,-.3,0,1.9,69.6
133,대전,2017-01-13,-3.7,.6,1.8,68
133,대전,2017-01-14,-6,0,2.5,50.3
133,대전,2017-01-15,-5.9,,1.3,48.9
133,대전,2017-01-16,-3.9,,1,54.5
133,대전,2017-01-17,-2.9,,.7,56.8
133,대전,2017-01-18,-.4,,.7,66.3
133,대전,2017-01-19,0,,.9,70.8
133,대전,2017-01-20,-2.3,3.4,1.9,77.4
133,대전,2017-01-21,-2.7,1.2,1.3,81.3
133,대전,2017-01-22,-4.7,.5,2.6,70.9
133,대전,2017-01-23,-6.5,0,1.6,65
133,대전,2017-01-24,-5.2,,1.1,66.9
133,대전,2017-01-25,-4.4,,1.1,67.1
133,대전,2017-01-26,-1.1,,1.4,64.4
133,대전,2017-01-27,.6,2.3,2.3,57.9
133,대전,2017-01-28,.1,,1,55.5
133,대전,2017-01-29,2.8,5.7,.7,80.5
133,대전,2017-01-30,-2.4,1.3,2.3,69.1
133,대전,2017-01-31,-4.2,,1.2,63.6
133,대전,2017-02-01,-2.3,0,1.6,51.4
133,대전,2017-02-02,-1.6,,1.4,50.8
133,대전,2017-02-03,2.1,,1,64.9
133,대전,2017-02-04,2.9,0,.7,65
133,대전,2017-02-05,3.2,.5,1.2,74.6
133,대전,2017-02-06,0,,2.1,57.8
133,대전,2017-02-07,-.5,,1,59.6
133,대전,2017-02-08,-.1,,1.3,60.4
133,대전,2017-02-09,-2.9,.1,2.8,58.3
133,대전,2017-02-10,-4.4,.2,2.7,55.6
133,대전,2017-02-11,-2.9,.5,1.9,62.6
133,대전,2017-02-12,-.3,,1.6,57.3
133,대전,2017-02-13,.3,.6,1,78.5
133,대전,2017-02-14,1.6,,1.1,64.1
133,대전,2017-02-15,2.2,,.8,54.1
133,대전,2017-02-16,7.3,1.9,1.3,67.1
133,대전,2017-02-17,4.6,1.9,2.4,61.9
133,대전,2017-02-18,-1,,2,47.1
133,대전,2017-02-19,3.1,3.5,1.6,64.5
133,대전,2017-02-20,1.3,15.3,2.5,67.1
133,대전,2017-02-21,.6,,1,49.8
133,대전,2017-02-22,3,17.5,1.3,82.6
133,대전,2017-02-23,.5,,2.6,61.1
133,대전,2017-02-24,.6,,1.7,55.6
133,대전,2017-02-25,3.5,,1.4,58.5
133,대전,2017-02-26,4,,1.2,57.6
133,대전,2017-02-27,4.2,,1.1,53.3
133,대전,2017-02-28,5.3,,1.1,50.1
133,대전,2017-03-01,6.1,.1,1.1,56.3
133,대전,2017-03-02,3,2,2.3,67.9
133,대전,2017-03-03,4.2,,1.3,53.6
133,대전,2017-03-04,6.1,,1.1,49.5
133,대전,2017-03-05,6.3,,1.2,56.5
133,대전,2017-03-06,1.8,0,2.9,46.6
133,대전,2017-03-07,-.2,1.2,2.4,55.3
133,대전,2017-03-08,1.4,0,2,62.1
133,대전,2017-03-09,4.7,,2.4,56.6
133,대전,2017-03-10,5.9,,1.6,46.8
133,대전,2017-03-11,7.4,,1.2,44.4
133,대전,2017-03-12,8.9,,1.3,42.5
133,대전,2017-03-13,8,,1.5,53.3
133,대전,2017-03-14,5.6,,1.9,49.9
133,대전,2017-03-15,5.9,,1.3,47.8
133,대전,2017-03-16,6.3,,1.4,48.8
133,대전,2017-03-17,7.6,,1.2,42.6
133,대전,2017-03-18,8.8,,1.4,38.1
133,대전,2017-03-19,10,,1,40.4
133,대전,2017-03-20,8.6,.1,1.3,59.8
133,대전,2017-03-21,8.4,0,2.2,53.1
133,대전,2017-03-22,7.6,,1.2,46
133,대전,2017-03-23,9.5,,1.3,38.1
133,대전,2017-03-24,9,,1.1,45.6
133,대전,2017-03-25,7.6,.9,2.3,77
133,대전,2017-03-26,7.1,0,1.3,71.9
133,대전,2017-03-27,6.4,1.6,1.5,70.4
133,대전,2017-03-28,7.9,.2,1.4,61.8
133,대전,2017-03-29,9.7,1.6,1.2,60.9
133,대전,2017-03-30,11.2,,1.4,45
133,대전,2017-03-31,10,3.9,1.6,76.5
133,대전,2017-04-01,9.1,1.1,1.5,68.6
133,대전,2017-04-02,9.3,,1.7,53.4
133,대전,2017-04-03,12,,1.8,47.5
133,대전,2017-04-04,14.2,,1.5,36.8
133,대전,2017-04-05,12.8,17,.9,74
133,대전,2017-04-06,13.8,15.9,2.2,89.5
