지점,지점명,일시,평균기온(°C),일강수량(mm),평균 풍속(m/s),평균 상대습도(%)
155,창원,2018-01-01,1.8,,1.8,34.1
155,창원,2018-01-02,3.5,,1.4,45.6
155,창원,2018-01-03,1.5,,2.1,26.6
155,창원,2018-01-04,1.3,,2.2,32.1
155,창원,2018-01-05,3.2,,1.6,33.5
155,창원,2018-01-06,1.6,,2.4,42
155,창원,2018-01-07,1.5,1.4,1.3,50
155,창원,2018-01-08,3.1,1,1.8,81.3
155,창원,2018-01-09,.7,,2,48.3
155,창원,2018-01-10,-2,0,1.8,55
155,창원,2018-01-11,-5.4,,1.8,42.1
155,창원,2018-01-12,-6,,2,37.1
155,창원,2018-01-13,-1.5,,1.1,51.5
155,창원,2018-01-14,.6,,1.1,66.5
155,창원,2018-01-15,6.3,0,.9,68.5
155,창원,2018-01-16,5.3,20.8,.9,88
155,창원,2018-01-17,4.8,3.5,1.3,91.4
155,창원,2018-01-18,5.4,,1.2,75.8
155,창원,2018-01-19,4.5,,1.8,35
155,창원,2018-01-20,3.8,,2,43.3
155,창원,2018-01-21,4.6,,1.1,43.3
155,창원,2018-01-22,4.6,0,1.5,62.3
155,창원,2018-01-23,-2.4,,2.3,32.8
155,창원,2018-01-24,-7.8,,2.2,28.9
155,창원,2018-01-25,-7,,2.7,28.3
155,창원,2018-01-26,-7.4,,2.6,28
155,창원,2018-01-27,-3.6,,2.1,26.4
155,창원,2018-01-28,.2,,2,28.3
155,창원,2018-01-29,-3.4,,2.3,32.1
155,창원,2018-01-30,-3.6,,1.7,36
155,창원,2018-01-31,.9,,1,44.5
155,창원,2018-02-01,1.5,,2,27.8
155,창원,2018-02-02,1,,2.2,22
155,창원,2018-02-03,-1.3,,2,26.8
155,창원,2018-02-04,-5.3,,2.4,26.4
155,창원,2018-02-05,-5,,2.2,26.6
155,창원,2018-02-06,-5.7,,1.5,25.5
155,창원,2018-02-07,-4.6,,1.8,33.1
155,창원,2018-02-08,-1.2,,1.4,33.4
155,창원,2018-02-09,4.3,0,1.4,48.5
155,창원,2018-02-10,5,,1.5,42.9
155,창원,2018-02-11,-1.6,0,2.1,33
155,창원,2018-02-12,-1.5,,2,43.3
155,창원,2018-02-13,.8,,1.6,39.9
155,창원,2018-02-14,6.9,,1.8,63.4
155,창원,2018-02-15,6.7,,1.6,39
155,창원,2018-02-16,4.8,,1.3,26.4
155,창원,2018-02-17,2.9,,2.3,18.4
155,창원,2018-02-18,3.6,,2.2,20.3
155,창원,2018-02-19,6.3,,1.1,31.8
155,창원,2018-02-20,6.7,,2,29.5
155,창원,2018-02-21,3.3,,2.6,13.5
155,창원,2018-02-22,2.9,,1.9,23.9
155,창원,2018-02-23,4.9,0,1.5,55
155,창원,2018-02-24,7.6,,1.5,53.1
155,창원,2018-02-25,7.3,,1.1,66.5
155,창원,2018-02-26,6.3,,2.1,52.8
155,창원,2018-02-27,7.8,,1.1,65.8
155,창원,2018-02-28,7.9,32.6,1.5,80.1
155,창원,2018-03-01,6.4,,3,41.3
155,창원,2018-03-02,3.3,,2.3,40.6
155,창원,2018-03-03,7.8,,1.2,65.5
155,창원,2018-03-04,11.4,19,.9,89.1
155,창원,2018-03-05,7,5.5,2.7,81.8
155,창원,2018-03-06,6.4,,2.3,57
155,창원,2018-03-07,5.5,4.6,2.3,71.1
155,창원,2018-03-08,4.2,37.6,2.7,84.3
155,창원,2018-03-09,5.2,,1.4,73.1
155,창원,2018-03-10,6.9,,1.5,67
155,창원,2018-03-11,8.5,,1.7,46.6
155,창원,2018-03-12,9.8,,1.6,64.9
155,창원,2018-03-13,12.3,,1.6,77.5
155,창원,2018-03-14,14.8,,1.7,77.1
155,창원,2018-03-15,14.2,73.1,1.1,96.4
155,창원,2018-03-16,5.5,1.3,3.7,70.5
155,창원,2018-03-17,4.7,,1.5,69.4
155,창원,2018-03-18,8.5,8.1,.6,84.9
155,창원,2018-03-19,9.7,24,2.1,89.3
155,창원,2018-03-20,5.8,1.3,4.9,59.5
155,창원,2018-03-21,2,11.5,2.3,86.8
155,창원,2018-03-22,5.9,,1.9,62.4
155,창원,2018-03-23,7.9,,1.4,59.6
155,창원,2018-03-24,10.9,,1.5,51.1
155,창원,2018-03-25,12.7,,1.4,60.8
155,창원,2018-03-26,14.2,,1.2,48.3
155,창원,2018-03-27,14.8,,1.6,49.8
155,창원,2018-03-28,14.7,,1.8,64.5
155,창원,2018-03-29,14.1,,1.7,73.9
155,창원,2018-03-30,13,,2.1,54.8
155,창원,2018-03-31,13.5,,1.8,48.6
155,창원,2018-04-01,15.4,,1.5,72.5
155,창원,2018-04-02,17.2,,1.7,83.8
155,창원,2018-04-03,18.3,,1.8,84.8
155,창원,2018-04-04,12.2,10.9,2.2,93.6
155,창원,2018-04-05,9.5,2,1.2,88.4
155,창원,2018-04-06,10.1,20.4,2.6,63.8
155,창원,2018-04-07,5.9,0,2.5,37.8
155,창원,2018-04-08,8.5,0,2.1,54
155,창원,2018-04-09,13.5,,1.6,54.6
155,창원,2018-04-10,15.4,0,2.8,72.6
155,창원,2018-04-11,19.3,.1,2.2,57.8
155,창원,2018-04-12,15.5,,1.5,32.8
155,창원,2018-04-13,13.8,0,2.2,37.3
155,창원,2018-04-14,10.6,28,1.3,85.3
155,창원,2018-04-15,13.6,,2.1,51.9
155,창원,2018-04-16,12.7,,2.3,56.5
155,창원,2018-04-17,13.3,,1.7,71.1
155,창원,2018-04-18,14.8,,1.5,62.9
155,창원,2018-04-19,15.4,,1.3,57.8
155,창원,2018-04-20,18.7,,1.3,45.4
155,창원,2018-04-21,18.5,,1.6,58
155,창원,2018-04-22,16.8,.3,1,88.1
155,창원,2018-04-23,12.2,41.7,1.4,92.5
155,창원,2018-04-24,12.9,15.9,2.1,82.9
155,창원,2018-04-25,13.3,,1.9,57.3
155,창원,2018-04-26,14.8,,1.1,69.3
155,창원,2018-04-27,16.5,,2,57
155,창원,2018-04-28,16.6,,1.9,71.6
155,창원,2018-04-29,16.8,,2,73.4
155,창원,2018-04-30,18.8,,2,79.1
155,창원,2018-05-01,18.1,0,1.2,80.5
155,창원,2018-05-02,16.1,6.6,2,92
155,창원,2018-05-03,14.3,0,2.6,45.5
155,창원,2018-05-04,15.8,,1.8,42.4
155,창원,2018-05-05,17.7,,2.1,57.6
155,창원,2018-05-06,16.9,27.3,1.7,95.4
155,창원,2018-05-07,15.8,23.7,1,94.6
155,창원,2018-05-08,15.1,,2.7,72
155,창원,2018-05-09,13.7,,2.2,70.1
155,창원,2018-05-10,15.6,,1.6,76
155,창원,2018-05-11,17.2,,1.4,64.8
155,창원,2018-05-12,17.1,4.1,1.8,84.5
155,창원,2018-05-13,19.4,15.3,1.4,88.4
155,창원,2018-05-14,20.4,,1.5,66.1
155,창원,2018-05-15,21.1,,1.4,75.5
155,창원,2018-05-16,20.8,7.7,2.1,97.8
155,창원,2018-05-17,21.5,8.6,2.2,97.8
155,창원,2018-05-18,17.9,3.4,2.2,96.5
155,창원,2018-05-19,14.9,0,3.1,68.1
155,창원,2018-05-20,15.2,,3,63.1
155,창원,2018-05-21,17.6,,2,71.1
155,창원,2018-05-22,17.5,8.5,2,81.6
155,창원,2018-05-23,18.7,26,1.9,77.9
155,창원,2018-05-24,19.8,,1.2,63.3
155,창원,2018-05-25,21.6,,1.3,49.1
155,창원,2018-05-26,20.2,,1.6,60.3
155,창원,2018-05-27,20.3,,1.4,76.5
155,창원,2018-05-28,19.3,1.2,.8,92.6
155,창원,2018-05-29,20.9,,1.3,88.1
155,창원,2018-05-30,21.8,12.6,1.4,86.9
155,창원,2018-05-31,19.7,,1.6,65.4
155,창원,2018-06-01,20.7,,1.8,63.3
155,창원,2018-06-02,23.3,,1.4,62.8
155,창원,2018-06-03,22.1,,1.4,73.6
155,창원,2018-06-04,22.4,,1.7,72.6
155,창원,2018-06-05,19.3,3.4,.8,92.9
155,창원,2018-06-06,21.5,,1.4,81.9
155,창원,2018-06-07,22.6,,1.5,81.3
155,창원,2018-06-08,23.3,,1.3,77.8
155,창원,2018-06-09,22.3,0,2.2,70
155,창원,2018-06-10,19.2,.9,2.8,80.8
155,창원,2018-06-11,17.4,34.1,1.3,91.5
155,창원,2018-06-12,17.4,.7,1.5,88.8
155,창원,2018-06-13,19.5,,1.8,80.8
155,창원,2018-06-14,19.8,,1.6,77.9
155,창원,2018-06-15,19.8,,3,65.3
155,창원,2018-06-16,19.1,,2.1,71
155,창원,2018-06-17,20.4,,1.1,77
155,창원,2018-06-18,22.7,,1.6,77.8
155,창원,2018-06-19,21.4,6.7,1,90.8
155,창원,2018-06-20,22.6,.1,1.6,77.5
155,창원,2018-06-21,24.4,,1.5,65.8
155,창원,2018-06-22,23.7,,1.4,58.9
155,창원,2018-06-23,22.7,0,1.6,75.4
155,창원,2018-06-24,25.8,,1.4,67.6
155,창원,2018-06-25,25.3,,1.3,77.6
155,창원,2018-06-26,22.9,1.2,1.8,95.4
155,창원,2018-06-27,24,17.3,2.6,94.8
155,창원,2018-06-28,21,98.9,1.5,98.1
155,창원,2018-06-29,23.1,.7,1.7,96.3
155,창원,2018-06-30,21.1,30.8,1,98
155,창원,2018-07-01,23.7,56.6,2,94.8
155,창원,2018-07-02,24.9,8.5,1.5,95.4
155,창원,2018-07-03,23.3,49.6,2.4,96
155,창원,2018-07-04,26.5,,1.8,85
155,창원,2018-07-05,23.1,11.7,.8,97.4
155,창원,2018-07-06,21.5,1.6,1.5,90.8
155,창원,2018-07-07,20.7,,2.6,76.3
155,창원,2018-07-08,20.4,,2.5,81.9
155,창원,2018-07-09,19.9,7.9,.7,96.9
155,창원,2018-07-10,23.9,,1,92.8
155,창원,2018-07-11,27.2,,1.4,85.5
155,창원,2018-07-12,27.5,,1.4,87
155,창원,2018-07-13,28.2,,1.3,86.8
155,창원,2018-07-14,28.4,,1.2,84.8
155,창원,2018-07-15,28.8,,1.3,84.9
155,창원,2018-07-16,28.6,,1.3,81.4
155,창원,2018-07-17,28,,1.4,82.5
155,창원,2018-07-18,28.8,,1.1,81.9
155,창원,2018-07-19,29.2,,1.2,78.9
155,창원,2018-07-20,29.7,,1.4,76.5
155,창원,2018-07-21,29.6,,1.7,81.5
155,창원,2018-07-22,29.2,,1.1,79.3
155,창원,2018-07-23,29.5,,1.3,78.6
155,창원,2018-07-24,29.6,,1.6,83.3
155,창원,2018-07-25,29.7,,1.4,83.3
155,창원,2018-07-26,30.9,,1.4,80.1
155,창원,2018-07-27,30.5,,1.5,81.6
155,창원,2018-07-28,28.7,7.8,1.5,87.9
155,창원,2018-07-29,30.3,0,2.7,67.6
155,창원,2018-07-30,28.9,2.3,2.1,76.8
155,창원,2018-07-31,29.4,,1.8,73.8
155,창원,2018-08-01,30.1,,1.5,69.4
155,창원,2018-08-02,29.6,,1.7,75.3
155,창원,2018-08-03,29.6,,1.4,79
155,창원,2018-08-04,30,,1.7,82.9
155,창원,2018-08-05,31.4,,1.2,74.5
155,창원,2018-08-06,29.8,0,1.6,80.6
155,창원,2018-08-07,28.5,0,1.7,84.4
155,창원,2018-08-08,28,0,1.7,83.1
155,창원,2018-08-09,28.1,30.8,1.8,86
155,창원,2018-08-10,26.2,.8,1.2,95
155,창원,2018-08-11,27.5,,1.7,82.8
155,창원,2018-08-12,28,2.5,1.3,88.4
155,창원,2018-08-13,30.3,,1.3,77.5
155,창원,2018-08-14,29.6,,1.5,78.9
155,창원,2018-08-15,28.2,9.3,1.5,84.9
155,창원,2018-08-16,26.3,25.2,1.5,88.8
155,창원,2018-08-17,25.2,,2.8,63.6
155,창원,2018-08-18,23.8,,1.7,73.1
155,창원,2018-08-19,24.6,,1.5,76
155,창원,2018-08-20,25.3,,1.6,81
155,창원,2018-08-21,27.6,,1.5,77.9
155,창원,2018-08-22,30.4,0,3.3,69.1
155,창원,2018-08-23,27.8,10.3,4.1,85.1
155,창원,2018-08-24,27.7,7.5,3.1,87
155,창원,2018-08-25,24.8,4.5,.6,92.3
155,창원,2018-08-26,23.3,48,1.1,98
155,창원,2018-08-27,25.7,51.8,1.7,97.3
155,창원,2018-08-28,27.1,0,1.6,91.3
155,창원,2018-08-29,27.1,0,2.1,87.6
155,창원,2018-08-30,26.8,21.6,1.4,93.4
155,창원,2018-08-31,24.8,31.4,1,96.3
155,창원,2018-09-01,22,46.4,1.2,91.1
155,창원,2018-09-02,22.2,.6,.9,86.1
155,창원,2018-09-03,24,48.2,1.3,97.5
155,창원,2018-09-04,24.4,17,1.8,80.1
155,창원,2018-09-05,24,,1.4,71.6
155,창원,2018-09-06,22.7,0,.8,84.5
155,창원,2018-09-07,21.6,8.5,.9,89.9
155,창원,2018-09-08,20.5,,1.2,73.9
155,창원,2018-09-09,22.2,,1.8,71.1
155,창원,2018-09-10,21.5,,2.2,65.9
155,창원,2018-09-11,20.8,,2.3,67.8
155,창원,2018-09-12,22.5,0,1.8,78.3
155,창원,2018-09-13,20.9,11.6,1.2,93.9
155,창원,2018-09-14,21.6,29.4,.9,97.4
155,창원,2018-09-15,21.8,7,.3,98
155,창원,2018-09-16,24.3,,.9,88.5
155,창원,2018-09-17,23.2,,1.2,83
155,창원,2018-09-18,23.1,,1,90.6
155,창원,2018-09-19,22.3,.5,.9,87.5
155,창원,2018-09-20,20.3,12.2,.8,96.3
155,창원,2018-09-21,19.8,28,.6,96.6
155,창원,2018-09-22,21,,.9,88
155,창원,2018-09-23,21.4,,1.5,72.4
155,창원,2018-09-24,18.2,,1.2,66.9
155,창원,2018-09-25,18.3,,2,68.8
155,창원,2018-09-26,18.9,,2,68.1
155,창원,2018-09-27,19,,2,67
155,창원,2018-09-28,18.7,,1.6,72.1
155,창원,2018-09-29,17.5,6.4,1.1,92
155,창원,2018-09-30,20.2,.6,2,65.8
155,창원,2018-10-01,17.3,0,1.4,57.8
155,창원,2018-10-02,16.9,,1.3,72.4
155,창원,2018-10-03,17.3,,1.6,72.5
155,창원,2018-10-04,18.9,2.4,2.3,76.1
155,창원,2018-10-05,18.9,39.5,1.7,96.1
155,창원,2018-10-06,21.3,102.2,4.3,91.3
155,창원,2018-10-07,20.1,,1.1,80
155,창원,2018-10-08,17.4,,1.8,51.5
155,창원,2018-10-09,16.1,0,.9,74.5
155,창원,2018-10-10,15.9,0,1.2,68.5
155,창원,2018-10-11,12.6,,2.1,49
155,창원,2018-10-12,11.9,,1.1,60.9
155,창원,2018-10-13,13.9,,1.2,73.6
155,창원,2018-10-14,15.3,,1.1,77
155,창원,2018-10-15,16.1,,1.3,68
155,창원,2018-10-16,14.1,,1,81
155,창원,2018-10-17,15.1,,1.3,75.9
155,창원,2018-10-18,14.3,,1.7,57
155,창원,2018-10-19,14.8,,1.4,62.4
155,창원,2018-10-20,13.7,,1.1,70.9
155,창원,2018-10-21,13.9,,1.2,70.9
155,창원,2018-10-22,14.3,,.9,81.3
155,창원,2018-10-23,16.8,0,.7,71.8
155,창원,2018-10-24,14.8,,1.4,64.8
155,창원,2018-10-25,14.2,,1.3,69.5
155,창원,2018-10-26,14.5,2.1,1,85.4
155,창원,2018-10-27,12.2,,2,53.9
155,창원,2018-10-28,13.1,0,1.6,60.9
155,창원,2018-10-29,13,0,1.6,61.1
155,창원,2018-10-30,10,,1.9,53.8
155,창원,2018-10-31,10.3,,1.6,58.3
155,창원,2018-11-01,10,,1.7,53.1
155,창원,2018-11-02,10.6,,1.1,55.9
155,창원,2018-11-03,11.4,,1,57.9
155,창원,2018-11-04,12.4,,.9,61.8
155,창원,2018-11-05,12.9,,1.3,74.6
155,창원,2018-11-06,13.9,,1,79.9
155,창원,2018-11-07,14.8,0,1,83.4
155,창원,2018-11-08,15.6,20.3,1.5,94.8
155,창원,2018-11-09,13.2,,1.3,70.9
155,창원,2018-11-10,12,,1.1,72.9
155,창원,2018-11-11,12,1.2,1.1,79.1
155,창원,2018-11-12,12.1,1.8,1.3,77.5
155,창원,2018-11-13,11.7,,1.3,73.9
155,창원,2018-11-14,11,,1,78.3
155,창원,2018-11-15,11.1,,1,77
155,창원,2018-11-16,10.4,0,.9,86.4
155,창원,2018-11-17,10.1,,1.4,58.4
155,창원,2018-11-18,8.9,0,1.6,37.4
155,창원,2018-11-19,9.8,,1.3,47.8
155,창원,2018-11-20,9,,1.1,43.5
155,창원,2018-11-21,8,,1,55.1
155,창원,2018-11-22,5.9,,2.4,37.8
155,창원,2018-11-23,4.4,,1.5,44.6
155,창원,2018-11-24,3.6,.4,1,72.8
155,창원,2018-11-25,5,,1.1,87.9
155,창원,2018-11-26,7.8,,1.2,80
155,창원,2018-11-27,9.3,,.9,70.9
155,창원,2018-11-28,9.1,,1.4,48
155,창원,2018-11-29,7.7,,1,41.1
155,창원,2018-11-30,8.9,,1.2,54
155,창원,2018-12-01,8.4,,1.2,49.5
155,창원,2018-12-02,10.6,.8,1.3,73.1
155,창원,2018-12-03,13.1,6.9,.4,97
155,창원,2018-12-04,13.5,8.9,1.6,80.6
155,창원,2018-12-05,6.8,,2.1,46
155,창원,2018-12-06,5.6,3.6,2.2,71.9
155,창원,2018-12-07,-1,,2.9,41.5
155,창원,2018-12-08,-3.6,,1.9,42.3
155,창원,2018-12-09,-2.3,,2.5,29.5
155,창원,2018-12-10,.5,,2,30.8
155,창원,2018-12-11,2.2,2.4,2,79.8
155,창원,2018-12-12,1.3,,2.8,49
155,창원,2018-12-13,1.8,,2,49.1
155,창원,2018-12-14,-.3,,2.8,39.4
155,창원,2018-12-15,.6,,1.6,35.3
155,창원,2018-12-16,.3,1.5,1.1,73.1
