지점,지점명,일시,평균기온(°C),일강수량(mm),평균 풍속(m/s),평균 상대습도(%)
155,창원,2021-01-01,-1.3,,1.3,54
155,창원,2021-01-02,-.5,,1.3,47.6
155,창원,2021-01-03,-1.2,,1.9,34.5
155,창원,2021-01-04,.2,,.9,48.6
155,창원,2021-01-05,-.1,,1.1,46.6
155,창원,2021-01-06,-3.2,,1.8,43.3
155,창원,2021-01-07,-7.6,0,2.4,36.1
155,창원,2021-01-08,-9.8,,2,37.4
155,창원,2021-01-09,-7.4,,1.6,40.9
155,창원,2021-01-10,-4.1,,1.1,49.8
155,창원,2021-01-11,-2.3,,1.1,52.6
155,창원,2021-01-12,-.5,,.9,49.3
155,창원,2021-01-13,4.7,,1,56.6
155,창원,2021-01-14,6,,.9,56
155,창원,2021-01-15,9.5,,.8,60.1
155,창원,2021-01-16,3.6,,2.3,40.4
155,창원,2021-01-17,-2.1,,2,30.9
155,창원,2021-01-18,-.3,0,1.3,53
155,창원,2021-01-19,-1.7,,1.6,30.3
155,창원,2021-01-20,1.8,,1.2,48.8
155,창원,2021-01-21,5.8,1.3,.9,73
155,창원,2021-01-22,8.1,.8,.8,87.3
155,창원,2021-01-23,9.5,0,1.7,71.1
155,창원,2021-01-24,8.5,0,1.7,57.8
155,창원,2021-01-25,8.3,,1.4,59.5
155,창원,2021-01-26,5.7,12.2,1.8,79.4
155,창원,2021-01-27,5.9,,1.6,40.9
155,창원,2021-01-28,2.7,0,2,43
155,창원,2021-01-29,-3.5,,2.4,29.6
155,창원,2021-01-30,2.2,,1.3,44.4
155,창원,2021-01-31,5.4,0,1.3,53.6
155,창원,2021-02-01,8.6,20.2,1,78.4
155,창원,2021-02-02,1.3,,2.1,27.4
155,창원,2021-02-03,-.8,,1.6,38.8
155,창원,2021-02-04,3.2,,1.8,38
155,창원,2021-02-05,2.9,,1.4,36
155,창원,2021-02-06,6.6,,1.1,54.8
155,창원,2021-02-07,8.8,,1.2,52.5
155,창원,2021-02-08,1.5,,2.6,26.3
155,창원,2021-02-09,.9,,1.7,33.4
155,창원,2021-02-10,4.6,,1.6,37.5
155,창원,2021-02-11,6.3,,1.1,56
155,창원,2021-02-12,8.1,,1,55.3
155,창원,2021-02-13,9.7,,1.1,49
155,창원,2021-02-14,8.9,12.3,.6,81.4
155,창원,2021-02-15,6.4,.1,2.2,54.5
155,창원,2021-02-16,.8,0,1.9,41.5
155,창원,2021-02-17,-4.3,,2.3,31.4
155,창원,2021-02-18,-3.4,,1.9,41.4
155,창원,2021-02-19,3.2,,1.6,46.1
155,창원,2021-02-20,11.1,,2.1,59.5
155,창원,2021-02-21,13.3,,2.2,57
155,창원,2021-02-22,14.1,,2.1,54.5
155,창원,2021-02-23,6.8,,2.6,18.9
155,창원,2021-02-24,5.6,,1.2,36
155,창원,2021-02-25,6.2,.8,1.4,70.1
155,창원,2021-02-26,8.1,3.5,2.8,62.3
155,창원,2021-02-27,7.1,,4.2,50
155,창원,2021-02-28,8,0,1.5,63
155,창원,2021-03-01,11.2,49.3,1.9,85.8
155,창원,2021-03-02,4.4,12.1,2.2,68.4
155,창원,2021-03-03,4.8,,1.5,59.6
155,창원,2021-03-04,6.4,2.8,.9,75.6
155,창원,2021-03-05,10.9,.1,1.3,72.4
155,창원,2021-03-06,8.3,,2.4,59.9
155,창원,2021-03-07,5.8,,1.8,63.1
155,창원,2021-03-08,7.2,,1.7,64.6
155,창원,2021-03-09,9,,1.1,57.3
155,창원,2021-03-10,9.8,,2.3,45.9
155,창원,2021-03-11,9.7,0,1.3,63.6
155,창원,2021-03-12,9.1,22.1,1.5,82.4
155,창원,2021-03-13,10,,1.6,60.5
155,창원,2021-03-14,10.1,,1.2,62.9
155,창원,2021-03-15,11.7,,1.5,62.8
155,창원,2021-03-16,15.7,2.2,1.3,54.3
155,창원,2021-03-17,10.4,,1.7,49.3
155,창원,2021-03-18,11,,1.6,63
155,창원,2021-03-19,12.2,,1.9,52.9
155,창원,2021-03-20,9.5,6.7,1.4,80.8
155,창원,2021-03-21,9.2,,1.9,49.5
155,창원,2021-03-22,7.6,,1.7,31.4
155,창원,2021-03-23,9.8,,1.8,48.3
155,창원,2021-03-24,11.7,,1.5,53.6
155,창원,2021-03-25,13.4,,1.7,50.9
155,창원,2021-03-26,14.4,,1.9,45.9
155,창원,2021-03-27,13.1,67.5,1.7,78.3
155,창원,2021-03-28,16,14.3,1.5,63.8
155,창원,2021-03-29,14.5,,1.2,48.8
155,창원,2021-03-30,14,,1.8,32.3
155,창원,2021-03-31,12.4,,1.5,61.4
155,창원,2021-04-01,14.5,,3,39.8
155,창원,2021-04-02,15.8,,2.4,57
155,창원,2021-04-03,15.4,38.7,1,84.8
155,창원,2021-04-04,11.3,14,2.6,77
155,창원,2021-04-05,10.7,,2.1,42.3
155,창원,2021-04-06,11.8,,1.3,45.6
155,창원,2021-04-07,14.7,,2,45.1
155,창원,2021-04-08,13.4,,1.9,57
155,창원,2021-04-09,10.8,0,2,60.5
155,창원,2021-04-10,9.6,,1.6,59.6
155,창원,2021-04-11,12.3,,1.3,48.6
155,창원,2021-04-12,12.5,26.1,1.2,82.1
155,창원,2021-04-13,15.7,6.7,1.4,54.3
155,창원,2021-04-14,10.3,,1.8,42.1
155,창원,2021-04-15,10.7,,1.4,46.5
155,창원,2021-04-16,13.7,,1.4,64.6
155,창원,2021-04-17,13.7,,1.7,46.1
155,창원,2021-04-18,11.7,,1.4,42.3
155,창원,2021-04-19,14.1,,1.2,39.5
155,창원,2021-04-20,17,,1.6,28.8
155,창원,2021-04-21,17.6,,1,41.9
155,창원,2021-04-22,19.1,0,1.1,40.5
155,창원,2021-04-23,17.8,0,2.5,36.4
155,창원,2021-04-24,15.1,,1.9,60.4
155,창원,2021-04-25,15.5,,2,55.1
155,창원,2021-04-26,12.7,,1.8,51.8
155,창원,2021-04-27,13.9,0,1.3,64
155,창원,2021-04-28,17.6,,1.4,64.5
155,창원,2021-04-29,16.5,0,1.6,55.6
155,창원,2021-04-30,16.8,1,1.8,40.3
155,창원,2021-05-01,11.4,10.6,1.3,65.9
155,창원,2021-05-02,12.7,0,1.5,56.4
155,창원,2021-05-03,14.5,,1.7,61.3
155,창원,2021-05-04,16.2,63.9,2.1,82.3
155,창원,2021-05-05,18.6,.4,1.6,39.3
155,창원,2021-05-06,15.6,,1.3,36.8
155,창원,2021-05-07,17.5,,1.9,53.6
155,창원,2021-05-08,15.9,,1.7,47.9
155,창원,2021-05-09,18.5,,1.2,37.6
155,창원,2021-05-10,17,0,1.3,45.9
155,창원,2021-05-11,16.7,,1.5,52.6
155,창원,2021-05-12,19.3,,1.8,50.3
155,창원,2021-05-13,19.3,,2,64.4
155,창원,2021-05-14,19,,1.3,75.9
155,창원,2021-05-15,18.9,9.2,.9,92.1
155,창원,2021-05-16,20.5,25.8,2,92.6
155,창원,2021-05-17,15.7,2,1.8,94.3
155,창원,2021-05-18,16.4,2.4,.9,90.9
155,창원,2021-05-19,20.3,,1.5,65
155,창원,2021-05-20,16.2,22.5,.7,89.8
155,창원,2021-05-21,18.3,0,1.5,62.4
155,창원,2021-05-22,19.5,,1.5,64
155,창원,2021-05-23,22.1,0,1.3,62
155,창원,2021-05-24,19.5,0,1.5,75.9
155,창원,2021-05-25,19.6,0,1.3,42
155,창원,2021-05-26,17.8,0,1.6,44.5
155,창원,2021-05-27,16.7,1,1,79.8
155,창원,2021-05-28,17,9.9,1.7,77.9
155,창원,2021-05-29,19.6,,1.3,57.9
155,창원,2021-05-30,19.5,,1.6,61.8
155,창원,2021-05-31,19.7,.2,1.4,61.3
155,창원,2021-06-01,20.3,,1.1,59.6
155,창원,2021-06-02,21,,1.1,61.6
155,창원,2021-06-03,18.8,18.9,.6,89.9
155,창원,2021-06-04,20.6,2.3,1.5,67
155,창원,2021-06-05,20.3,,1.9,67.8
155,창원,2021-06-06,21.8,,2,70.6
155,창원,2021-06-07,22.3,,1.3,69
155,창원,2021-06-08,22.9,,1.3,65.9
155,창원,2021-06-09,22.7,,1.3,60.3
155,창원,2021-06-10,21.8,0,1.5,72.9
155,창원,2021-06-11,20.4,59.2,1.6,92.4
155,창원,2021-06-12,22,13.5,.7,92.3
155,창원,2021-06-13,23.1,0,1.4,84.8
155,창원,2021-06-14,22.3,,1.3,81.6
155,창원,2021-06-15,21.1,18.3,.7,85.6
155,창원,2021-06-16,20.8,18.8,1.6,76.4
155,창원,2021-06-17,20.4,1.8,1.6,77.3
155,창원,2021-06-18,20.1,5,.9,88.4
155,창원,2021-06-19,23.2,,1.5,65.4
155,창원,2021-06-20,23.2,,1.2,70.4
155,창원,2021-06-21,23.5,,1.4,63.3
155,창원,2021-06-22,21.1,2.6,1.4,76.4
155,창원,2021-06-23,20.7,0,1.3,77.1
155,창원,2021-06-24,21.2,0,1.3,75.6
155,창원,2021-06-25,22.4,,1.4,73.6
155,창원,2021-06-26,22.4,0,1.2,74.4
155,창원,2021-06-27,23.5,,1.2,70.1
155,창원,2021-06-28,23.9,.2,1.1,69.1
155,창원,2021-06-29,23.3,,1.7,72.5
155,창원,2021-06-30,22.9,0,1.2,76.1
155,창원,2021-07-01,24.6,,1.1,71.8
155,창원,2021-07-02,24.9,,1.5,66.8
155,창원,2021-07-03,23.3,43.9,1.5,83.1
155,창원,2021-07-04,25.4,47.7,2.4,80.6
155,창원,2021-07-05,22.3,40.8,.7,91.4
155,창원,2021-07-06,23.3,148.7,1.4,91.5
155,창원,2021-07-07,24,152.7,1.2,91.8
155,창원,2021-07-08,24.5,22.3,1.4,89
155,창원,2021-07-09,25,18.2,1.1,86.5
155,창원,2021-07-10,26.1,0,1.5,81.4
155,창원,2021-07-11,27.4,0,1.5,78
155,창원,2021-07-12,27.9,0,1.6,78.5
155,창원,2021-07-13,27.8,0,1.7,80.4
155,창원,2021-07-14,28.4,0,1.4,78
155,창원,2021-07-15,28.1,,1.3,76.8
155,창원,2021-07-16,26,36.2,1.5,81.9
155,창원,2021-07-17,25.6,5,1.8,77.6
155,창원,2021-07-18,26.3,0,1.5,75.4
155,창원,2021-07-19,26.6,.9,.9,78.4
155,창원,2021-07-20,28.4,0,1.1,67.8
155,창원,2021-07-21,28.3,,1.7,64.1
155,창원,2021-07-22,28.2,,1.6,65.8
155,창원,2021-07-23,27.8,,1.3,69.9
155,창원,2021-07-24,28.3,,1.5,66.5
155,창원,2021-07-25,28.1,,1.9,64.9
155,창원,2021-07-26,27.4,,1.7,67.5
155,창원,2021-07-27,27.5,,1.5,73.1
155,창원,2021-07-28,27.3,,1.4,75.1
155,창원,2021-07-29,27.6,,1.3,72
155,창원,2021-07-30,28.2,,1.4,71.6
155,창원,2021-07-31,28.3,4.8,1.2,81.9
155,창원,2021-08-01,29.3,,1.3,76.1
155,창원,2021-08-02,28.7,,1.4,74.9
155,창원,2021-08-03,27.7,,1.4,77.8
155,창원,2021-08-04,29.7,,1.2,67
155,창원,2021-08-05,29.4,,1.4,68.4
155,창원,2021-08-06,29.8,,1.3,69.4
155,창원,2021-08-07,28.8,10.9,1.6,71.8
155,창원,2021-08-08,25.5,3.1,1,82.3
155,창원,2021-08-09,28,.4,2,64.8
155,창원,2021-08-10,26.3,1.9,2.1,77.4
155,창원,2021-08-11,25.4,,1.5,80.3
155,창원,2021-08-12,26.1,.2,1.3,77.1
155,창원,2021-08-13,25.8,.2,1.1,74.9
155,창원,2021-08-14,23.5,7.8,1,78.5
155,창원,2021-08-15,25,0,1.5,70.1
155,창원,2021-08-16,25.6,,2.1,64.1
155,창원,2021-08-17,24,9.4,1.4,72.4
155,창원,2021-08-18,24.6,0,1.2,69.1
155,창원,2021-08-19,25.1,3.7,1.2,70.5
155,창원,2021-08-20,24.9,0,1.6,78.9
155,창원,2021-08-21,23.7,168.2,1.9,87.8
155,창원,2021-08-22,26.2,2.1,1,79.6
155,창원,2021-08-23,24,131.8,1,91
155,창원,2021-08-24,25.1,44.2,1.4,89
155,창원,2021-08-25,24.6,24.6,1.1,91.5
155,창원,2021-08-26,26.4,,1.1,79.8
155,창원,2021-08-27,25.9,.6,1.5,82.1
155,창원,2021-08-28,26.2,.3,1,73.6
155,창원,2021-08-29,25.6,3.2,1,86
155,창원,2021-08-30,26.1,.4,.7,77.5
155,창원,2021-08-31,25.8,0,1.6,81
155,창원,2021-09-01,25.6,5.9,1.5,81.8
155,창원,2021-09-02,21.4,4.9,.9,87.3
155,창원,2021-09-03,21.8,.1,1.3,77.1
155,창원,2021-09-04,22.3,1.1,1.1,75.4
155,창원,2021-09-05,22.3,.1,1.1,71.3
155,창원,2021-09-06,21.8,2.1,1.2,78.3
155,창원,2021-09-07,23.2,.3,.8,83.4
155,창원,2021-09-08,23.8,,1,74
155,창원,2021-09-09,23.5,,1,75.8
155,창원,2021-09-10,21.8,.7,.6,81.5
155,창원,2021-09-11,23.5,,1.2,75.6
155,창원,2021-09-12,24,,1,73.1
155,창원,2021-09-13,23.8,,1.4,64
155,창원,2021-09-14,22.2,1.3,1.6,75
155,창원,2021-09-15,23.6,,2.6,56
155,창원,2021-09-16,21.9,2,1.3,69.8
155,창원,2021-09-17,20.9,17.1,1.7,78.5
155,창원,2021-09-18,22.4,,1.1,69.9
155,창원,2021-09-19,22.2,,1,69
155,창원,2021-09-20,22.6,,1.4,74.3
155,창원,2021-09-21,23.3,21.8,2,84.1
155,창원,2021-09-22,22,2.7,1.1,81.4
155,창원,2021-09-23,22.3,,1.1,59.8
155,창원,2021-09-24,21.1,,1.3,68.9
155,창원,2021-09-25,21.5,0,1.5,72.1
155,창원,2021-09-26,21.7,,1.6,66
155,창원,2021-09-27,21.5,,1.5,66
155,창원,2021-09-28,22.1,0,.8,73
