지점,지점명,일시,평균기온(°C),일강수량(mm),평균 풍속(m/s),평균 상대습도(%)
106,동해,2019-01-01,0,,2,25.1
106,동해,2019-01-02,.2,,2.4,22
106,동해,2019-01-03,.6,,1.7,25.9
106,동해,2019-01-04,3.3,,2.1,28.1
106,동해,2019-01-05,2.1,,2.7,41.6
106,동해,2019-01-06,1.5,,1.5,46.5
106,동해,2019-01-07,2.6,,2.1,23.8
106,동해,2019-01-08,1.5,,2.8,20.8
106,동해,2019-01-09,.2,,2,32.1
106,동해,2019-01-10,4.4,,2,19
106,동해,2019-01-11,3.2,,1.5,52.8
106,동해,2019-01-12,3.5,3.5,1.2,85.3
106,동해,2019-01-13,2.8,,1.9,72.6
106,동해,2019-01-14,4.1,,1.6,46
106,동해,2019-01-15,2.9,,3.1,39.6
106,동해,2019-01-16,-.5,,2.6,27.3
106,동해,2019-01-17,3.5,,3.3,30.9
106,동해,2019-01-18,3.8,,1.9,30.5
106,동해,2019-01-19,4.8,,1.4,36.9
106,동해,2019-01-20,4,,3.5,33
106,동해,2019-01-21,2.6,,3.8,32.8
106,동해,2019-01-22,5.3,,2.3,32
106,동해,2019-01-23,5.5,,2.6,37.9
106,동해,2019-01-24,3.1,,1.5,45
106,동해,2019-01-25,1.6,2.6,3.4,41.9
106,동해,2019-01-26,.5,0,3.4,38.1
106,동해,2019-01-27,3.4,,1.7,27.1
106,동해,2019-01-28,4.3,,3.2,32.6
106,동해,2019-01-29,2.8,,1.9,40.9
106,동해,2019-01-30,8,,1.8,20.9
106,동해,2019-01-31,2.4,8.2,2.1,67.8
106,동해,2019-02-01,.5,,2,39
106,동해,2019-02-02,4.1,,1.5,45.3
106,동해,2019-02-03,5.3,4.5,1.3,79.6
106,동해,2019-02-04,4.7,,2.4,23.8
106,동해,2019-02-05,6.1,,1.5,24.4
106,동해,2019-02-06,7.1,,2,53.5
106,동해,2019-02-07,3,1.1,3.8,64.5
106,동해,2019-02-08,-.9,,1.8,43.1
106,동해,2019-02-09,.1,,2.9,38.1
106,동해,2019-02-10,-.2,0,1.2,59.8
106,동해,2019-02-11,1.7,,2.7,23.3
106,동해,2019-02-12,1,,1.4,37.4
106,동해,2019-02-13,1.2,,3.2,34.4
106,동해,2019-02-14,-.2,3.3,1,79
106,동해,2019-02-15,4.1,,1.9,52.5
106,동해,2019-02-16,1.1,,2.5,44.9
106,동해,2019-02-17,2,,1.6,37
106,동해,2019-02-18,5.4,,1.5,37.9
106,동해,2019-02-19,4.4,6.3,1.3,76.4
106,동해,2019-02-20,3.9,,2.4,53.1
106,동해,2019-02-21,4.2,,1.8,62.6
106,동해,2019-02-22,5.3,,2.1,62.4
106,동해,2019-02-23,5.8,.2,2,59.8
106,동해,2019-02-24,7.9,,1.9,50.4
106,동해,2019-02-25,7.8,,2.3,43.1
106,동해,2019-02-26,5.7,,2.8,58.1
106,동해,2019-02-27,8.1,,1.8,62.5
106,동해,2019-02-28,7.1,,2.2,55.6
106,동해,2019-03-01,6.2,,1.7,55.3
106,동해,2019-03-02,7.5,,1.9,55.9
106,동해,2019-03-03,8.7,,1.7,61.4
106,동해,2019-03-04,8.3,,1.3,66.1
106,동해,2019-03-05,10.7,,1.6,47.9
106,동해,2019-03-06,9.6,.1,2,52.6
106,동해,2019-03-07,5.6,9.5,3.1,73.4
106,동해,2019-03-08,7.9,,2.1,55
106,동해,2019-03-09,11,,1.2,23.6
106,동해,2019-03-10,8.7,3.9,2.7,55
106,동해,2019-03-11,8,,1.6,54.4
106,동해,2019-03-12,7.6,0,4.2,43
106,동해,2019-03-13,4.7,,4.5,23.1
106,동해,2019-03-14,6.1,,2.7,29.1
106,동해,2019-03-15,5.7,15,2,61.1
106,동해,2019-03-16,5.8,.2,2,59.4
106,동해,2019-03-17,6.4,,2.6,49
106,동해,2019-03-18,10.8,,2,32.3
106,동해,2019-03-19,15,,1.8,32
106,동해,2019-03-20,13.7,8.7,1.4,59.9
106,동해,2019-03-21,11.1,2.5,3,65.3
106,동해,2019-03-22,5.6,,2.6,54.6
106,동해,2019-03-23,5.5,.8,2.9,36.5
106,동해,2019-03-24,6.5,,2.4,34.4
106,동해,2019-03-25,11.2,,1.9,38.1
106,동해,2019-03-26,11.4,,2.7,45.5
106,동해,2019-03-27,13,0,5.1,56.5
106,동해,2019-03-28,5.4,8.1,1.7,89.3
106,동해,2019-03-29,7.7,,2.4,68.4
106,동해,2019-03-30,7.4,2.7,2.5,67.6
106,동해,2019-03-31,6.2,,3.8,46.6
106,동해,2019-04-01,5.6,,3.3,33.8
106,동해,2019-04-02,7,,3,40.1
106,동해,2019-04-03,9.2,,3.2,35
106,동해,2019-04-04,14.9,,6.3,17.8
106,동해,2019-04-05,12.2,,3.9,43.4
106,동해,2019-04-06,10.8,.6,1.3,46.5
106,동해,2019-04-07,10.7,0,2.4,54.9
