瘤痢,瘤痢疙,老矫,乞闭扁柯(∑C),老碍荐樊(mm),乞闭 浅加(m/s),乞闭 惑措嚼档(%)
127,面林,2017-01-01,1.2,,.6,83.8
127,面林,2017-01-02,3.6,.1,.8,79.6
127,面林,2017-01-03,.9,,1,71.5
127,面林,2017-01-04,2.2,,.7,71.9
127,面林,2017-01-05,3.7,,1.5,66
127,面林,2017-01-06,4.3,,1.6,62.6
127,面林,2017-01-07,2,,.6,76.9
127,面林,2017-01-08,6.7,,1,64
127,面林,2017-01-09,2.9,0,2.9,64.9
127,面林,2017-01-10,-1.9,,2.7,50.8
127,面林,2017-01-11,-4.1,,1.9,48
127,面林,2017-01-12,-1.3,2,1.9,63.1
127,面林,2017-01-13,-5.5,0,2.1,51.8
127,面林,2017-01-14,-8,,3,39.3
127,面林,2017-01-15,-8.9,,1.2,49.9
127,面林,2017-01-16,-7,,.8,62
127,面林,2017-01-17,-5.2,,.7,63.4
127,面林,2017-01-18,-1.9,,.6,68.8
127,面林,2017-01-19,-.7,,.7,69.9
127,面林,2017-01-20,-4.3,2.1,2,73.8
127,面林,2017-01-21,-4.9,.7,.6,73.9
127,面林,2017-01-22,-6.5,1.2,3.1,52.9
127,面林,2017-01-23,-10.2,,1.5,59
127,面林,2017-01-24,-8.8,,1,57.4
127,面林,2017-01-25,-7.7,,.9,60
127,面林,2017-01-26,-4.5,,.8,58.5
127,面林,2017-01-27,-1,2,2.5,54
127,面林,2017-01-28,-2.4,,.5,59.4
127,面林,2017-01-29,.8,7.9,.3,78.8
127,面林,2017-01-30,-3.5,2,2.5,73
127,面林,2017-01-31,-6.6,,.9,65.3
127,面林,2017-02-01,-4.1,,1.8,55.1
127,面林,2017-02-02,-3.4,,1.3,53.5
127,面林,2017-02-03,.9,,.9,64.4
127,面林,2017-02-04,.5,,.5,68.5
127,面林,2017-02-05,2,.2,1.6,72.3
127,面林,2017-02-06,-1.1,,2.5,55.9
127,面林,2017-02-07,-2.5,,.6,67.4
127,面林,2017-02-08,-1.3,,1.3,55.9
127,面林,2017-02-09,-4,,3.4,50.1
127,面林,2017-02-10,-5.6,,3.7,44.5
127,面林,2017-02-11,-5.4,,2.1,52
127,面林,2017-02-12,-3.1,,1.3,57
127,面林,2017-02-13,-1.2,,.8,66
127,面林,2017-02-14,0,,1,64.1
127,面林,2017-02-15,0,,.8,53
127,面林,2017-02-16,4.7,.1,1.1,60.1
127,面林,2017-02-17,4,2.4,3.1,62
127,面林,2017-02-18,-1.9,,2.3,46.1
127,面林,2017-02-19,2.3,4,1.1,59.4
127,面林,2017-02-20,1.3,12.2,2.9,62.8
127,面林,2017-02-21,-.7,,.8,54.5
