瘤痢,瘤痢疙,老矫,乞闭扁柯(∑C),老碍荐樊(mm),乞闭 浅加(m/s),乞闭 惑措嚼档(%)
127,面林,2020-01-01,-3.8,,.2,67.3
127,面林,2020-01-02,0,,.4,81
127,面林,2020-01-03,-.2,,1.1,70.1
127,面林,2020-01-04,-1.8,,.8,77
127,面林,2020-01-05,-1.9,,.6,73.9
127,面林,2020-01-06,2,3.3,1.9,82.8
127,面林,2020-01-07,8,48,1.9,96.1
127,面林,2020-01-08,3.8,3.2,3.1,88.8
127,面林,2020-01-09,-.2,,2.2,72.1
127,面林,2020-01-10,-2,0,.6,83
127,面林,2020-01-11,-1.4,,.6,79.1
127,面林,2020-01-12,-.2,,1.7,70.1
127,面林,2020-01-13,-1.6,,2.1,62.3
127,面林,2020-01-14,-3.4,,.8,66.1
127,面林,2020-01-15,-3.6,,1.1,64.8
127,面林,2020-01-16,-3.3,,.6,67.1
127,面林,2020-01-17,-2.6,,.5,68.5
127,面林,2020-01-18,-1.2,,.8,63.5
127,面林,2020-01-19,-.3,0,.8,75.4
127,面林,2020-01-20,.9,0,2.1,63.3
127,面林,2020-01-21,-2.3,,.9,53.9
127,面林,2020-01-22,.7,,.4,63.6
127,面林,2020-01-23,3.4,,.8,64.6
127,面林,2020-01-24,1.3,,.6,76.4
127,面林,2020-01-25,2.3,,.6,81.3
127,面林,2020-01-26,4.7,,1.8,68.3
127,面林,2020-01-27,5.4,5.5,2.8,68.4
127,面林,2020-01-28,4.8,.1,.6,78.9
127,面林,2020-01-29,4,0,1.3,69.5
127,面林,2020-01-30,4.4,0,1.4,64
127,面林,2020-01-31,3,.1,1.1,74
127,面林,2020-02-01,1.3,,.8,77.8
127,面林,2020-02-02,.9,,.7,74
127,面林,2020-02-03,.1,,2.1,55.5
127,面林,2020-02-04,-1.4,.8,1.2,64.5
127,面林,2020-02-05,-6.2,.1,2.6,47.9
127,面林,2020-02-06,-6.6,,.8,57.1
127,面林,2020-02-07,-3.1,,.9,59.3
127,面林,2020-02-08,0,,1.7,58.4
127,面林,2020-02-09,-2,,1.1,61.5
127,面林,2020-02-10,2.4,,.9,60.4
127,面林,2020-02-11,3.8,,.7,56.9
127,面林,2020-02-12,5.8,12,.5,88.5
127,面林,2020-02-13,7.6,.2,1.1,84.1
127,面林,2020-02-14,5,,.5,88
127,面林,2020-02-15,8.5,.5,1.4,75.3
127,面林,2020-02-16,.1,9.7,3.1,86.1
127,面林,2020-02-17,-4.6,.2,3.5,67.1
127,面林,2020-02-18,-4.2,,1.5,59.5
127,面林,2020-02-19,-.6,,.7,68.1
127,面林,2020-02-20,2.5,,.6,72.6
127,面林,2020-02-21,4.8,1.3,.6,72
127,面林,2020-02-22,4.8,3.8,3.6,63.6
127,面林,2020-02-23,1.3,,1.5,55.6
127,面林,2020-02-24,4.7,,.7,55.9
127,面林,2020-02-25,6.1,29.4,2.1,81.9
127,面林,2020-02-26,6.4,0,.9,73.9
127,面林,2020-02-27,5.5,0,1.9,60.9
127,面林,2020-02-28,2.9,3.9,.4,89.1
127,面林,2020-02-29,6.2,,.7,80.9
127,面林,2020-03-01,5.9,,1.3,78.8
127,面林,2020-03-02,4.2,,2.1,61.3
127,面林,2020-03-03,6,0,1.4,65.5
127,面林,2020-03-04,2.5,,3.5,58.5
127,面林,2020-03-05,1,,1.8,55.5
127,面林,2020-03-06,2,,.7,55.3
127,面林,2020-03-07,4.4,,.9,64.8
127,面林,2020-03-08,6.9,,.8,61.5
127,面林,2020-03-09,8.9,.2,.9,59.6
127,面林,2020-03-10,6.6,12.7,1.8,88.5
127,面林,2020-03-11,3.3,,2.8,54.1
127,面林,2020-03-12,4.9,,1.3,54.3
127,面林,2020-03-13,5.7,,1.8,50.5
127,面林,2020-03-14,4,,2.2,46.5
127,面林,2020-03-15,4.1,,3.1,54.3
127,面林,2020-03-16,3.1,,1.4,53.5
127,面林,2020-03-17,4.4,0,.8,74.8
127,面林,2020-03-18,7.7,,1.1,56.5
127,面林,2020-03-19,8.4,,4.4,52.1
127,面林,2020-03-20,7.9,,2.1,45.8
127,面林,2020-03-21,12.5,,1.2,54.5
127,面林,2020-03-22,12.2,,2.2,52.4
127,面林,2020-03-23,9.2,,1.8,45.8
127,面林,2020-03-24,9.1,,1,49.6
127,面林,2020-03-25,11.6,,.9,48.5
127,面林,2020-03-26,14,0,1.4,61.1
127,面林,2020-03-27,11.4,7.8,1.6,81.3
127,面林,2020-03-28,6.6,,1.2,48.5
127,面林,2020-03-29,7.6,,1.3,56.3
127,面林,2020-03-30,10.4,,1.1,53.1
127,面林,2020-03-31,10.8,,1,49.1
127,面林,2020-04-01,10.6,,1.7,46
127,面林,2020-04-02,8.3,,1.5,49.3
127,面林,2020-04-03,8.5,,1.7,41.8
127,面林,2020-04-04,7.5,,1.9,45.1
127,面林,2020-04-05,5.7,,1.6,36.6
127,面林,2020-04-06,8.4,,1.6,42
127,面林,2020-04-07,10.7,,1.9,47.6
127,面林,2020-04-08,8.3,,2.3,39.6
127,面林,2020-04-09,8.2,,1.6,50.4
127,面林,2020-04-10,10.1,,1.2,51.8
127,面林,2020-04-11,9.3,,1.4,52.6
127,面林,2020-04-12,8.4,,2.4,61.4
127,面林,2020-04-13,9.4,,1.9,40.8
127,面林,2020-04-14,11.2,,1.6,38.3
127,面林,2020-04-15,11.7,,1.1,42.9
127,面林,2020-04-16,14.9,,2.3,44.4
127,面林,2020-04-17,12.1,6.4,2.1,72.5
127,面林,2020-04-18,12.6,5.8,1.3,69.8
127,面林,2020-04-19,10.9,13.4,1.7,76.4
127,面林,2020-04-20,10.1,.2,1.9,77.8
127,面林,2020-04-21,7.2,,4,52.3
127,面林,2020-04-22,6.2,.1,4.1,47.6
127,面林,2020-04-23,7.4,,3.3,46.4
127,面林,2020-04-24,9.8,,3.1,45.6
127,面林,2020-04-25,15.1,,3.3,38.6
127,面林,2020-04-26,11.1,,1.7,50.3
127,面林,2020-04-27,10.8,,1.7,50
127,面林,2020-04-28,12,,1.7,49
127,面林,2020-04-29,14.3,,1.3,53.9
127,面林,2020-04-30,16,,1.4,59.3
127,面林,2020-05-01,21.5,,1.6,65.6
127,面林,2020-05-02,21,0,.9,75.1
127,面林,2020-05-03,17.9,2.8,1.8,82.5
127,面林,2020-05-04,19.6,,1.4,71.3
127,面林,2020-05-05,15.5,5.8,1,83.1
127,面林,2020-05-06,18.4,,1.4,62
127,面林,2020-05-07,18.3,,2.3,35.6
127,面林,2020-05-08,18.2,2.2,1.5,40.8
127,面林,2020-05-09,16.1,12.1,2.1,88.3
127,面林,2020-05-10,14.5,2.2,1.1,89
127,面林,2020-05-11,17.7,0,2,60
127,面林,2020-05-12,15.6,1.1,2.6,64.1
127,面林,2020-05-13,15,,2.1,53.3
127,面林,2020-05-14,18.5,,1,46
127,面林,2020-05-15,16.1,17.3,2.4,78
127,面林,2020-05-16,18.3,,.8,82.5
127,面林,2020-05-17,21.3,,1,73.6
127,面林,2020-05-18,20.3,53.7,2.5,74.3
127,面林,2020-05-19,12.3,6.3,1.4,80.5
127,面林,2020-05-20,11.8,,1,75.4
127,面林,2020-05-21,15.9,,1.1,64.4
127,面林,2020-05-22,18.4,0,2.1,66.9
127,面林,2020-05-23,20,0,1.6,60.5
127,面林,2020-05-24,19.2,6.1,1.9,72.5
127,面林,2020-05-25,15.6,,.9,84.6
127,面林,2020-05-26,18.1,0,1.5,70.8
127,面林,2020-05-27,17.9,0,1.7,63.1
127,面林,2020-05-28,17.5,.1,1.2,65.9
127,面林,2020-05-29,19.8,,1.2,62.3
127,面林,2020-05-30,21.4,,1.1,55.9
127,面林,2020-05-31,21.6,0,1.5,58.9
127,面林,2020-06-01,19.7,1,2.8,60.3
127,面林,2020-06-02,18.8,,1.1,58.1
127,面林,2020-06-03,21.8,.4,1,72.8
127,面林,2020-06-04,25,,1.9,66.6
127,面林,2020-06-05,24.1,,1.4,66.3
127,面林,2020-06-06,23.7,,1.8,57.1
127,面林,2020-06-07,22.7,,1.2,58.5
127,面林,2020-06-08,24.9,,1.1,67.6
127,面林,2020-06-09,26,,1.2,61.9
127,面林,2020-06-10,25.7,31,1.2,65.4
127,面林,2020-06-11,25.4,7.9,1.1,75.6
127,面林,2020-06-12,23.6,1.4,.8,82.3
127,面林,2020-06-13,25,2.9,1.6,70.5
127,面林,2020-06-14,23.9,7.5,2.1,78.1
127,面林,2020-06-15,22.4,,1.8,65.5
127,面林,2020-06-16,22.1,,1.1,68.4
127,面林,2020-06-17,23.2,,1.2,67.3
127,面林,2020-06-18,21,,.8,75
127,面林,2020-06-19,22.3,,1.4,74.3
127,面林,2020-06-20,24.7,,1.7,67.3
127,面林,2020-06-21,25.7,,1,66.5
127,面林,2020-06-22,27.1,,1.3,63.3
127,面林,2020-06-23,26.6,,1.3,62.5
127,面林,2020-06-24,22.4,9.3,2.1,74
127,面林,2020-06-25,21.3,1.6,.8,90.3
127,面林,2020-06-26,22.1,.1,2,79.3
127,面林,2020-06-27,23.2,,.9,75
127,面林,2020-06-28,23.9,,1.3,73.3
127,面林,2020-06-29,22.5,20.6,2,78.9
127,面林,2020-06-30,20,28.4,1.9,89.9
127,面林,2020-07-01,18.9,10.5,1,87.9
127,面林,2020-07-02,23.6,,1.1,70.6
127,面林,2020-07-03,21.5,.5,1.5,74.5
127,面林,2020-07-04,22.1,1.1,1.2,74.1
127,面林,2020-07-05,23.4,,1,75.6
127,面林,2020-07-06,24.2,,1.3,75.4
127,面林,2020-07-07,24,0,1.4,76.8
127,面林,2020-07-08,24.9,,1.2,73
127,面林,2020-07-09,26.4,,1.5,67.1
127,面林,2020-07-10,25,.9,2.1,74
127,面林,2020-07-11,24.9,0,1.5,70.4
127,面林,2020-07-12,22,7.6,2.4,77.8
127,面林,2020-07-13,19.1,65.6,2.9,84
127,面林,2020-07-14,19.7,6.5,1.1,84.8
127,面林,2020-07-15,20.5,3.1,1,82.8
127,面林,2020-07-16,22.8,,.8,78.6
127,面林,2020-07-17,24.6,.1,1.1,75.9
127,面林,2020-07-18,24.6,,1.4,69.8
127,面林,2020-07-19,24.7,2.1,2.9,76.8
127,面林,2020-07-20,24.4,17,1.7,86
127,面林,2020-07-21,24.9,,.9,74.1
127,面林,2020-07-22,22.5,30.6,1.1,92.1
127,面林,2020-07-23,21.1,51.4,3.2,88.9
127,面林,2020-07-24,21.8,3.5,2.5,82.3
127,面林,2020-07-25,22.5,4.2,1,89.1
127,面林,2020-07-26,22.7,1,.6,89.1
127,面林,2020-07-27,23.4,7,1.2,87.9
127,面林,2020-07-28,23.3,6.7,1.3,90.4
127,面林,2020-07-29,23.5,82.3,1.3,92.4
127,面林,2020-07-30,24.2,50.5,1.1,91.1
127,面林,2020-07-31,25.9,,.8,84.9
127,面林,2020-08-01,26,21.4,1,83.9
127,面林,2020-08-02,24.7,17.1,1,91.8
127,面林,2020-08-03,24.3,84.2,1.1,89.9
127,面林,2020-08-04,26.6,51.9,1.4,85.5
127,面林,2020-08-05,25.5,44.7,1.2,91.3
127,面林,2020-08-06,24.6,24.2,2.2,89.3
127,面林,2020-08-07,22.4,4.7,.8,94.9
127,面林,2020-08-08,23,26.4,1.4,93.8
127,面林,2020-08-09,25.1,25.7,1,90.3
127,面林,2020-08-10,25,16,1,92.9
127,面林,2020-08-11,24.2,61.8,1,94.9
127,面林,2020-08-12,25.1,.5,.5,94.6
127,面林,2020-08-13,27.8,,.9,82.6
127,面林,2020-08-14,28.4,0,2,78.8
127,面林,2020-08-15,26.8,23.5,1.4,86.1
127,面林,2020-08-16,27.3,,1.3,80.5
127,面林,2020-08-17,27.1,,.9,79.9
127,面林,2020-08-18,26.8,,.9,81
127,面林,2020-08-19,26.9,,1.1,80.1
127,面林,2020-08-20,27.2,,.9,78
127,面林,2020-08-21,27.6,,.9,79.1
127,面林,2020-08-22,25.4,13.4,1.4,84
127,面林,2020-08-23,24.8,,1,81
127,面林,2020-08-24,26.9,0,1,77.1
127,面林,2020-08-25,28.3,,1,75.1
127,面林,2020-08-26,29,.3,2.9,69.8
127,面林,2020-08-27,27.9,5,2.2,79.1
127,面林,2020-08-28,27.1,46.7,.9,86
127,面林,2020-08-29,25.8,37.6,.7,89.8
127,面林,2020-08-30,26.5,.5,.9,83.8
127,面林,2020-08-31,25.6,,1.8,78.1
127,面林,2020-09-01,25.9,0,2,72.8
127,面林,2020-09-02,24,18.9,.8,93
127,面林,2020-09-03,23.4,46,3.4,77
127,面林,2020-09-04,22.6,,1.6,71.8
127,面林,2020-09-05,19.9,,.8,84.1
127,面林,2020-09-06,20.1,11,2.6,78.5
127,面林,2020-09-07,18.9,34.1,2.6,88.1
127,面林,2020-09-08,22.5,0,2.8,74.9
127,面林,2020-09-09,20.8,15.8,1.3,81.6
127,面林,2020-09-10,21.4,,.8,81.4
127,面林,2020-09-11,21,.3,2.3,74.9
127,面林,2020-09-12,19.3,4,1.9,82.1
127,面林,2020-09-13,20,,1,77.1
127,面林,2020-09-14,19.7,,.8,84.8
127,面林,2020-09-15,22,,1,76.3
127,面林,2020-09-16,20.9,3.4,.9,88.6
127,面林,2020-09-17,20.2,0,.8,87
127,面林,2020-09-18,19.2,0,1.4,73.3
127,面林,2020-09-19,17.2,12.9,.9,86.9
127,面林,2020-09-20,16.1,,1.1,75.3
127,面林,2020-09-21,15.5,,.7,80.1
127,面林,2020-09-22,17.6,,1.7,69.3
127,面林,2020-09-23,18.3,,2.3,65.4
127,面林,2020-09-24,19,,2.2,67.6
127,面林,2020-09-25,17.7,,1.3,73.4
127,面林,2020-09-26,16.8,,1.3,75.3
127,面林,2020-09-27,17,,1,76.1
127,面林,2020-09-28,16.4,,.8,77
127,面林,2020-09-29,16.2,,.8,80.3
127,面林,2020-09-30,17.3,,.7,79
127,面林,2020-10-01,18.6,,1.1,75.8
127,面林,2020-10-02,19.4,.2,1.3,74.5
127,面林,2020-10-03,17.4,10.4,.6,91
127,面林,2020-10-04,16.7,.1,1.7,72.5
127,面林,2020-10-05,11.5,,1.6,68.3
127,面林,2020-10-06,11,,.9,75.8
127,面林,2020-10-07,15.1,,1.3,67.1
127,面林,2020-10-08,14.6,,1.8,64.6
127,面林,2020-10-09,14.6,,1.6,67.8
127,面林,2020-10-10,15.4,,1.4,67.9
127,面林,2020-10-11,15,0,1.2,75.8
127,面林,2020-10-12,15.2,0,1,77.3
127,面林,2020-10-13,10.9,,1,74.5
127,面林,2020-10-14,10.4,0,1,72.4
127,面林,2020-10-15,9.2,,.8,70.4
127,面林,2020-10-16,9.4,,.7,78.6
127,面林,2020-10-17,9.9,,.8,78.9
127,面林,2020-10-18,9.5,,.9,79
127,面林,2020-10-19,10.8,,.7,78.3
127,面林,2020-10-20,11.1,,.7,76.6
127,面林,2020-10-21,11,,.7,85.5
127,面林,2020-10-22,12.4,,1.2,73
127,面林,2020-10-23,6.8,,1.8,63.6
127,面林,2020-10-24,5.8,,1.8,60.6
127,面林,2020-10-25,8,,1.1,74.5
127,面林,2020-10-26,9.1,,.8,77.9
127,面林,2020-10-27,9.7,,.7,81.3
127,面林,2020-10-28,11.7,,1.1,68.4
127,面林,2020-10-29,7.2,,1,64.3
127,面林,2020-10-30,8.4,,.8,68.8
127,面林,2020-10-31,10.3,0,.8,70.8
127,面林,2020-11-01,11.5,2.3,.6,88.8
127,面林,2020-11-02,9.8,,1.2,65.1
127,面林,2020-11-03,4.8,.6,2.4,52
127,面林,2020-11-04,2,,1.2,54.1
127,面林,2020-11-05,6,,.7,62.9
127,面林,2020-11-06,11.2,0,.5,68.4
127,面林,2020-11-07,12.4,0,1.4,69.1
127,面林,2020-11-08,8.1,,2.2,50.1
127,面林,2020-11-09,4.4,,1.3,47.6
127,面林,2020-11-10,4.9,,1.2,59.4
127,面林,2020-11-11,5.2,,.7,67.5
127,面林,2020-11-12,5.9,,.7,66.6
127,面林,2020-11-13,6.9,,.7,74.8
127,面林,2020-11-14,8.6,,.8,75.5
127,面林,2020-11-15,8.8,,.9,77.9
127,面林,2020-11-16,8.4,,.5,82
127,面林,2020-11-17,13.2,.5,.9,78.6
127,面林,2020-11-18,16.4,3.4,1.3,84.8
127,面林,2020-11-19,16.2,19.9,2.8,78.5
127,面林,2020-11-20,4.9,0,3.1,74
127,面林,2020-11-21,6.7,0,1.4,69.4
127,面林,2020-11-22,6.9,3.3,2,78.9
127,面林,2020-11-23,1.8,,1.4,64.9
127,面林,2020-11-24,2.1,,.7,68.3
127,面林,2020-11-25,2.2,,.9,70.6
127,面林,2020-11-26,3.4,,.7,74.3
127,面林,2020-11-27,3.8,,2.3,65.6
127,面林,2020-11-28,.1,,1.7,55
127,面林,2020-11-29,.3,,1.4,65.5
127,面林,2020-11-30,-1.3,,1.2,65.5
127,面林,2020-12-01,-1.5,,.7,63.6
127,面林,2020-12-02,1.1,,.8,62.4
127,面林,2020-12-03,-.6,,1.4,58.3
127,面林,2020-12-04,-2.9,,.9,64.4
127,面林,2020-12-05,-1.3,,.7,75.9
127,面林,2020-12-06,.6,,.9,77.4
127,面林,2020-12-07,1.3,,1.2,67.9
127,面林,2020-12-08,-2.8,,1,60.8
127,面林,2020-12-09,-1.8,,.7,66.5
127,面林,2020-12-10,2.7,,.6,69.8
127,面林,2020-12-11,3.1,,.6,77
127,面林,2020-12-12,1.7,0,1.3,57.8
127,面林,2020-12-13,-2.3,8.1,1.2,76.8
127,面林,2020-12-14,-8,,2.1,48.4
127,面林,2020-12-15,-10.4,,1.5,49.1
127,面林,2020-12-16,-11.1,,1.5,56.6
127,面林,2020-12-17,-9.9,,.8,62.8
127,面林,2020-12-18,-3.4,1,.9,70.3
127,面林,2020-12-19,-8,,1.3,56.9
127,面林,2020-12-20,-7.8,,1,63.6
127,面林,2020-12-21,-5.6,,.7,73.5
127,面林,2020-12-22,-2.8,.1,.6,81.9
127,面林,2020-12-23,.5,,.4,81.6
127,面林,2020-12-24,2.4,0,2,65.3
127,面林,2020-12-25,-2,,1.7,60
127,面林,2020-12-26,-.5,,.8,78
127,面林,2020-12-27,1.3,,.5,79.9
127,面林,2020-12-28,3.1,,.5,70.1
127,面林,2020-12-29,-.4,1.9,1.2,82.4
127,面林,2020-12-30,-9.3,0,4.1,53
127,面林,2020-12-31,-9.7,0,1.5,59.5
