瘤痢,瘤痢疙,老矫,乞闭扁柯(∑C),老碍荐樊(mm),乞闭 浅加(m/s),乞闭 惑措嚼档(%)
272,康林,2021-01-01,-3.8,0,4.2,57.6
272,康林,2021-01-02,-3.4,,4.8,42.4
272,康林,2021-01-03,-4,,6,41.8
272,康林,2021-01-04,-3.1,,2.4,47.6
272,康林,2021-01-05,-3.1,,4.7,45.5
272,康林,2021-01-06,-7.7,0,3.6,47.6
272,康林,2021-01-07,-12.6,.9,7.6,36.6
272,康林,2021-01-08,-12.9,,6.6,40.8
272,康林,2021-01-09,-10.8,,5.3,41.9
272,康林,2021-01-10,-7.9,,3.3,48.3
272,康林,2021-01-11,-8.4,,1.1,66
272,康林,2021-01-12,-5.5,0,1.3,66.9
272,康林,2021-01-13,2.6,,2,67
272,康林,2021-01-14,1.4,,2.4,49.5
272,康林,2021-01-15,2.6,,2.3,65
272,康林,2021-01-16,-2,,5.3,56.3
272,康林,2021-01-17,-5.7,.1,4.3,49.9
272,康林,2021-01-18,-4.9,5,2.7,74.4
272,康林,2021-01-19,-8.5,,1.8,58.9
272,康林,2021-01-20,-5.8,,1.4,67
272,康林,2021-01-21,-.5,2,1.1,76.6
272,康林,2021-01-22,5.3,.6,1.1,92.6
272,康林,2021-01-23,5,,2,84.1
272,康林,2021-01-24,3.6,,1.8,79.6
272,康林,2021-01-25,2.7,,1.5,82.1
272,康林,2021-01-26,4.2,2.5,2.2,87
272,康林,2021-01-27,2.8,,3.4,53
272,康林,2021-01-28,-3,.3,4.4,63.3
272,康林,2021-01-29,-7.6,,7.4,34.1
272,康林,2021-01-30,-2.3,,2.9,49.3
272,康林,2021-01-31,0,,1.5,56.1
272,康林,2021-02-01,3.3,7.1,2.1,88.9
272,康林,2021-02-02,-3.7,,6.9,39.4
272,康林,2021-02-03,-3.9,0,4.3,46
272,康林,2021-02-04,-1.6,.4,6,43
272,康林,2021-02-05,.3,,1.9,49.6
272,康林,2021-02-06,3.5,,1.8,61.5
272,康林,2021-02-07,5.6,,4.9,56.4
272,康林,2021-02-08,-2,,5.7,39.5
272,康林,2021-02-09,-.6,,4.9,39.9
272,康林,2021-02-10,1.9,,4,62.1
272,康林,2021-02-11,2.5,,1.3,68.4
272,康林,2021-02-12,4.9,,1.5,56.3
272,康林,2021-02-13,4.1,,1.5,54
272,康林,2021-02-14,6.6,.3,1,63.9
272,康林,2021-02-15,2.5,.3,6.9,65.8
272,康林,2021-02-16,-4.5,.1,6.1,52.8
272,康林,2021-02-17,-8.1,,7.6,45.4
272,康林,2021-02-18,-6.6,,5.6,45.4
272,康林,2021-02-19,.8,,4.2,55.8
272,康林,2021-02-20,6.6,,3.9,56.5
272,康林,2021-02-21,11,,2.4,47.1
272,康林,2021-02-22,10,,4.7,47
272,康林,2021-02-23,2.5,,5.4,29.6
272,康林,2021-02-24,2.3,,1.5,49.8
272,康林,2021-02-25,2.9,,1.3,73.3
272,康林,2021-02-26,4.6,,2.3,62.3
272,康林,2021-02-27,3.5,,2.5,68.3
272,康林,2021-02-28,4.8,0,1.5,70.6
272,康林,2021-03-01,6,77,1.1,96.4
272,康林,2021-03-02,1.4,3.1,1.4,81
272,康林,2021-03-03,1.4,,1.1,81.9
272,康林,2021-03-04,3.8,1,1,84.3
272,康林,2021-03-05,7.4,,1.8,78.1
272,康林,2021-03-06,4.2,,2,72
272,康林,2021-03-07,4.2,,1.4,69.1
272,康林,2021-03-08,5,,1.2,70
272,康林,2021-03-09,7.4,,2.9,58.9
272,康林,2021-03-10,6.4,,2.1,61.6
272,康林,2021-03-11,7.6,,1.5,63.1
272,康林,2021-03-12,7.5,11.8,1.2,81.8
272,康林,2021-03-13,8,,2.2,69
272,康林,2021-03-14,8,,2.7,70.9
272,康林,2021-03-15,9.8,,1.6,62.1
272,康林,2021-03-16,11.4,0,5.3,49.6
272,康林,2021-03-17,8.1,,1.5,59.9
272,康林,2021-03-18,9,,1.4,71.1
272,康林,2021-03-19,9.9,,1.8,63.8
272,康林,2021-03-20,7.6,2.3,1.4,93.4
272,康林,2021-03-21,6.1,0,6,64.9
272,康林,2021-03-22,6,,5.3,41.6
272,康林,2021-03-23,9.3,,3.4,43.5
272,康林,2021-03-24,11,,2.8,38.6
272,康林,2021-03-25,13.1,,3.4,43.3
272,康林,2021-03-26,12.2,,1.8,43.8
272,康林,2021-03-27,10,42.3,1.2,80.5
272,康林,2021-03-28,11,6.7,3.1,84.5
272,康林,2021-03-29,11.8,,5.3,46.3
272,康林,2021-03-30,11.9,,3.4,33.1
272,康林,2021-03-31,11.6,,1.6,51.5
272,康林,2021-04-01,11.3,,2.5,51.6
272,康林,2021-04-02,13.9,,1.7,55.8
272,康林,2021-04-03,13.1,51.8,.8,87.1
272,康林,2021-04-04,8.9,14.8,1.5,81
272,康林,2021-04-05,8,,1.3,61.3
272,康林,2021-04-06,11.9,,3,50.1
272,康林,2021-04-07,13.9,,3.4,41.4
272,康林,2021-04-08,13.1,,3.5,39.5
272,康林,2021-04-09,7.7,,2.2,64.6
272,康林,2021-04-10,8.6,,1.8,64.6
272,康林,2021-04-11,11.6,,1.6,58.4
272,康林,2021-04-12,10.1,40.2,1,79.5
272,康林,2021-04-13,11.4,6,4.6,71.8
272,康林,2021-04-14,9.3,,4.7,43.6
272,康林,2021-04-15,9,,2.1,52
272,康林,2021-04-16,10.2,.3,1.8,70
272,康林,2021-04-17,9.4,0,4.1,55.5
272,康林,2021-04-18,10.4,,5.1,51.8
272,康林,2021-04-19,14.2,,5.5,39.4
272,康林,2021-04-20,17.3,,3,38.8
272,康林,2021-04-21,17.5,,1.7,51.8
272,康林,2021-04-22,18.3,,1.9,47
272,康林,2021-04-23,14.6,0,1.4,45.1
272,康林,2021-04-24,15.1,,1.5,49.1
272,康林,2021-04-25,13.4,,1.9,57.3
272,康林,2021-04-26,11.3,,1.8,54.9
272,康林,2021-04-27,14.1,,1.6,60.9
272,康林,2021-04-28,15.2,0,3.5,48.1
272,康林,2021-04-29,14.6,0,2.1,52.5
272,康林,2021-04-30,11.2,5.7,4,75.3
272,康林,2021-05-01,9.2,6.8,3.2,85
272,康林,2021-05-02,12,.8,4.4,64.1
272,康林,2021-05-03,13.5,,2.8,55.9
272,康林,2021-05-04,13.5,22.1,.9,81.1
272,康林,2021-05-05,15.3,2.9,5.2,45.8
272,康林,2021-05-06,13.5,,1.6,54
272,康林,2021-05-07,13.3,2.2,3,60.4
272,康林,2021-05-08,14.8,,2.9,54.5
272,康林,2021-05-09,15.7,,5.8,40.6
272,康林,2021-05-10,9.8,16.3,1,90.8
272,康林,2021-05-11,13.8,.1,1.7,71.4
272,康林,2021-05-12,15.8,,2,55.5
272,康林,2021-05-13,18.4,,1.6,67
272,康林,2021-05-14,20.4,,1.6,70.8
272,康林,2021-05-15,18.6,1.3,.8,93.9
272,康林,2021-05-16,18.9,64.9,.9,100
272,康林,2021-05-17,15,9.8,1.1,99.3
272,康林,2021-05-18,16.9,,1.2,87
272,康林,2021-05-19,19,,1.8,69.6
272,康林,2021-05-20,16.2,2.6,1.6,81.1
272,康林,2021-05-21,15,.8,1.5,91.6
272,康林,2021-05-22,18.6,,4.3,69.4
272,康林,2021-05-23,19.7,,1.9,70.1
272,康林,2021-05-24,19.5,,2.9,53.5
272,康林,2021-05-25,13,2.4,3,68.3
272,康林,2021-05-26,13.6,,1.2,74.3
272,康林,2021-05-27,14.6,2.8,1.8,83.8
272,康林,2021-05-28,12.5,14.1,1.5,91.1
272,康林,2021-05-29,16.1,0,4.5,68.3
272,康林,2021-05-30,17.3,0,1.5,70.8
272,康林,2021-05-31,17.9,3.4,.9,83
272,康林,2021-06-01,19.8,,1.5,77.1
272,康林,2021-06-02,21.5,,1.6,68.5
272,康林,2021-06-03,17,25.6,.9,94.9
272,康林,2021-06-04,17.7,0,3.7,67.3
272,康林,2021-06-05,18.7,,1.4,66.5
272,康林,2021-06-06,20.9,.1,1.5,75
272,康林,2021-06-07,20.3,,1.6,73.1
272,康林,2021-06-08,22.6,0,1.3,68.5
272,康林,2021-06-09,23,,1.5,74
272,康林,2021-06-10,22.8,.6,1.2,71.5
272,康林,2021-06-11,20.9,22,1.4,92.1
272,康林,2021-06-12,22.8,,1.2,80.1
272,康林,2021-06-13,23.8,,1.3,75.3
272,康林,2021-06-14,22.7,,1.3,76.8
272,康林,2021-06-15,20.2,1.1,.9,87.3
272,康林,2021-06-16,20.8,0,1.9,78.3
272,康林,2021-06-17,18.4,0,1,85.4
272,康林,2021-06-18,20,.3,1.4,88.4
272,康林,2021-06-19,22.6,,2.1,66.1
272,康林,2021-06-20,21.8,0,1.5,67.4
272,康林,2021-06-21,22.9,0,3,65.6
272,康林,2021-06-22,18.7,13.1,1.1,89
272,康林,2021-06-23,18.5,1.5,.8,85.5
272,康林,2021-06-24,21.1,,1.2,80
272,康林,2021-06-25,22.1,0,1.3,79.9
272,康林,2021-06-26,21,7.4,1.2,86.4
272,康林,2021-06-27,20.8,.3,1,87
272,康林,2021-06-28,20.5,2.1,1.2,88.4
272,康林,2021-06-29,22.4,,1.2,78
272,康林,2021-06-30,21.8,.1,.8,87.4
272,康林,2021-07-01,24.4,,1,77.1
272,康林,2021-07-02,22.6,,1.3,79.5
272,康林,2021-07-03,20.5,56.6,1.4,90.9
272,康林,2021-07-04,22.9,34.6,1.1,86.1
272,康林,2021-07-05,22.9,1.2,2.3,80.8
272,康林,2021-07-06,23.2,1.7,1.2,93.5
272,康林,2021-07-07,23.2,58.5,.7,94.5
272,康林,2021-07-08,23.9,67.2,1.1,88.4
272,康林,2021-07-09,22.8,33.2,.8,91
272,康林,2021-07-10,22.7,16.5,1.1,90.9
272,康林,2021-07-11,22.8,2.1,.8,93.9
272,康林,2021-07-12,25.1,0,1.4,85.3
272,康林,2021-07-13,26.5,,1.5,82.8
272,康林,2021-07-14,26.8,,1.5,84.9
272,康林,2021-07-15,25,.3,1.3,90
272,康林,2021-07-16,25.3,,1.4,83
272,康林,2021-07-17,25.2,0,1.7,80.9
272,康林,2021-07-18,25.3,0,1.3,81.4
272,康林,2021-07-19,25.4,0,1,82.6
272,康林,2021-07-20,26.2,0,1,81.1
272,康林,2021-07-21,26.2,,1.4,75.4
272,康林,2021-07-22,25.9,,1.5,77.3
272,康林,2021-07-23,26.6,,1.3,74.8
272,康林,2021-07-24,26.2,,1.1,75.4
272,康林,2021-07-25,26.8,,1.4,76.3
272,康林,2021-07-26,26.1,,1.4,75.5
272,康林,2021-07-27,26.2,.3,1.3,78.1
272,康林,2021-07-28,27,,1.3,74
272,康林,2021-07-29,26.6,,1.4,77
272,康林,2021-07-30,26.7,,1.3,80.8
272,康林,2021-07-31,26.8,.4,1.1,82.1
272,康林,2021-08-01,25.8,16.1,1,89.5
272,康林,2021-08-02,25.5,9.7,1.3,89.5
272,康林,2021-08-03,26.1,0,1,87
272,康林,2021-08-04,27.2,,1.3,82.6
272,康林,2021-08-05,27.4,,1.3,81.4
272,康林,2021-08-06,27.4,,1.3,78.4
272,康林,2021-08-07,27,0,1.4,77.4
272,康林,2021-08-08,23.8,3,1.4,94.8
272,康林,2021-08-09,25.1,0,2.5,69
272,康林,2021-08-10,22.2,2.2,1,85.8
272,康林,2021-08-11,24.6,,1.3,80.4
272,康林,2021-08-12,24.6,,1.1,82.3
272,康林,2021-08-13,23.5,,1.2,83
272,康林,2021-08-14,22.1,.1,1.1,84.9
272,康林,2021-08-15,22.2,.6,1.4,82.8
272,康林,2021-08-16,22.5,,1.5,78.4
272,康林,2021-08-17,22,1.7,1.2,79.9
272,康林,2021-08-18,22.5,0,1.2,77.1
272,康林,2021-08-19,22.2,0,1.3,75.8
272,康林,2021-08-20,23.3,,1,79.6
272,康林,2021-08-21,22,59.1,.7,97.5
272,康林,2021-08-22,22.4,0,1.2,86.9
272,康林,2021-08-23,20,41.6,.8,97.5
272,康林,2021-08-24,22,54.9,.9,99.4
272,康林,2021-08-25,21,50.3,.7,99.4
272,康林,2021-08-26,22.2,0,.7,93.1
272,康林,2021-08-27,20.5,6.9,.6,99.3
272,康林,2021-08-28,21.2,,1.3,84.5
272,康林,2021-08-29,20.7,9,.8,90.3
272,康林,2021-08-30,20.1,0,.8,88.5
272,康林,2021-08-31,20.3,15.1,.6,93
272,康林,2021-09-01,19.3,111,.8,99.8
272,康林,2021-09-02,20.4,0,1.2,86.5
272,康林,2021-09-03,20.3,0,1.3,82.5
272,康林,2021-09-04,19,,1.2,83.1
272,康林,2021-09-05,19.5,,1.4,79.4
272,康林,2021-09-06,19.8,.4,2,79.5
272,康林,2021-09-07,18.5,30.3,.3,100
272,康林,2021-09-08,20.9,,1.9,86.9
272,康林,2021-09-09,19.4,,1,87.3
272,康林,2021-09-10,20.4,,1,89.9
272,康林,2021-09-11,21.3,,1,87.9
272,康林,2021-09-12,21.8,,1.3,81.1
272,康林,2021-09-13,20.5,,1.4,83.9
272,康林,2021-09-14,18.5,,1.9,81.6
272,康林,2021-09-15,18.9,,1.9,77.9
272,康林,2021-09-16,19.3,0,1.7,78.5
272,康林,2021-09-17,17.6,20.2,1.1,97.5
272,康林,2021-09-18,17.8,,1.1,88.1
272,康林,2021-09-19,19,,1.2,82.8
272,康林,2021-09-20,20.6,,1.4,77.4
272,康林,2021-09-21,20,15.1,.8,94.9
272,康林,2021-09-22,20.1,2.6,2.2,75.9
272,康林,2021-09-23,18,,2.7,77.3
272,康林,2021-09-24,18.2,,1.2,83.1
272,康林,2021-09-25,18.1,,1.7,87.4
272,康林,2021-09-26,18.1,,1.5,83.1
272,康林,2021-09-27,18.6,.6,1.2,82.8
272,康林,2021-09-28,19.4,0,.9,87.3
272,康林,2021-09-29,18.9,19.7,.5,98.6
272,康林,2021-09-30,19.4,,1,86.6
272,康林,2021-10-01,18.9,,1,85
272,康林,2021-10-02,18.4,.4,2.2,79.1
272,康林,2021-10-03,18.6,,1.2,84.1
272,康林,2021-10-04,19.4,,.9,86.9
272,康林,2021-10-05,20.5,,2.5,79.8
272,康林,2021-10-06,18.7,.6,1,97
272,康林,2021-10-07,18.7,,.9,90.1
272,康林,2021-10-08,18.2,.8,.8,97.8
272,康林,2021-10-09,20.5,0,.5,91.9
272,康林,2021-10-10,21.9,0,1.1,83.5
272,康林,2021-10-11,14.8,15.6,2.3,95.3
272,康林,2021-10-12,14,5.3,.7,99.4
272,康林,2021-10-13,16.8,,.9,85.4
272,康林,2021-10-14,17.2,,1.6,82.6
272,康林,2021-10-15,16.4,10,.6,94.8
272,康林,2021-10-16,12.1,10.7,4.1,64.3
272,康林,2021-10-17,5.9,,3.8,50.8
272,康林,2021-10-18,6.7,,1.1,75.3
272,康林,2021-10-19,9,0,2,77.8
272,康林,2021-10-20,7.1,,1.4,80
272,康林,2021-10-21,7.9,,1,80.3
272,康林,2021-10-22,7.7,.1,1.7,82.6
272,康林,2021-10-23,7.6,,1.4,76
272,康林,2021-10-24,7.3,,1.3,79.9
272,康林,2021-10-25,8.8,,1.7,72.3
272,康林,2021-10-26,9.3,,1.3,76.5
272,康林,2021-10-27,11.9,,2.5,67.9
272,康林,2021-10-28,9.8,,1.4,73
272,康林,2021-10-29,10.1,,1.5,76.4
272,康林,2021-10-30,9.4,,1.1,81.6
272,康林,2021-10-31,9.6,,1.1,82.4
272,康林,2021-11-01,10.7,,2.5,77.8
272,康林,2021-11-02,10.1,,2.4,76.5
272,康林,2021-11-03,10.7,,1.6,73.1
272,康林,2021-11-04,9.5,,1.4,78.3
272,康林,2021-11-05,9.6,,1.3,75.5
272,康林,2021-11-06,10.6,,1.4,78.4
272,康林,2021-11-07,11.8,,1.5,74.9
272,康林,2021-11-08,9.3,22.8,2.9,81.5
272,康林,2021-11-09,5.6,2.9,2.7,81.8
272,康林,2021-11-10,4.9,.3,5.5,68.4
272,康林,2021-11-11,5.3,.3,5.3,62.8
272,康林,2021-11-12,4.8,,4.5,52.1
272,康林,2021-11-13,5.6,0,2.5,69
272,康林,2021-11-14,6.9,,1.3,78.6
272,康林,2021-11-15,8.2,,2,65.3
