瘤痢,瘤痢疙,老矫,乞闭扁柯(∑C),老碍荐樊(mm),乞闭 浅加(m/s),乞闭 惑措嚼档(%)
272,康林,2019-01-01,-3.7,,5.5,52.5
272,康林,2019-01-02,-3.5,,5.8,38.1
272,康林,2019-01-03,-3.8,,3,36.5
272,康林,2019-01-04,-2.7,,3.2,48.3
272,康林,2019-01-05,-1,,4.7,40.3
272,康林,2019-01-06,-3.6,,2.5,42.3
272,康林,2019-01-07,-2.9,,3.6,47
272,康林,2019-01-08,-1.9,,6.2,31
272,康林,2019-01-09,-6.2,,1.6,41.5
272,康林,2019-01-10,-2,,4,47.3
272,康林,2019-01-11,-.9,,1.6,61.5
272,康林,2019-01-12,.5,.1,.9,83.1
272,康林,2019-01-13,-2.6,,.8,92.6
272,康林,2019-01-14,-4,,.9,88
272,康林,2019-01-15,-1.1,0,4.9,60.8
272,康林,2019-01-16,-5,,4.7,45.1
272,康林,2019-01-17,-.2,,5.7,43.4
272,康林,2019-01-18,-.1,,3.8,35.8
272,康林,2019-01-19,-.7,,1.1,52.6
272,康林,2019-01-20,.6,,5.5,38.6
272,康林,2019-01-21,-.9,,6.4,45.1
272,康林,2019-01-22,2.8,,4.4,
272,康林,2019-01-23,3.1,,5.2,
272,康林,2019-01-24,-.2,,2.9,
272,康林,2019-01-25,-1.5,,5.1,33.6
272,康林,2019-01-26,-2.5,,5.4,28.4
272,康林,2019-01-27,-2.9,,2.9,43.9
272,康林,2019-01-28,1.2,0,4.8,44
272,康林,2019-01-29,-3,,1.4,47.1
272,康林,2019-01-30,1.8,,3.5,41.9
272,康林,2019-01-31,.3,,3.9,46.5
272,康林,2019-02-01,-2.3,,6.7,38.5
272,康林,2019-02-02,1.4,,4.5,51.1
272,康林,2019-02-03,2.6,12.5,1.8,89
272,康林,2019-02-04,1.1,,5.5,37.3
272,康林,2019-02-05,-.4,,1.3,55.1
272,康林,2019-02-06,3.6,,1.5,58.6
272,康林,2019-02-07,1.1,.1,5,47.9
272,康林,2019-02-08,-2.6,,3,31
272,康林,2019-02-09,-3,,5.2,28.5
272,康林,2019-02-10,-3,,1.9,38.8
272,康林,2019-02-11,-2.4,,5.2,32.8
272,康林,2019-02-12,-1.3,,3.2,43
272,康林,2019-02-13,-.7,,4.2,30
272,康林,2019-02-14,.1,,1.4,49.3
272,康林,2019-02-15,1.1,,3.6,58.8
272,康林,2019-02-16,-1.7,0,4.6,52.3
272,康林,2019-02-17,-.9,,5.5,41
272,康林,2019-02-18,1.3,,1.7,40.5
272,康林,2019-02-19,1.4,16.5,2.2,89.3
272,康林,2019-02-20,1.3,,4.5,63
272,康林,2019-02-21,.8,,1.4,69
272,康林,2019-02-22,1.8,,1.3,68.8
272,康林,2019-02-23,3,,2,65.8
272,康林,2019-02-24,4.8,,3.3,56
272,康林,2019-02-25,5.1,,2.9,51.3
272,康林,2019-02-26,4.2,,1.8,54.9
272,康林,2019-02-27,6.1,,1.4,66.8
272,康林,2019-02-28,7,,2.6,52.5
272,康林,2019-03-01,5.1,,2.3,49.5
272,康林,2019-03-02,5,,1.9,54
272,康林,2019-03-03,7,,1.6,55.6
272,康林,2019-03-04,7.9,,2,52.6
272,康林,2019-03-05,7.1,,2.4,58.4
272,康林,2019-03-06,8.8,,3.1,47.1
272,康林,2019-03-07,7,,3,53.8
272,康林,2019-03-08,5.7,,2.4,46.4
272,康林,2019-03-09,6.1,,1.8,39.9
272,康林,2019-03-10,6.3,.2,1.5,57.4
272,康林,2019-03-11,4.4,0,2.3,74.9
