瘤痢,瘤痢疙,老矫,乞闭扁柯(∑C),老碍荐樊(mm),乞闭 浅加(m/s),乞闭 惑措嚼档(%)
159,何魂,2018-01-01,2.7,,2.7,32
159,何魂,2018-01-02,4.1,,2.2,39.6
159,何魂,2018-01-03,2.6,,2.8,24.5
159,何魂,2018-01-04,2.8,,2.3,38.3
159,何魂,2018-01-05,4.1,.8,2.6,46.6
159,何魂,2018-01-06,3.1,,3,33.6
159,何魂,2018-01-07,5.4,.1,1.2,48
159,何魂,2018-01-08,5.8,6.4,2.8,83.6
159,何魂,2018-01-09,1.9,,6.6,47
159,何魂,2018-01-10,-.7,.2,4.1,51.9
159,何魂,2018-01-11,-4.6,,4.3,42.6
159,何魂,2018-01-12,-4.8,,3.1,34.5
159,何魂,2018-01-13,-.2,,2.1,46.3
159,何魂,2018-01-14,3.5,,1.7,60.5
159,何魂,2018-01-15,9.3,.1,3.9,62.4
159,何魂,2018-01-16,8.8,27.6,3.1,84.4
159,何魂,2018-01-17,6.4,5.4,2.8,90.5
159,何魂,2018-01-18,7.2,,3.2,67.8
159,何魂,2018-01-19,6,,3.4,39
159,何魂,2018-01-20,5.2,,3.4,36.5
159,何魂,2018-01-21,6.5,,2.3,38.3
159,何魂,2018-01-22,6.1,.3,3.1,62.4
159,何魂,2018-01-23,-1.3,,4.4,36.3
159,何魂,2018-01-24,-6.7,,3.7,29.8
159,何魂,2018-01-25,-5.1,,3.6,22.3
159,何魂,2018-01-26,-5.4,,2.8,23.9
159,何魂,2018-01-27,-1.4,,2.4,24.5
159,何魂,2018-01-28,1.4,,3,30.5
159,何魂,2018-01-29,-2.4,,2.7,33
159,何魂,2018-01-30,-2.1,,3.2,34
159,何魂,2018-01-31,1.9,,2.7,39.9
159,何魂,2018-02-01,3.3,,2.5,33.5
159,何魂,2018-02-02,2.6,,2.7,25.3
159,何魂,2018-02-03,-.2,,4.2,28.8
159,何魂,2018-02-04,-4.7,,4.4,30.5
159,何魂,2018-02-05,-4.4,,4.1,30
159,何魂,2018-02-06,-5.1,,3.6,27.6
159,何魂,2018-02-07,-3.5,,3,31.4
159,何魂,2018-02-08,.8,,2.3,32
159,何魂,2018-02-09,6.1,.2,2.8,57.3
159,何魂,2018-02-10,6.4,,3.2,40.6
159,何魂,2018-02-11,-1.1,,4.5,35.6
159,何魂,2018-02-12,-.8,,5.7,44.1
159,何魂,2018-02-13,1.8,,4.3,42.5
159,何魂,2018-02-14,8.5,,7.1,59.5
159,何魂,2018-02-15,7.8,,2.2,55.6
159,何魂,2018-02-16,6.6,,2,51.3
159,何魂,2018-02-17,4.1,,3.5,20.9
159,何魂,2018-02-18,4.8,,2.4,26.9
159,何魂,2018-02-19,7,,1.8,39.3
159,何魂,2018-02-20,8.3,,2.3,32.6
159,何魂,2018-02-21,5.3,,3.3,33.6
159,何魂,2018-02-22,4.2,,4.6,28.4
159,何魂,2018-02-23,6.8,,5.3,48.8
159,何魂,2018-02-24,8.6,,4,50.1
159,何魂,2018-02-25,8.6,0,2.2,73.9
159,何魂,2018-02-26,7.5,,2.7,53.1
159,何魂,2018-02-27,9.2,,2.6,59.8
159,何魂,2018-02-28,9.6,52.3,3.8,78.6
159,何魂,2018-03-01,7.4,,6.7,43.8
159,何魂,2018-03-02,4.9,,3.5,41.6
159,何魂,2018-03-03,9.6,,2.8,59.4
159,何魂,2018-03-04,13.2,39.1,3,82.1
159,何魂,2018-03-05,6.5,7.7,4.6,83.5
159,何魂,2018-03-06,6.4,,4.1,59.5
159,何魂,2018-03-07,7.2,3.8,4.1,69.1
159,何魂,2018-03-08,4.9,23.5,3.6,86.8
159,何魂,2018-03-09,4.8,,2.3,69.3
159,何魂,2018-03-10,7.6,,3.2,63.3
159,何魂,2018-03-11,9.7,,3.4,41.9
159,何魂,2018-03-12,11.2,,3.4,56.6
159,何魂,2018-03-13,13.3,,5.7,71
159,何魂,2018-03-14,15.3,,5,73.4
159,何魂,2018-03-15,14.3,62,4.9,92.3
159,何魂,2018-03-16,5.3,2.5,5.3,62.4
159,何魂,2018-03-17,6.6,,3.1,61.6
159,何魂,2018-03-18,10.7,5,1.6,77.1
159,何魂,2018-03-19,9.6,37.1,4.4,90.8
159,何魂,2018-03-20,5.7,3.4,6.6,65
159,何魂,2018-03-21,2.9,22,4.7,86.3
159,何魂,2018-03-22,6.8,,3.3,61
159,何魂,2018-03-23,9.6,,3.2,53.5
159,何魂,2018-03-24,12.4,,3.9,44.9
159,何魂,2018-03-25,13.9,,3.5,50.5
159,何魂,2018-03-26,15.5,,3.4,39.8
159,何魂,2018-03-27,16,,4.2,41.3
159,何魂,2018-03-28,15.6,,4.7,58
159,何魂,2018-03-29,15.1,,3.2,61.4
159,何魂,2018-03-30,12.7,,4,52.4
159,何魂,2018-03-31,14.1,,2.6,49.4
159,何魂,2018-04-01,16.3,,4.6,64.1
159,何魂,2018-04-02,17.9,,4.8,76.4
159,何魂,2018-04-03,18.2,,5.3,78
159,何魂,2018-04-04,11.1,5.9,3.4,85.5
159,何魂,2018-04-05,10.5,0,3.2,75.4
159,何魂,2018-04-06,10.7,21,4.2,64.4
159,何魂,2018-04-07,6.5,,6.6,37.1
159,何魂,2018-04-08,8.8,,5.7,52
159,何魂,2018-04-09,13.6,,4.1,60.9
159,何魂,2018-04-10,14.9,,6.5,76.4
159,何魂,2018-04-11,18.7,.2,6.6,55.6
159,何魂,2018-04-12,16.3,,3.2,29.1
159,何魂,2018-04-13,13.7,,3.4,40.6
159,何魂,2018-04-14,12.5,34.1,3.1,86.1
159,何魂,2018-04-15,13.9,,2.9,51
159,何魂,2018-04-16,12.8,,3.2,58.5
159,何魂,2018-04-17,13.9,,2.4,70.8
159,何魂,2018-04-18,15.3,,3.7,56.9
159,何魂,2018-04-19,15.8,,4,51.1
159,何魂,2018-04-20,18.8,,2.4,44.6
159,何魂,2018-04-21,18.9,,3.9,54.6
159,何魂,2018-04-22,17.1,0,3.3,72.3
159,何魂,2018-04-23,11.8,34.8,4.2,88.9
159,何魂,2018-04-24,12,60.4,4.7,81.5
159,何魂,2018-04-25,13.3,,2.2,47.3
159,何魂,2018-04-26,14.5,,2.5,61.8
159,何魂,2018-04-27,16,,2.8,53.5
159,何魂,2018-04-28,16.5,,3.5,63.9
159,何魂,2018-04-29,17.1,,5.6,66
159,何魂,2018-04-30,19,,5.2,67.6
159,何魂,2018-05-01,18.3,0,1.9,68.6
159,何魂,2018-05-02,15.2,17,2.5,91.6
159,何魂,2018-05-03,14.2,0,6.3,46.6
159,何魂,2018-05-04,14.8,,6.7,48.1
159,何魂,2018-05-05,16.9,,6.6,59.9
159,何魂,2018-05-06,16.2,42,4.2,92.8
159,何魂,2018-05-07,14.8,30.7,2.3,90.9
159,何魂,2018-05-08,14.2,,4.6,72
159,何魂,2018-05-09,13.2,,3.5,64.9
159,何魂,2018-05-10,14.3,,2.9,71.5
159,何魂,2018-05-11,17.1,,4,57
159,何魂,2018-05-12,17.8,2.6,5.5,82.5
159,何魂,2018-05-13,19.2,18.4,4.5,83.4
159,何魂,2018-05-14,20,,2.9,60.4
159,何魂,2018-05-15,21.4,,4.8,67.9
159,何魂,2018-05-16,20.7,3.8,8.2,94.9
159,何魂,2018-05-17,20.9,6.6,7.9,96.9
159,何魂,2018-05-18,16.3,1.9,4,91.9
159,何魂,2018-05-19,14.7,,4.3,66
159,何魂,2018-05-20,15.4,,4.4,66.5
159,何魂,2018-05-21,17.2,,3.2,71.9
159,何魂,2018-05-22,18,4.1,2,74.9
159,何魂,2018-05-23,18.1,27.6,1.9,77.6
159,何魂,2018-05-24,19.4,,3.5,57.4
159,何魂,2018-05-25,21.1,,3,51.3
159,何魂,2018-05-26,20.5,,2.8,52.9
159,何魂,2018-05-27,20.2,,2.1,75.1
159,何魂,2018-05-28,19.5,.6,1.8,84.1
159,何魂,2018-05-29,21,,1.9,82.9
159,何魂,2018-05-30,21.9,.5,2.5,79.9
159,何魂,2018-05-31,20.2,,2.4,68.1
159,何魂,2018-06-01,21.6,,2.3,54
159,何魂,2018-06-02,22.9,,2.9,60.4
159,何魂,2018-06-03,21.3,,3.6,71.9
159,何魂,2018-06-04,22.2,,3.8,68
159,何魂,2018-06-05,19.7,5.7,1.9,84.8
159,何魂,2018-06-06,21.6,,2.5,79.6
159,何魂,2018-06-07,21.8,,3.5,78.1
159,何魂,2018-06-08,22.8,,2.9,68.9
159,何魂,2018-06-09,21.2,,3.6,65.9
159,何魂,2018-06-10,19.3,5.2,4,77.6
159,何魂,2018-06-11,17.2,32.9,2.7,86.3
159,何魂,2018-06-12,18.3,,2,72.3
159,何魂,2018-06-13,19.6,,2.3,72.4
159,何魂,2018-06-14,19.9,,3.4,72.9
159,何魂,2018-06-15,19.3,,3.5,65.3
159,何魂,2018-06-16,18.5,,3.2,68.5
159,何魂,2018-06-17,20.9,,2.1,71
159,何魂,2018-06-18,22.8,0,2.2,72.6
159,何魂,2018-06-19,21.6,6.8,2.4,86.5
159,何魂,2018-06-20,22.8,.5,2.5,73.3
159,何魂,2018-06-21,24.7,,3.1,55.5
159,何魂,2018-06-22,24,,1.6,56.5
159,何魂,2018-06-23,23,.9,3.5,68.1
159,何魂,2018-06-24,24.7,,3.7,67.9
159,何魂,2018-06-25,23.3,,3.3,80.5
159,何魂,2018-06-26,22.8,1.5,6,93.9
159,何魂,2018-06-27,23.1,6.7,7.3,91.9
159,何魂,2018-06-28,21.2,131.1,2.9,97.5
159,何魂,2018-06-29,22.2,11,2.9,96.5
159,何魂,2018-06-30,21,74.4,1.9,95.9
159,何魂,2018-07-01,24.5,13.9,2.2,86.5
159,何魂,2018-07-02,25.4,2.7,2.5,86.8
159,何魂,2018-07-03,22.7,90.9,4.9,95.9
159,何魂,2018-07-04,25,1.3,3.8,83.4
159,何魂,2018-07-05,22.9,5.3,1.7,94.1
159,何魂,2018-07-06,20.8,2.9,3.6,89.9
159,何魂,2018-07-07,20,,4.1,76.5
159,何魂,2018-07-08,19.7,0,3.6,80.9
159,何魂,2018-07-09,20,4,2.8,92.8
159,何魂,2018-07-10,24,,1.6,85.5
159,何魂,2018-07-11,26.6,,2.8,78.5
159,何魂,2018-07-12,27.4,,4.5,78.3
159,何魂,2018-07-13,27,,2.8,83.4
159,何魂,2018-07-14,27.6,,2.9,79.9
159,何魂,2018-07-15,27.2,,2.9,79.9
159,何魂,2018-07-16,27.1,,2.6,74.9
159,何魂,2018-07-17,27.6,,3.4,70.6
159,何魂,2018-07-18,28.1,,2.8,71.4
159,何魂,2018-07-19,29.1,,2.2,67.1
159,何魂,2018-07-20,29.6,,1.6,65.8
159,何魂,2018-07-21,29.2,,2.6,78.1
159,何魂,2018-07-22,29.7,,3,69.3
159,何魂,2018-07-23,29.5,,4,69.8
159,何魂,2018-07-24,29.3,,4.5,74.8
159,何魂,2018-07-25,29.6,,3.7,74.1
159,何魂,2018-07-26,30.4,,2.6,74.5
159,何魂,2018-07-27,29.8,,2,79.5
159,何魂,2018-07-28,29.3,,2.6,69
159,何魂,2018-07-29,29.3,1,3.6,65.4
159,何魂,2018-07-30,28.9,.1,3,70
159,何魂,2018-07-31,29.8,,3.2,62.3
159,何魂,2018-08-01,30.3,,2.8,60.4
159,何魂,2018-08-02,30,,2.7,69
159,何魂,2018-08-03,29.9,,3.6,69.9
159,何魂,2018-08-04,30.1,,4.9,73.4
159,何魂,2018-08-05,31.3,,3.2,69.5
159,何魂,2018-08-06,29.9,0,2.2,75.9
159,何魂,2018-08-07,28.4,0,3,71.8
159,何魂,2018-08-08,27.9,,2.6,69.6
159,何魂,2018-08-09,28.4,14.3,2.6,71.5
159,何魂,2018-08-10,26.7,0,2,81.4
159,何魂,2018-08-11,27.3,.7,2.8,77.9
159,何魂,2018-08-12,28.8,0,2.5,78.6
159,何魂,2018-08-13,30.9,,2.6,66.6
159,何魂,2018-08-14,29.9,,2.5,72.9
159,何魂,2018-08-15,28.6,23.8,3.6,79.9
159,何魂,2018-08-16,26.2,1.7,3.1,84.1
159,何魂,2018-08-17,25.2,,4.5,58.9
159,何魂,2018-08-18,25,,3,60.1
159,何魂,2018-08-19,25.3,,2.1,65.6
159,何魂,2018-08-20,26.2,,1.9,69.4
159,何魂,2018-08-21,28.6,,2.2,67.5
159,何魂,2018-08-22,29.8,,3.8,67
159,何魂,2018-08-23,28,2.7,4.3,79
159,何魂,2018-08-24,26.7,3.1,9.8,83.8
159,何魂,2018-08-25,25.7,2.4,3.7,82.6
159,何魂,2018-08-26,25.9,24.5,3.7,90.5
159,何魂,2018-08-27,26,58.1,5.1,92.6
159,何魂,2018-08-28,27.1,,3.8,82.1
159,何魂,2018-08-29,27.3,,5.3,80
159,何魂,2018-08-30,27.5,.7,5.5,81.6
159,何魂,2018-08-31,26,37.7,4.5,83.9
159,何魂,2018-09-01,21.6,82.8,2.8,86.4
159,何魂,2018-09-02,22.8,3.3,2.8,80.9
159,何魂,2018-09-03,24.7,57.2,4,92.6
159,何魂,2018-09-04,25.1,0,2.9,76.9
159,何魂,2018-09-05,24.3,,4,67.6
159,何魂,2018-09-06,23.8,0,2.7,68.3
159,何魂,2018-09-07,21.7,15.6,4.2,86.9
159,何魂,2018-09-08,21.3,0,2.3,70.9
159,何魂,2018-09-09,22.3,,3.3,68.9
159,何魂,2018-09-10,21.5,,3.5,61.5
159,何魂,2018-09-11,21.2,,3.9,65.1
