瘤痢,瘤痢疙,老矫,乞闭扁柯(∑C),老碍荐樊(mm),乞闭 浅加(m/s),乞闭 惑措嚼档(%)
159,何魂,2017-01-01,6.5,,2.6,58
159,何魂,2017-01-02,9.5,,2.7,55.4
159,何魂,2017-01-03,7.9,,2.6,46
159,何魂,2017-01-04,8.1,,2.3,44.4
159,何魂,2017-01-05,7.8,.7,3.5,71
159,何魂,2017-01-06,7.5,,2.9,58.9
159,何魂,2017-01-07,8.7,0,2.1,65.9
159,何魂,2017-01-08,9.3,4.6,2.9,76.1
159,何魂,2017-01-09,7.3,,3,52.3
159,何魂,2017-01-10,3.5,,3.1,43.9
159,何魂,2017-01-11,1.1,,2.7,33.1
159,何魂,2017-01-12,3.9,,5.1,46.1
159,何魂,2017-01-13,1.5,0,4.7,39.4
159,何魂,2017-01-14,-2.4,,4.4,34.8
159,何魂,2017-01-15,-1.5,,4.4,25.5
159,何魂,2017-01-16,1.4,,3.4,31.5
159,何魂,2017-01-17,4.4,,1.1,44.3
159,何魂,2017-01-18,5.3,,3.2,42.1
159,何魂,2017-01-19,4.9,,2.5,52
159,何魂,2017-01-20,2.1,0,4.7,45.8
159,何魂,2017-01-21,0,,4,43.9
159,何魂,2017-01-22,.6,,4.3,42.5
159,何魂,2017-01-23,-2.5,,3,34.4
159,何魂,2017-01-24,-1.1,,4.1,29.3
159,何魂,2017-01-25,1.2,,3.3,26.3
159,何魂,2017-01-26,3.8,,4.9,32.1
159,何魂,2017-01-27,7.2,,5.1,36.9
159,何魂,2017-01-28,6.5,,2.2,36.4
159,何魂,2017-01-29,8,5.9,1.6,82.1
159,何魂,2017-01-30,3.3,.8,4.7,50.4
159,何魂,2017-01-31,3.1,,2.2,51.1
159,何魂,2017-02-01,2.3,,3.2,31.4
159,何魂,2017-02-02,3.4,,2.8,23
159,何魂,2017-02-03,5.5,,3.6,32.9
159,何魂,2017-02-04,9.5,.2,3.1,34.8
159,何魂,2017-02-05,7.3,4.9,3.5,77.6
159,何魂,2017-02-06,4,,4,37.4
159,何魂,2017-02-07,4.4,,1.9,43.6
159,何魂,2017-02-08,6.1,0,2.3,46.6
159,何魂,2017-02-09,1,0,4.2,37
159,何魂,2017-02-10,-1.5,,4.6,36.1
159,何魂,2017-02-11,-.5,,3.1,39.8
159,何魂,2017-02-12,2.2,,3.5,38
159,何魂,2017-02-13,4.7,0,2.9,35.8
159,何魂,2017-02-14,5.5,0,2.2,46
159,何魂,2017-02-15,7.3,,3.8,36.4
159,何魂,2017-02-16,11.7,1.4,5.9,61
159,何魂,2017-02-17,12.1,2.4,5.4,50.9
159,何魂,2017-02-18,4,,3.2,22.6
159,何魂,2017-02-19,6.7,,4.9,46.5
159,何魂,2017-02-20,9.4,1.4,5.5,48.9
159,何魂,2017-02-21,5.2,,3.3,51.4
159,何魂,2017-02-22,8.2,23.2,2.5,82.4
159,何魂,2017-02-23,5.4,,3.4,50.9
159,何魂,2017-02-24,2.8,,4.1,32.5
159,何魂,2017-02-25,5.7,,2.9,43.1
159,何魂,2017-02-26,6.4,,2.6,46
159,何魂,2017-02-27,7.5,.3,2.7,63.8
159,何魂,2017-02-28,8.8,,2.6,51.4
159,何魂,2017-03-01,9.3,13.2,3,52.4
